Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W,instructor_id,instructor_name_normalized
"Reynolds, Clay",,,,,,HUSL,7308,001,,3,1,,,,,1,,,,,,,,,,2,0,clayr,clay reynolds
"Brewer, Kenneth L","Cook, Nina E",,,,,LIT,1301,001,4,8,6,3,4,,,,1,,,,1,,,,,,1,klb092000,kenneth brewer
"Cotter, Sean J",,,,,,LIT,1301,002,,1,,6,3,,1,3,,1,2,,1,,,,,,0,axb162631,ashley barnes
"Saar Hambazaza, Terje",,,,,,LIT,2331,501,6,4,3,2,3,1,,1,,1,1,,1,,,,,,0,mxb128930,madhavi biswas
"Cohen, Milton",,,,,,LIT,3312,001,2,2,2,4,2,,,,2,,,,2,,,,,,0,sjc010100,sean cotter
"Gossin, Pamela","Hairston, Marc R",,,,,LIT,3316,001,5,18,20,27,20,15,9,9,,2,3,1,2,,1,,,,1,psgossin,pamela gossin
"Walsh, Dennis P",,,,,,LIT,3323,501,,7,,,3,,,2,,,,,,,,,,,0,sxs090100,sabrina starnaman
"Barnes, Ashley",,,,,,LIT,3324,001,2,6,3,,4,,,,,,,,1,,,,,,0,axb162631,ashley barnes
"Turner, Frederick",,,,,,LIT,3382,001,,10,5,,,,,,,,,,,,,,,,1,fturner,frederick turner
"Salisbury, Linda J",,,,,,MUSI,1306,501,5,31,,5,3,1,,,,,,,2,,,,,,1,jew042000,james wilder
"Durchholz, Matthew",,,,,,SYSM,6327,001,,7,6,2,,,,,,,,,,,,,,,0,mxd165230,
"Wang, Hui",,,,,,FIN,3320,502,2,8,,6,3,7,1,5,,,,,,,,,,,0,dmc012300,david cordell
"Murthi, B P","Jameei Osgouei, Ata","Elmi, Omid",,,,MKT,6337,005,,,1,4,6,,,,,,,,,,,,,,0,murthi,b p murthi
"Murthi, B P","Jameei Osgouei, Ata","Elmi, Omid",,,,BUAN,6337,005,,14,12,8,15,,,,,,,,,,,,,,0,murthi,b p murthi
"Haruvy, Ernan E","Zihagh, Fereshteh",,,,,BUAN,6337,006,,10,8,5,2,1,,,,,,,,,,,,,0,eeh017200,ernan haruvy
"Ganglmair, Bernhard","Kulkarni, Ritesh N",,,,,MECO,6303,002,,10,,,16,1,2,2,,,,,,,,,,,0,axz051000,alejandro zentner
"Anderson, William C",,,,,,MECH,3315,002,,1,5,2,8,3,2,3,,2,2,1,,,,,,,0,ixg140830,giacomo iungo
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BA,3200,001,10,24,3,1,3,4,2,1,1,,,,,,,,,,0,vdm130030,victoria mccrady
"Walton, Michaella",,,,,,BCOM,3200,001,4,8,16,6,7,4,3,,,,,,2,,,,,,0,rgn100020,rebecca newcomb
"McCrady, Victoria D","Dakshinamoorthy, Sowmika","Tang, Huimin",,,,BCOM,3200,002,30,4,2,3,5,1,,,1,,2,,,,,,,,0,vdm130030,victoria mccrady
"Walton, Michaella",,,,,,ACCT,3200,501,,17,15,4,6,3,,2,,,1,,2,,,,,,0,cds110030,caryn berardi
"Walton, Michaella",,,,,,FIN,3200,501,,9,10,7,6,6,4,3,3,,,,,,,,,,1,mrw170730,
"Lawson, Kristen A","Porter, Colby W",,,,,ITSS,3200,001,19,21,3,3,2,1,,,,1,,,,,,,,,0,cds110030,caryn berardi
"Sohaee, Nassim","Aluri, Vidhyullatha",,,,,BUAN,6341,002,,17,25,5,12,2,,,,,,,,,,,,,0,nxs045000,nassim sohaee
"Howe, Nate","Guha, Sumalya",,,,,ITSS,4360,501,1,9,6,12,8,4,2,4,2,,,,,,,,,,0,sxt146930,shaojie tang
"Thompson, Luell O",,,,,,MIS,6332,501,,6,,,,,,,,,,,,,,,,,0,lot013000,luell thompson
"Hicks, Donald",,,,,,IPEC,4305,001,,2,3,,1,3,,2,,1,,1,1,,,,,,1,dahicks,donald hicks
"Evans, Kathryn C",,,,,,MUSI,3322,001,5,16,1,5,,1,,1,,,,,,,,,,,0,kcevans,kathryn evans
"Elliott, Euel W","Scotch, Richard","Rejepov, Vepa",,,,GOVT,2306,HN2,,18,3,,,,,,,,,,,,,,,,1,harpham,edward harpham
"Gooch, John C",,,,,,HUMA,1301,HN2,,3,5,2,2,2,,,,,,,,,,,,,1,jcg053000,john gooch
"Brunell, Valerie A",,,,,,HONS,3199,H14,6,8,,,,,1,,,,,,,,,,,,0,nmc110030,nadine connell
"Schwab, Robert",,,,,,HONS,3199,H15,6,4,3,1,,1,,,,,,,,,,,,,0,mci071000,mihaela stefan
"Fletcher, Eliot",,,,,,HONS,3199,H16,14,,,,,,,,,,,,,,,,,,0,cmb170830,
"Medrick, Mary A",,,,,,MUSI,4348,001,1,5,,,,2,,2,,,1,,1,,,,,,0,mam017200,mary medrick
"Grover, William C",,,,,,ECON,2302,HN1,,11,5,5,1,,,,,,,,1,,,,,,0,wcg071000,william grover
"Thamban, P.L.Stephan","Garimella, Martand Mayukh",,,,,MECH,2330,001,5,10,6,3,7,9,3,4,,3,4,3,,,,,,,1,stephan,p l stephan thamban
"Park, Wooram","Lin, Jianping",,,,,MECH,3150,103,1,16,14,5,5,1,,,,,,,,,,,,,1,wxp103020,wooram park
"Park, Wooram","Sunny, Sumair F",,,,,MECH,3350,001,1,7,9,5,10,4,,2,1,,,,,,,,,,1,jmh011500,james hilkert
"Scotch, Richard",,,,,,SOC,6357,001,,4,2,,1,,,,,,,,,,,,,,0,scotch,richard scotch
"Karunathilake, Arosha A","Estrada, Tania G",,,,,CHEM,1112,130,4,9,9,2,2,1,,,,1,1,,,,,,,,1,axk113330,
"Shah, Shailesh N","Wang, Hanghang",,,,,CHEM,2123,601,12,6,2,2,,,,1,,,,,,,,,,,1,snw081000,sumudu wijenayake
"Brown, Matthew",,,,,,PHIL,3328,001,5,5,,,2,,,,1,,1,1,,,,,,,1,mxb091000,matthew brown
"Camacho-Guardado, Lorena",,,,,,SPAN,3366,001,11,8,4,1,,1,,1,,,,,,,,,,,0,lxc163230,amalia lorena camacho guardardo
"Ferguson, Wesley A",,,,,,THEA,1310,001,11,27,7,,2,1,1,,,,,,,,,,,,0,waf061000,wesley ferguson
"Ferguson, Wesley A",,,,,,THEA,1310,002,13,27,4,,2,,,,,,,,1,,,,,,1,waf061000,wesley ferguson
"Baig, Maryam O",,,,,,THEA,1310,501,,13,,,2,,,,,,,,,,,,,,0,baig,maryam baig
"Hennigan, Edward B",,,,,,THEA,1351,501,2,10,1,1,2,,1,1,,,,,,,,,,,0,ebh062000,edward hennigan
"Lingo, Kathy A",,,,,,THEA,2372,001,2,11,5,,2,,,,,,,,4,,,,,,0,klingo,kathy lingo
"Lingo, Kathy A",,,,,,THEA,2372,002,,19,1,,2,,,,,,,,,,,,,,1,klingo,kathy lingo
"Hibbs, Shelby A",,,,,,THEA,3310,551,2,9,1,,,,,,,,,,,,,,,,0,sah140730,shelby hibbs
"Lingo, Kathy A",,,,,,THEA,3342,501,7,,1,,2,,,,,,,,,,,,,,0,klingo,kathy lingo
"Lingo, Kathy A",,,,,,THEA,3372,001,,7,2,,2,,,,,,,,,,,,,,0,klingo,kathy lingo
"Cortes, Sergio J","Saavedra, Daniel P",,,,,CHEM,2125,601,11,9,9,1,,,,,,,,,,,,,,,0,scortes,sergio cortes
"Nielsen, Steven",,,,,,CHEM,5314,001,,6,,2,2,,,1,,,,,,,,,,,0,son051000,steven nielsen
"Ahn, Jung-Mo",,,,,,CHEM,5333,001,,9,,,1,,,,,,,,,,,,,,0,jxa041100,jung mo ahn
"Davis, Renee",,,,,,ED,4351,001,7,8,,3,,1,,,,,,,,,,,,,0,rrd160530,renee davis
"Palao Mendizabal, Agustin",,,,,,PSCI,4396,001,4,4,1,1,6,,,1,,,,,1,,,,,,0,pxd153230,paul diehl
"Sibert, John W",,,,,,CHEM,1116,HN1,5,23,,,,,,,,,,,,,,,,,0,sibertj,john sibert
"Sibert, John W",,,,,,CHEM,1316,HN1,3,15,4,2,5,,,,,,,,,,,,,,0,sibertj,john sibert
"Thompson, Christina M","Saavedra, Daniel P",,,,,CHEM,2128,HN1,14,2,,,,,,,,,,,,,,,,,0,cmt120030,christina thompson
"Biewer, Michael C",,,,,,CHEM,2328,HN1,2,6,5,1,1,1,1,,,,,,,,,,,,0,biewerm,michael biewer
"Henderson, Rashaunda M","Yao, Haohan",,,,,EERF,6311,501,,4,6,18,12,3,,1,,,,,,,,,,,1,rmh072000,rashaunda henderson
"Islam, Naser","Ramanan, Rahul",,,,,MIS,6309,501,,9,17,7,7,3,1,1,,,,,,,,,,,2,krc150730,kevin crook
"Saeed, Kashif","Aluri, Vidhyullatha",,,,,BUAN,6346,002,,25,9,22,5,3,,,,,,,,,,,,,0,axh134230,austin henslee
"Johnston, Walter L",,,,,,BUAN,6357,002,,33,,2,,,,,,,,,,,,,,,0,axr173631,
"Johnston, Walter L",,,,,,MIS,6357,002,,24,,,,,,,,,,,,,,,,,1,axr173631,
"Hosseini, Leila",,,,,,ITSS,3311,001,11,19,15,2,1,,,,,,,,1,,,,,,0,nxs045000,nassim sohaee
"Kim, Yeongin",,,,,,ITSS,3311,002,,16,11,7,12,,,1,,,,,,,,,,,0,pxn173330,priya narayanasami
"Hefley, William E","Lyu, Muyuan",,,,,ITSS,4370,001,5,4,6,6,7,4,5,3,6,,1,,2,,,,,,0,weh150130,william hefley
"Henslee, Austin",,,,,,BUAN,6V99,501,,26,5,1,,,,,,,,,,,,,,,0,axh134230,austin henslee
"Liebowitz, Stan",,,,,,MECO,6V99,501,,2,4,1,,,,,,,,,,,,,,,0,liebowit,stan liebowitz
"King, Carie S",,,,,,ECS,3390,HN2,3,3,5,,3,,1,1,,1,,,1,,,,,,1,cxl085200,carie king
"Bardhan, Indranil R","Bao, Chenzhang",,,,,HMGT,6327,501,,23,14,1,,,,,,,,,,,,,,,0,bardhan,indranil bardhan
"Brown, Matthew",,,,,,HIST,3328,001,1,2,,,,,,,1,,3,,2,,,,,,1,mxb091000,matthew brown
"Maxwell, Sarah P",,,,,,SOC,4386,0W1,12,18,12,7,4,2,2,1,1,1,1,,2,,,,,,0,spm092000,sarah maxwell
"King, Carie S",,,,,,AMS,4304,0W1,5,10,5,1,2,1,,1,2,,1,,1,,,,,,1,cxl085200,carie king
"Moller, Aage R","Nandy, Shaurabh",,,,,NSC,4V90,001,,67,,,3,,,,,,,,,,,,,,0,vxm077000,van miller
"Reddy, Aarthi","Sahu, Takesh",,,,,BUAN,6357,003,,17,7,7,1,,,,,,,,,,,,,,0,axr173631,
"Reddy, Aarthi","Sahu, Takesh",,,,,MIS,6357,003,,9,2,1,,,,,,,,,,,,,,,0,axr173631,
"Busso Recabarren, Carlos A","Tao, Fei",,,,,EESC,6368,001,,5,4,1,,,,,,,,,,,,,,,0,cxb093000,carlos busso
"Hajeri, Vinita","Newton, Kristen L",,,,,BIOL,3320,001,4,1,4,5,2,,,,1,,,,,,,,,,0,vxh151030,vinita hajeri
"Hill, Brenna R",,,,,,BIOL,3357,001,1,5,2,2,2,1,,1,,,,,,,,,,,0,brh140230,brenna hill
"Lary, David J",,,,,,PHYS,5336,001,,17,,,,,,,,,,,,,,,,,0,djl101000,david lary
"Salter, Elizabeth",,,,,,HLTH,3306,001,10,8,,6,,,3,2,,,,,,,,,,,0,emsalter,elizabeth salter
"Werhnyak, Larissa",,,,,,SOC,2300,001,,3,1,1,2,1,1,1,,,,,2,,,,,,1,erins,erin smith
"Case, Allison B",,,,,,BMEN,7342,001,,22,,,,,,,,,,,,,,,,,0,abc130530,allison case
"Romero-Ortega, Mario I",,,,,,BMEN,7189,001,,13,3,3,1,1,1,,,,,,,,,,,,0,mir140030,
"Duquaine-Watson, Jill M",,,,,,GST,4325,001,6,4,3,3,4,,1,2,,1,,,1,,,,,,2,jmw087000,jillian duquaine watson
"Sutton, Walter L","Nguyen, Ploysirin K",,,,,BLAW,2301,005,,20,13,6,4,2,1,,,,,,1,,,,,,2,clb120030,christina betanzos
"Dalgic, Tevfik","Shay, Jason S",,,,,IMS,6314,0W1,,13,14,4,1,,,,,,,,,,,,,,0,tdalgic,tevfik dalgic
"Johnston, Walter L",,,,,,BUAN,6357,004,,37,,1,,,,,,,,,,,,,,,0,wlj031000,walter johnston
"Johnston, Walter L",,,,,,MIS,6357,004,,21,,1,,,,,,,,,,,,,,,0,wlj031000,walter johnston
"Nanda, Vikram K",,,,,,FIN,7345,501,,12,,,,,,,,,,,,,,,,,0,vkn150030,vikram nanda
"Gurun, Ayfer",,,,,,FIN,6366,501,,11,,,1,,,,,,,,,,,,,,0,axg119030,ayfer gurun
"Gurun, Ayfer",,,,,,FIN,3380,002,2,6,3,7,2,5,4,1,2,,,,,,,,,,0,axg119030,ayfer gurun
"Zhao, Feng",,,,,,FIN,6381,001,,8,,,,,,,,,,,,,,,,,0,fxz082000,feng zhao
"Picken, Joseph C",,,,,,ENTP,4360,001,,2,1,1,3,1,,3,,,,,1,,,,,,0,rgw091000,robert wright
"Kehoe, Joselle",,,,,,MATH,1326,009,10,6,2,,3,4,6,4,1,1,3,,5,,,,,,2,jxk061000,joselle kehoe
"Terranova, Charissa",,,,,,AHST,4342,001,,6,1,6,4,4,1,,,1,,,1,,,,,,0,cxt074100,charissa terranova
"Cho, Kyeongjae",,,,,,MECH,6367,001,,3,3,5,2,1,,,,,,,,,,,,,0,kxc067000,kyeongjae cho
"Root, Alexey",,,,,,ED,4358,0W2,3,5,3,1,3,,3,,1,,1,,2,,,,,,0,aroot,alexey root
"Arnold, Maxim","Mankad, Het Y",,,,,MATH,2418,HN1,2,6,4,1,1,2,,,,,,,,,,,,1,1,mxa149530,maxim arnold
"Le Prell, Colleen G",,,,,,AUD,7205,001,,9,8,4,4,1,1,,,,,,,,,,,,0,cgl150030,
"Lobarinas, Edward",,,,,,AUD,7110,001,,9,2,1,2,,,,,,,,,,,,,,0,exl152130,
"Dabkowski, Mieczyslaw K","Kaushal, Amit",,,,,MATH,2419,HN1,4,4,3,1,1,3,1,,,,,,,,,,,,0,mkd034000,mieczyslaw dabkowski
"Strickland, Warren",,,,,,BPS,6255,XS1,,22,,,,,,,,,,,,,,,,,0,,warren strickland
"Kimzey, Jackie",,,,,,ENTP,6394,XS1,,3,12,3,,,,,,,,,,,,,,,0,jxk092000,jackie kimzey
"Foster Brady, Pamela",,,,,,IMS,6351,XS1,,22,,,,,,,,,,,,,,,,,0,,pamela foster brady
"Ginevich, Rostislav",,,,,,MKT,6334,XS1,,17,,,,,,,,,,,,,,,,,0,rxg172930,rostislav ginevich
"Bolton, Gary",,,,,,OB,6339,XS1,,9,9,4,,,,,,,,,,,,,,,0,gxb122130,gary bolton
"Sadka, Gil","Kyung, Hoyoun","Song, Dongye",,,,ACCT,6202,XS1,,14,2,,1,,,,,,,,1,,,,,,1,gxs143630,gil sadka
"Kiser, Stephen L",,,,,,MECO,6303,XS1,,9,5,,1,2,,,,,,,1,,,,,,1,slk012100,stephen kiser
"Narayan, Ravishankar L",,,,,,MIS,6302,XS1,,17,,,,,,,,,,,1,,,,,,1,rln130030,ravishankar narayan
"Hassanzadeh, Nozar",,,,,,OPRE,6302,XS1,,,11,3,3,,,,,,,,,,,,,1,1,nozarh,nozar hassanzadeh
"Solomon, Lawrence N",,,,,,OB,6340,GW1,,1,2,4,,1,,1,,,,,,,,,,,1,,lawrence solomon
"Hassanzadeh, Nozar",,,,,,OPRE,6250,GW1,,1,2,2,2,2,,,,,,,,,,,,,1,nozarh,nozar hassanzadeh
"Sadka, Gil","Kyung, Hoyoun","Song, Dongye",,,,ACCT,6202,GH1,,12,7,,,,,,,,,,,,,,,,0,gxs143630,gil sadka
"Rajaratnam, Daniel",,,,,,MKT,6301,GH1,,6,6,3,3,,,1,,,,,,,,,,,0,dxr143430,daniel rajaratnam
"Reichert, Carolyn A",,,,,,FIN,6301,GH1,,11,2,2,2,1,,2,,,,,,,,,,,0,carolyn,carolyn reichert
"Kiser, Stephen L",,,,,,MECO,6303,GH1,,10,8,,1,,1,,,,,,,,,,,,0,slk012100,stephen kiser
"Ghosh, Jay K",,,,,,ENTP,6352,GW1,,3,5,1,,,,,,,,,,,,,,,0,,jay ghosh
"Zhang, Jieying","Song, Dongye","Hu, Yaqin",,,,ACCT,6332,SS1,,8,9,7,6,7,2,4,,,,,,,,,,,0,jxz146230,jieying zhang
"Linsteadt, Chris C","Braughton, Caleb M",,,,,ACCT,6334,SS1,,20,,,19,,3,1,,,,,,,,,,,0,ccl019000,chris linsteadt
"Solcher, Steven J","Nguyen, Ploysirin K",,,,,ACCT,6353,SS1,,20,15,5,3,,,,,,,,,,,,,,0,sjs107020,steven solcher
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,6301,SS1,,25,,,10,,7,1,,,,,,,,,,,0,sdp093020,stephen peabody
"Hicks, Robert",,,,,,OB,6249,CW1,,43,,,,,,,,,,,,,,,,,0,,robert hicks
"Hicks, Robert",,,,,,OB,6351,CW1,,22,9,8,2,1,,1,,,,,,,,,,,0,,robert hicks
"Kiser, Stephen L",,,,,,MECO,6303,CW1,,7,3,,5,2,,,,,,,1,,,,,,0,slk012100,stephen kiser
"Hicks, Robert",,,,,,OB,6248,CW1,,26,,,,,,,,,,,,,,,,,0,,robert hicks
"Hicks, Robert",,,,,,OB,6350,CW1,,10,4,4,5,2,,,,,,,,,,,,1,0,,robert hicks
"Kapoor, Bhanu",,,,,,SYSM,6305,SS1,,12,2,3,2,,,,,,,,,,,,,,0,bxk101000,bhanu kapoor
"Nguyen, Nhut",,,,,,SYSM,6308,SS1,,7,2,4,,,,,,,,,,,,,,,0,nhutnn,nhut nguyen
"Lewin, Peter","Zhu, Yiding",,,,,SYSM,6319,SS1,,6,1,1,,,1,,,,,,,,,,,,0,plewin,peter lewin
"Minden, Alixandre R",,,,,,SYSM,6325,SS1,,1,2,2,1,2,,,,,,,,,,,,,0,arm130430,alixandre minden
"Hicks, Jeffrey N",,,,,,SYSM,6333,SS1,,16,3,4,,,,,,,,,,,,,,,0,jnh061000,jeffrey hicks
"Joiner, James C","Rajamani, Divakar",,,,,OPRE,6368,PW1,,7,,,,,,,,,,,,,,,,,0,,james joiner
"Joiner, James C","Rajamani, Divakar",,,,,OPRE,6367,PW1,,7,,,,,,,,,,,,,,,,,0,,james joiner
"Zhang, Jieying","Zhang, Yuan",,,,,ACCT,6V99,SS1,,8,2,,,,,,,,,,,,,,,,0,jxz146230,jieying zhang
"Zhao, Xiaofei",,,,,,FIN,6V99,SS1,,11,5,,,,,,,,,,,,,,,,0,xxz137630,xiaofei zhao
"Xu, Yexiao","Zhang, Huibing",,,,,FIN,6V99,SS2,,5,1,,,,,,,,,,,,,,,,0,yexiaoxu,yexiao xu
"Szot, James",,,,,,MAS,6V01,PW1,,6,4,1,,,,1,,,,,,,,,,2,0,,james szot
"Troutman, Amy B","Payne, Colton A",,,,,MAS,6V09,SS1,,65,,,,,,,,,,,,,,,,,0,amybass,amy troutman
"Rajamani, Divakar",,,,,,OPRE,6379,PS1,,7,3,4,1,3,,,,,,,,,,,,,0,dxr020100,divakar rajamani
"Zhang, Huibing",,,,,,MECO,6345,SS1,,6,4,,,,,,,,,,,,,,,,0,hxz054000,huibing zhang
"Zhang, Huibing",,,,,,FIN,6310,SS1,,6,7,2,,1,,,,,,,,,,,,,0,hxz054000,huibing zhang
"Zhao, Feng",,,,,,FIN,6314,SS1,,3,4,8,1,,,,,,,,1,,,,,,0,fxz082000,feng zhao
"Baranchuk, Nina",,,,,,FIN,6350,SS1,,8,2,2,2,,1,1,,,,,1,,,,,,0,nxb043000,nina baranchuk
"Convery, Paul","Deegan, Michael","Thurgood, Keith L",,,,HMGT,6410,AH6,,1,21,10,4,,,,,,,,,,,,,,0,,paul convery
"Reichert, Carolyn A",,,,,,FIN,6301,AW1,,11,3,1,,,,,,,,,,,,,,,1,carolyn,carolyn reichert
"Munch, James",,,,,,MKT,6301,AW1,,20,,,,,,,,,,,,,,,,,0,,james munch
"Barden, John P","McCracken, John",,,,,HMGT,6403,AS1,,37,,,,,,,,,,,,,,,,,0,jpb063000,john barden
"Slaikeu, Karl A","McCracken, John",,,,,HMGT,6406,AS1,,41,,1,,,,,,,,,,,,,,,0,,karl slaikeu
"Taylor, Robert W",,,,,,CRIM,6390,JW1,,5,,1,,,,,,,,,,,,,,,4,rwt092000,robert taylor
"Cohen, Galia",,,,,,PA,6345,JS1,,7,,,,,,,,,,,,,,,,2,0,gxc097120,galia cohen
"Worrall, John L",,,,,,CRIM,6312,JS1,,8,,,,,,,,,,,1,,,,,,0,jlw064000,john worrall
"Song, Kaisheng",,,,,,MECO,6312,FS1,,3,1,7,3,1,,2,,,,,,,,,,,0,,kaisheng song
"Zhao, Feng",,,,,,FIN,6360,FS1,,5,3,5,3,1,,,,,,,,,,,,,0,fxz082000,feng zhao
"Rahman, Nasir",,,,,,FIN,6342,FS1,,1,3,6,4,2,,1,,,,,,,,,,,0,nxr160930,nasir rahman
"Scott, James A",,,,,,FIN,6368,FS1,,4,4,6,3,,,,,,,,,,,,,,0,jas076100,james scott
"Bortz, Tiffany A",,,,,,ACCT,6291,SS1,,35,,,27,,,2,,,,,2,,,,,,0,tabortz,tiffany bortz
"Johnson, Jennifer",,,,,,ACCT,6194,SS1,,47,,,17,,,1,,,,,1,,,,,,0,jxj091000,jennifer johnson
"Dorough, Ramona J",,,,,,COMM,1311,5W5,1,1,3,6,2,1,1,2,1,,,,2,,,,,,1,rjd140130,ramona dorough
"Fleming, Forney F",,,,,,HMGT,6320,CH1,,25,,,,,,,,,,,,,,,,,0,fwf081000,forney fleming
"Rhoades, Mike",,,,,,MIS,6204,CH1,,8,,4,4,,,,,,,,,,,,,,0,,mike rhoades
"Hicks, Robert","Behrendt, William","Latham, Van M",,,,OB,6337,CH1,,24,1,4,2,,,,,,,,,,,,,,0,,robert hicks
"Barden, John P",,,,,,ACCT,6301,CH1,,14,,,1,1,,,,,,,,,,,,,0,jpb063000,john barden
"Gustin, Jan D",,,,,,BPS,6310,CW1,,36,,,,,,,,,,,,,,,,,0,,jan gustin
"Munch, James",,,,,,MKT,6301,CW1,,45,,,,,,1,,,,,,,,,,,0,,james munch
"Ramanathan, Kannan",,,,,,HMGT,6332,CH1,,12,1,7,4,2,,,,,,,,,,,,,0,kxr087000,kannan ramanathan
"Woldu, Habte G","Dakshinamoorthy, Sowmika","Chittoor, Dedeepya",,,,IMS,6204,CW1,,24,12,,1,1,,,,,,,,,,,,,0,wolduh,habte woldu
"Szot, James","Bassuk, Lawrence","LeBoeuf, Nicole T","Goodman, Doug","Hefley, William E",,OPRE,6373,PS1,,6,2,3,,,,,,,,,,,,,,,0,,james szot
"Hicks, Jeffrey N",,,,,,OB,6301,PS1,,18,10,5,,1,,1,,,,,1,,,,,,0,jnh061000,jeffrey hicks
"Joiner, James C","Szot, James",,,,,IMS,6370,PW1,,12,,,,,,,,,,,,,,,,,0,,james joiner
"Joiner, James C","Szot, James",,,,,IMS,6371,PW1,,10,,,,,,,,,,,,,,,,,2,,james joiner
"Dalgic, Tevfik",,,,,,IMS,6204,PS1,,2,5,4,2,2,1,,,,,,,,,,,,0,tdalgic,tevfik dalgic
"Lewin, Peter","Zhu, Yiding",,,,,MECO,6303,PH1,,2,7,3,1,2,,,,,,,,,,,,,0,plewin,peter lewin
"Dalgic, Tevfik",,,,,,IMS,6204,PW1,,8,,,,,,,,,,,,,,,,,0,tdalgic,tevfik dalgic
"Reichert, Carolyn A",,,,,,FIN,6301,PW1,,4,,,2,1,,1,,,,,,,,,,1,0,carolyn,carolyn reichert
"Joiner, James C",,,,,,OPRE,6302,PW1,,10,,,,,,,,,,,,,,,,,0,,james joiner
"Szot, James","Chasteen, Larry H","Hicks, Jeffrey N",,,,OPRE,6271,PS1,,7,,1,,,,,,,,,,,,,,,0,,james szot
"Lewin, Peter",,,,,,BA,4V00,002,,10,,,,,,,,,,,,,,,,,1,plewin,peter lewin
"Shah, Rajiv",,,,,,ENTP,6398,501,,4,4,,1,,,,,,,,,,,,,,0,rxs079000,rajiv shah
"Sabir, Muhammad F","Sahu, Takesh",,,,,BUAN,6341,003,,4,5,5,3,2,1,1,,,,,,,,,,,2,mfs170430,muhammad sabir
"Sethi, Awanti","Gokcinar, Abdullah H",,,,,OPRE,6332,002,,24,5,16,15,,,,,,,,,,,,,,2,asethi,awanti sethi
"Tirone, Guido",,,,,,MKT,6352,001,,15,2,1,13,,1,3,,,,,,,,,,,0,gxt170001,guido tirone
"Leach, Sonia E","Davies, Adesola A",,,,,OPRE,6366,502,,28,5,2,,1,,1,,,,,,,,,,,0,sel120030,sonia leach
"Pogue, Neall W",,,,,,ISIS,4V89,501,,2,2,2,2,,,,,1,,1,,,,,,,1,nxp174730,neall pogue
"Pogue, Neall W",,,,,,BIS,3320,004,1,6,11,5,5,,,,,,,,,,,,,1,0,jxh100220,jennifer hudson
"Pogue, Neall W",,,,,,BIS,3320,005,,2,1,3,2,3,,,,,,,,,,,,4,1,nxp174730,neall pogue
"Mcmechan, George",,,,,,GEOS,5373,001,,4,4,2,6,2,,,,,,,,,,,,,0,mcmec,george mcmechan
"Brikowski, Tom",,,,,,GEOS,5311,001,,4,1,,3,,,,,,,,,,,,,,0,brikowi,tom brikowski
"Sultana, Rukhsana",,,,,,ACN,6346,001,,11,,,5,,,1,,,,,,,,,,,0,tres,lucien thompson
"McWilliams, Steven P",,,,,,ACN,6340,001,,3,3,,1,,,,,,,,,,,,,,1,sxm127330,steven mcwilliams
"Dussor, Gregory O",,,,,,ACN,6372,501,,14,,,3,,,,,,,,,,,,,,0,gxd141130,gregory dussor
"Park, Peter K",,,,,,PHIL,4324,501,,3,2,5,3,1,,1,,,,,1,,,,,,0,pkp073000,peter park
"Bambach, Charles",,,,,,PHIL,4330,001,,9,7,4,6,5,,2,,,,,2,,,,,,0,cbambach,charles bambach
"Heinz, Annelise M","Ssali, Madiina",,,,,HIST,2384,001,,9,5,5,4,2,,1,1,,,,4,,,,,,3,amh150930,annelise heinz
"Liu, Cong",,,,,,CS,6301,006,,15,,,,,,1,,,,,,,,,,,0,haim,haim schweitzer
"Goodrum, Richard A","Zhou, Husheng",,,,,CS,4301,001,,8,,,6,,,2,,,,,3,,,,,,0,kjm160430,karen mazidi
"Nagar, Anurag",,,,,,CS,4301,002,7,14,13,3,2,,,,,,,,,,,,,,0,rag150330,richard goodrum
"Cole, John",,,,,,CS,4301,003,,25,3,4,26,3,,7,,,,,,,,,,,1,rag150330,richard goodrum
"Pinkham, Amy E",,,,,,HCS,6317,001,,2,5,1,1,,,,,,,,,,,,,,0,aep140430,amy pinkham
"McCaskill, John R",,,,,,PA,4350,001,,24,5,3,1,1,1,,,,,,4,,,,,,1,jrm094020,john mccaskill
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,3100,002,16,26,3,4,5,2,1,1,,,,,1,,,,,,0,kal110030,kristen lawson
"Wu, Fang","Qian, Kun",,,,,MKT,3300,012,2,6,3,3,5,5,9,6,2,2,1,,3,,,,,,1,jmg171130,jerome gafford
"Wu, Fang","Qian, Kun",,,,,MKT,3300,013,,6,1,2,3,5,7,6,6,1,3,5,3,,,,,,0,yxq110430,ye qiu
"Amato, Lawrence A","Thompson, Mark",,,,,HIST,3337,001,17,19,12,16,8,6,4,3,1,,,,3,,,,,,1,channell,david channell
"Blanchard, Andrew",,,,,,EERF,7V89,002,,6,,,,,,,,,,,,,,,,,0,ablanch,andrew blanchard
"Kim, Tae Hoon",,,,,,BIOL,3315,001,,13,,,2,,,,,,,,,,,,,,1,txk142630,
