Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
PA,4345,1,5,1,5,1,1,1,2,,1,,,,1,,,,,0,"Egukawhore, Oghenekome",,,,,,oxe190001,oghenekome egukawhore
PA,4355,1,,11,4,,,,2,,,,,,1,,,,,0,"Russell Murray, Allison R",,,,,,,allison russell murray
PA,4370,1,9,,1,1,,,,,,,,,,,,,,0,"Sharma, Namrta",,,,,,nxs200001,namrta sharma
PA,4396,0W1,28,10,3,1,2,2,,,,,,,1,,,,,0,"Maxwell, Sarah P",,,,,,spm092000,sarah maxwell
PA,6311,5H1,,10,,,,,,,,,,,,,,,,1,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PA,6315,0W1,,24,5,2,1,,,,,,,,,,,,,2,"Harrington, James","Parker, Kayla M",,,,,jxh134630,james harrington
PA,6326,0.00E+00,,15,,,,,,,,,,,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PA,6344,1,,9,,,,,,,,,,,,,,,,2,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
PA,6345,501,,16,,,,,,,,,,,,,,,,1,"Benavides, Abraham",,,,,,gxc097120,galia cohen
PA,6382,0W1,,7,1,2,,1,,,,,,,,,,,,1,"Searing, Elizabeth A",,,,,,yxl093000,young joo lee
PA,6386,501,,13,,,1,,,,,,,,,,,,,0,"Benavides, Abraham",,,,,,mxs095000,meghna sabharwal
PA,6389,0W1,,7,2,2,,,,,,,,,,,,,,0,"Russell Murray, Allison R",,,,,,axr210032,allison russell
PA,6399,501,,14,,,,,,,,,,,,,,,,0,"Harrington, James",,,,,,jrm094020,john mccaskill
PA,7360,501,,17,,1,,1,,,,,,,,,,,1,0,"Gorina, Evgenia",,,,,,exg131830,evgenia gorina
PHIL,1301,2,,24,,,12,,,3,,,,,,,,,,1,"Sampson, Eric",,,,,,laa062000,lawrence amato
PHIL,1301,1,,23,20,17,13,8,5,,4,2,1,3,11,,,,,6,"Bambach, Charles R","Turner, Joey A","Meyer, Zachary M",,,,cbambach,charles bambach
PHIL,1305,1,1,53,,,16,,,4,,1,2,,4,,,,,0,"Amato, Lawrence A","Neo, Joevenn",,,,,laa062000,lawrence amato
PHIL,1306,1,18,35,22,11,12,8,4,1,,1,,2,2,,,,1,1,"Ren, Songyao","Vecchio, Anthony","Bensinger, Justin F",,,,sxr210065,songyao ren
PHIL,2303,1,12,2,,5,3,,3,7,2,,2,,6,,,,,5,"Escalante, Elizabeth R",,,,,,exe121230,elizabeth escalante
PHIL,2317,1,,24,,6,26,,2,12,,,5,,10,,,,,1,"Amato, Lawrence A","Tijani, Kehinde O",,,,,laa062000,lawrence amato
PHIL,3309,1,13,11,,1,3,,,,,,,,,,,,,1,"Amato, Lawrence A",,,,,,laa062000,lawrence amato
PHIL,3328,1,2,2,2,,1,,3,,,,,,1,,,,,0,"Tsou, Jonathan Y",,,,,,jxt220028,jonathan tsou
PHIL,4322,1,,9,2,,1,2,1,,,,1,,1,,1,,1,3,"Davies, Katherine",,,,,,kxd180013,katherine davies
PHIL,4380,1,5,11,5,1,1,,,,,,,,1,,,,2,0,"Ren, Songyao",,,,,,sxr210065,songyao ren
PHYS,1301,2,12,11,11,9,9,8,4,4,4,3,4,3,3,,,,,9,"Penev, Kaloyan M","Mahmud, Mohammad M",,,,,kxp174430,kaloyan penev
PHYS,1301,1,15,63,27,24,27,13,5,11,7,8,4,1,2,,,,,9,"Khan, Amena L","Patra, Rittik","Khan, Junaid Saif",,,,axk140130,amena khan
PHYS,1302,1,15,5,3,5,1,4,1,1,,2,,2,2,,,,,3,"Saleh, Lamya","Zhai, Zixin",,,,,kxs147030,kuei sun
PHYS,1302,501,15,33,9,12,14,4,15,17,12,4,5,2,1,,,,,2,"Sun, Kuei","Mahmud, Mohammad M",,,,,kxs147030,kuei sun
PHYS,2125,101,1,27,1,,,1,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Balagopal, Gokul",,,,kxs147030,kuei sun
PHYS,2125,102,3,19,4,2,1,,,,,1,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Bera, Avijit",,,,kxs147030,kuei sun
PHYS,2125,103,3,25,,1,,1,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Zhou, Long",,,,kxs147030,kuei sun
PHYS,2125,104,6,24,,,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Balagopal, Gokul",,,,kxs147030,kuei sun
PHYS,2125,105,2,23,1,,,,,,,,,,2,,,,,2,"Sun, Kuei","Khan, Amena L","Sharon Felix, .",,,,kxs147030,kuei sun
PHYS,2125,110,3,18,2,,3,1,1,1,,,,1,,,,,,0,"Sun, Kuei","Khan, Amena L","Zhou, Long",,,,kxs147030,kuei sun
PHYS,2125,113,,27,3,,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Romero, Angel E",,,,kxs147030,kuei sun
PHYS,2125,114,5,21,2,,,,,,,,,,1,,,,,1,"Sun, Kuei","Khan, Amena L","Nguyen, Khoa",,,,kxs147030,kuei sun
PHYS,2125,115,3,22,2,,,,1,,,1,,,1,,,,,0,"Sun, Kuei","Khan, Amena L",,,,,kxs147030,kuei sun
PHYS,2125,116,2,23,1,3,1,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Khalid, Muhammad",,,,kxs147030,kuei sun
PHYS,2125,117,3,21,3,2,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L",,,,,kxs147030,kuei sun
PHYS,2125,118,6,23,1,,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Romero, Angel E",,,,kxs147030,kuei sun
PHYS,2125,120,4,19,5,1,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Gogoi, Antareep",,,,kxs147030,kuei sun
PHYS,2125,124,1,21,5,2,,,,,,,,,1,,,,,0,"Sun, Kuei","Khan, Amena L","Shamma, Abeda Sultana",,,,kxs147030,kuei sun
PHYS,2125,125,3,22,2,,1,,1,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Azhiri, Reza B",,,,kxs147030,kuei sun
PHYS,2125,128,4,22,,1,,1,,,,,,1,,,,,,1,"Sun, Kuei","Khan, Amena L","Kajla, Rohit",,,,kxs147030,kuei sun
PHYS,2125,129,2,26,1,1,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Kajla, Rohit",,,,kxs147030,kuei sun
PHYS,2125,130,3,26,,,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L",,,,,kxs147030,kuei sun
PHYS,2125,131,5,24,1,,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Hathurusinghe Dewage, Prabuddha Madusanka",,,,kxs147030,kuei sun
PHYS,2125,132,2,27,,1,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Hathurusinghe Dewage, Prabuddha Madusanka",,,,kxs147030,kuei sun
PHYS,2125,602,3,22,,,2,1,,,,,,,,,,,,2,"Sun, Kuei","Khan, Amena L",,,,,kxs147030,kuei sun
PHYS,2125,601,3,18,2,2,3,,,,,,,,,,,,,3,"Sun, Kuei","Khan, Amena L",,,,,kxs147030,kuei sun
PHYS,2125,604,,18,2,2,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Mosadegh, Mahdi",,,,kxs147030,kuei sun
PHYS,2125,607,4,17,,1,,,,,1,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Ali, Akbar",,,,kxs147030,kuei sun
PHYS,2125,606,5,17,1,1,,1,1,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Mosadegh, Mahdi",,,,kxs147030,kuei sun
PHYS,2125,608,3,20,2,,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Jafarzadeh, Seyed Javad",,,,kxs147030,kuei sun
PHYS,2125,136,3,16,2,2,,1,,,,,,,2,,,,,1,"Sun, Kuei","Khan, Amena L",,,,,kxs147030,kuei sun
PHYS,2125,603,3,16,4,,,3,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Dhale, Nikhil Uday",,,,kxs147030,kuei sun
PHYS,2125,605,4,18,1,1,,,,,,,,,,,,,,3,"Sun, Kuei","Khan, Amena L",,,,,kxs147030,kuei sun
PHYS,2125,106,4,21,1,,,,,,,,,,1,,,,,1,"Sun, Kuei","Khan, Amena L","Iqbal, Mazhar",,,,kxs147030,kuei sun
PHYS,2125,108,3,19,3,2,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Ryan, Conor",,,,kxs147030,kuei sun
PHYS,2125,111,4,22,1,,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Sharon Felix, .",,,,kxs147030,kuei sun
PHYS,2125,133,2,19,3,1,1,,,,,,,,,,,,,2,"Sun, Kuei","Khan, Amena L","Nguyen, Khoa",,,,kxs147030,kuei sun
PHYS,2125,107,2,21,2,1,1,,1,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Iqbal, Mazhar",,,,kxs147030,kuei sun
PHYS,2125,109,2,19,2,,1,1,2,,,,,,,,,,,2,"Sun, Kuei","Khan, Amena L","Ali, Akbar",,,,kxs147030,kuei sun
PHYS,2125,112,3,13,5,5,,1,,1,,,,,1,,,,,0,"Sun, Kuei","Khan, Amena L","Bera, Avijit",,,,kxs147030,kuei sun
PHYS,2125,119,4,21,1,,1,1,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Khalid, Muhammad",,,,kxs147030,kuei sun
PHYS,2125,121,3,17,6,2,1,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L","Jafarzadeh, Seyed Javad",,,,kxs147030,kuei sun
PHYS,2125,122,5,23,,,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L","Shamma, Abeda Sultana",,,,kxs147030,kuei sun
PHYS,2125,123,2,19,2,1,1,1,,,1,,,,,,,,,2,"Sun, Kuei","Khan, Amena L","Gogoi, Antareep",,,,kxs147030,kuei sun
PHYS,2125,126,3,19,3,2,,,,,,,,,1,,,,,1,"Sun, Kuei","Khan, Amena L","Azhiri, Reza B",,,,kxs147030,kuei sun
PHYS,2125,134,3,24,,1,,,,,,,,,,,,,,1,"Sun, Kuei","Khan, Amena L",,,,,kxs147030,kuei sun
PHYS,2125,135,3,26,,,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena L",,,,,axk140130,amena khan
PHYS,2126,102,17,8,2,,2,,,1,,,,,,,,,,0,"Mac Alevey, Paul J","Saleh, Lamya","Ameh, Emmanuel O",,,,paulmac,paul macalevey
PHYS,2126,105,6,10,7,3,1,1,,1,1,,,,,,,,,0,"Mac Alevey, Paul J","Saleh, Lamya","Vishwakarma, Prasoon",,,,paulmac,paul macalevey
PHYS,2126,106,7,18,3,1,1,,,,,,,,,,,,,0,"Mac Alevey, Paul J","Saleh, Lamya","Fluckey, Stephen P",,,,paulmac,paul macalevey
PHYS,2126,109,7,14,6,,1,,,,,,,,,,,,,2,"Mac Alevey, Paul J","Saleh, Lamya","Bellow, Nash C",,,,paulmac,paul macalevey
PHYS,2126,110,6,11,9,3,,,,,,,,,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Lochridge, Matthew D",,,,paulmac,paul macalevey
PHYS,2126,114,14,13,,1,,,,,,,,,1,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Ameh, Emmanuel O",,,,paulmac,paul macalevey
PHYS,2126,115,,18,7,1,1,2,,,,,,,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Hosseini, Seyed Hossein",,,,paulmac,paul macalevey
PHYS,2126,116,4,18,3,2,1,1,,,,,,,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Fluckey, Stephen P",,,,paulmac,paul macalevey
PHYS,2126,117,2,15,7,2,,2,,1,,,,,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Bravo, Rainier Carlos B",,,,paulmac,paul macalevey
PHYS,2126,120,2,10,8,3,,3,1,,,,,,2,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Lochridge, Matthew D",,,,paulmac,paul macalevey
PHYS,2126,121,17,9,,1,,1,,,,,,,1,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Vishwakarma, Prasoon",,,,paulmac,paul macalevey
PHYS,2126,103,11,13,1,1,,,,,,,,,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Magadi Shivalingaiah, Meghraj",,,,paulmac,paul macalevey
PHYS,2126,108,10,6,3,3,,1,,,2,1,,1,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Bravo, Rainier Carlos B",,,,paulmac,paul macalevey
PHYS,2126,122,13,11,,,,1,1,,,,,,2,,,,,0,"Mac Alevey, Paul J","Saleh, Lamya","Ruwali, Shisir",,,,paulmac,paul macalevey
PHYS,2126,101,4,11,8,4,,1,,,,,,,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Schussler, Joshua A",,,,paulmac,paul macalevey
PHYS,2126,104,5,14,6,1,,,1,,,,,,1,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Bellow, Nash C",,,,paulmac,paul macalevey
PHYS,2126,107,13,15,,,1,,,,,,,,,,,,,0,"Mac Alevey, Paul J","Saleh, Lamya","Ruwali, Shisir",,,,paulmac,paul macalevey
PHYS,2126,111,11,14,1,,1,,1,,,,,,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Magadi Shivalingaiah, Meghraj",,,,paulmac,paul macalevey
PHYS,2126,112,13,10,1,2,,,1,,,,,,1,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Shrestha, Samyak",,,,paulmac,paul macalevey
PHYS,2126,113,3,17,5,1,1,,,1,,,,,,,,,,1,"Mac Alevey, Paul J","Saleh, Lamya","Hosseini, Seyed Hossein",,,,paulmac,paul macalevey
PHYS,2126,118,14,10,4,,1,,,,,,,,,,,,,0,"Mac Alevey, Paul J","Saleh, Lamya","Shrestha, Samyak",,,,paulmac,paul macalevey
PHYS,2303,1,3,2,4,1,1,1,,,,,,,3,,,,,1,"Saleh, Lamya","Zhai, Zixin",,,,,lxs190019,lamya saleh
PHYS,2325,3,38,103,24,18,24,7,8,13,1,2,3,2,4,,,,,3,"Slinker, Jason D","Seifi, Melodee O",,,,,jds107020,jason slinker
PHYS,2325,4,7,17,2,5,6,7,7,8,2,1,2,1,3,,,,,3,"Kadala, Roger H","Xie, Yunan",,,,,rxk220001,roger kadala
PHYS,2325,2,13,12,15,14,5,9,6,5,4,3,2,5,12,,,,,7,"Shi, Xiaoyan",,,,,,mxi054000,mustapha ishak boushaki
PHYS,2325,5,15,15,15,11,18,25,18,15,,,8,,2,,,,,4,"Kolodrubetz, Michael H","Aker, Adam",,,,,kxp174430,kaloyan penev
PHYS,2325,6,9,21,18,22,14,7,20,10,3,12,2,,4,,,,,5,"Zhang, Xiaojia","Zhao, Kehui",,,,,xxz220011,xiaojia zhang
PHYS,2325,1,29,62,15,11,30,8,12,38,3,9,4,7,6,,,,,8,"Kadala, Roger H","Patra, Rittik","Khan, Junaid Saif","Xie, Yunan",,,rxk220001,roger kadala
PHYS,2326,1,,27,,,22,,,34,,,2,,15,,,,,5,"Glosser, Robert","Bhattacharjee, Koustubh","Dunia, Michael R",,,,glosser,robert glosser
PHYS,2326,2,29,28,15,20,14,22,10,2,3,,,,2,,,,,3,"Lumata, Lloyd L",,,,,,lxl143230,lloyd lumata
PHYS,2326,501,40,14,9,26,11,19,15,26,6,3,4,9,17,,,,,15,"Akbar, Mohammad M","Modumudi, Sai Madhav",,,,,lxk111430,lindsay king
PHYS,3312,1,4,3,3,1,2,2,3,,2,,,,5,,,,1,1,"Kesden, Michael H","Schussler, Joshua A",,,,,mhk130030,michael kesden
PHYS,3411,1,3,1,4,3,2,3,2,3,1,2,1,,,,,,,1,"Mac Alevey, Paul J","Sooriyaarachchi, Vinu K",,,,,,paul mac alevey
PHYS,3427,1,7,11,10,2,3,,1,,1,,,,,,,,,0,"Goeckner, Matthew J","Koirala, Pawan","Overzet, Lawrence J",,,,goeckner,matthew goeckner
PHYS,4302,1,1,7,5,3,1,2,1,2,,1,,1,2,,,,,0,"Gartstein, Yuri","Aker, Adam",,,,,yxg037000,yuri gartstein
PHYS,4311,1,6,12,,9,,4,1,2,,,,,3,,,,,0,"Lou, Xinchou","Zhou, Xiaohe",,,,,xinchou,xinchou lou
PHYS,4328,1,3,5,1,3,2,1,2,2,1,,5,,2,,,,,0,"Malko, Anton","Marder, Andrew A",,,,,avm074000,anton malko
PHYS,4373,101,,6,4,,,,,,,,,,,,,,,0,"Sun, Kuei","Wettasinghe, Ashan P",,,,,jds107020,jason slinker
PHYS,4392,1,5,7,5,3,1,,,2,,,1,,1,,,,,0,"King, Lindsay J",,,,,,lxk111430,lindsay king
PHYS,5302,1,,5,4,2,3,,1,,,,,,1,,,,,0,"Mac Alevey, Paul J","Xie, Yunan",,,,,,paul mac alevey
PHYS,5313,1,,10,6,,,,,,,,,,,,,,,0,"Zhang, Fan","Dongre, Ninad Kailas",,,,,fxz140930,fan zhang
PHYS,5320,1,,14,,,4,,,2,,,,,,,,,,0,"Chen, Lunjin","Wang, Qiyue",,,,,lxc134330,lunjin chen
PHYS,5336,1,,17,,2,1,,,,,,,,,,,,,0,"Lary, David J",,,,,,djl101000,david lary
PPOL,4311,1,3,2,3,1,,,,,1,,,1,1,,,,,0,"Bray, Timothy M",,,,,,tmb021000,timothy bray
PPOL,4396,2,3,16,5,,1,1,,,,,,,,,,,,1,"Hanson-Defusco, Jessica E","Shi, Min",,,,,jxh210011,jessica hanson defusco
PPPE,6308,0W1,,14,2,,,,,,,,,,,,,,,0,"Saibene, Paola",,,,,,pxs210122,
PPPE,6321,501,,5,3,3,6,,,,,,,,1,,,,,0,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim
PPPE,6343,1,,14,1,,,,,,,,,,,,,,,1,"Hanson-Defusco, Jessica E",,,,,,jxh210011,jessica hanson defusco
PPPE,6V81,501,,9,,1,,,,,,,,,,,,,,2,"Pinson, Lauren",,,,,,lxp210009,
PSCI,3303,HN1,6,8,8,2,,,,,,,,,,,,,,0,"Dow, Douglas C",,,,,,dougdow,douglas dow
PSCI,3310,1,,39,3,,,2,,,,,,,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PSCI,3322,1,23,15,24,21,11,11,5,8,4,,4,,2,,,,,1,"Miller, Banks P","Lee, Moonsoo","Shin, Hanna",,,,bxm093000,banks miller
PSCI,3333,1,1,6,8,12,25,11,10,6,2,2,1,,5,,,,,1,"Stewart, Marianne C","Eaton, John M",,,,,mstewart,marianne stewart
PSCI,3350,1,6,23,8,6,9,6,3,3,2,,2,,2,,,,,0,"Elmore, Naela","Heintze, Dagmar",,,,,nxm153530,naela elmore
PSCI,3362,1,5,14,11,18,14,5,10,3,,2,,,5,,,,,0,"Muenks, Patrick","Briggs-Megafu, Tamnala E",,,,,pxm166330,patrick muenks
PSCI,4316,501,8,14,14,9,7,4,2,3,3,3,,1,3,,,,,1,"Cordell, Rebecca","Dao, Minh T",,,,,rxc190010,rebecca cordell
PSCI,4318,1,6,10,10,4,4,5,,,,,,,,,,,,1,"Pinson, Lauren",,,,,,lxp210009,lauren pinson
PSCI,4326,1,2,13,8,9,15,6,3,4,2,2,3,,3,,,,,1,"Lowry, Robert C","Hollis, Camron",,,,,rcl062000,robert lowry
PSCI,4356,1,,14,11,5,8,5,,1,,,1,,,,,,,0,"Peinhardt, Clint W","Khan, Humza",,,,,cwp052000,clint peinhardt
PSCI,4360,1,1,10,9,4,9,7,3,5,,,5,,3,,,,,0,"Peinhardt, Clint W","Peressotti, Giuseppe",,,,,cwp052000,clint peinhardt
PSCI,4364,1,20,12,5,1,3,1,1,3,,,,,,,,,,0,"Modjarrad, Shahin S",,,,,,ssm140230,shahin modjarrad
PSCI,4370,HN1,24,17,2,,,,,,,,,,,,,,,0,"Chin, Michelle L","Amaya, John","Piazza, John","LaMura, Sandra","Guillory, Emmanual",,mlc140530,
PSCI,4372,HN1,,43,,,,,,,,,,,,,,,,0,"Daly, John A","Chin, Michelle L",,,,,jad105020,
PSCI,4373,HN1,,43,,,,,,,,,,,,,,,,0,"Mbyirukira, Shema N","Chin, Michelle L","Conrado, Aaron","Reinemeyer, Anneliese","Nugent, Mary",,jls059000,
PSCI,4396,HN1,1,15,3,,,,,,,,,,,,,,,0,"Roetzel Ossenfort, Natalie J",,,,,,njr120030,
PSCI,4396,1,1,3,6,3,2,,,,,,,,,,,,,1,"Zhang, Pengfei","Zhao, Xingyuan",,,,,pxz220003,pengfei zhang
PSCI,6306,501,,18,3,3,,,,1,,,,,,,,,,1,"Cordell, Rebecca",,,,,,rxc190010,rebecca cordell
PSCI,6308,0W1,,23,1,,,,,,,,,,,,,,,0,"Saibene, Paola",,,,,,pxs210122,
PSCI,6337,1,,9,4,,1,,,,,,,,,,,,,0,"Cheruvu, Sivaram",,,,,,sxc210048,sivaram cheruvu
PSCI,7380,1,,5,5,2,,,,1,,,,,,,,,,1,"Santoro, Lauren A",,,,,,lar170530,lauren santoro
PSCI,4V66,501,18,,,,,,,,,,,,,,,,,3,"Seagroves, Tony A",,,,,,tas064000,tony seagroves
PSCI,4V67,HN1,8,3,,,,,,,,,,,,,,,,0,"Joiner, Joanne",,,,,,axd050200,joanne joiner
PSY,2301,HN1,12,5,5,1,2,,,,,,,,,,,,,0,"Devdas, Neetha R",,,,,,jgentsch,joanna gentsch
PSY,2301,0W1,,44,37,20,20,11,6,3,3,1,1,,4,,,,,0,"Sasson, Noah J","Andreo, Micaela",,,,,smb051000,salena brody
PSY,2301,0W2,,63,24,15,16,3,2,2,1,,,1,,,,,,0,"Brody, Salena M","Sanchez, Patricia Monique",,,,,njs092000,noah sasson
PSY,2301,1,11,15,15,17,12,12,8,8,7,2,3,3,12,,,,,3,"Atchison, Kristin J","Brown, Tracy",,,,,kja042000,kristin atchison
PSY,2301,2,,60,28,14,8,5,1,1,2,1,,,7,,,,,1,"Brody, Salena M","Hafiz, Mariam",,,,,smb051000,salena brody
PSY,2314,1,3,14,14,12,17,5,12,9,4,4,8,2,6,,,,,2,"Atchison, Kristin J","Brown, Tracy",,,,,kja042000,kristin atchison
PSY,2317,1,6,6,9,9,4,2,4,2,5,2,3,1,12,,,,,3,"Atchison, Kristin J","Knoch, Desiree'",,,,,kja042000,kristin atchison
PSY,2317,0W1,,50,19,6,7,,2,,,,1,,3,,,,,0,"Fearon, Danielle","Platt, Kristen N",,,,,gxs180015,gayle schwark
PSY,3100,1,7,7,,,,,,,,,,,,,,,,0,"Krawietz, Paul",,,,,,pxk210042,paul krawietz
PSY,3310,0W1,,90,,,13,,,3,,,,,,,,,,0,"Bonner, Deborah","Gholap, Neha P",,,,,exw010200,emily touchstone
PSY,3310,1,7,29,10,16,20,13,12,6,4,1,,1,2,,,,,1,"Nelson Taylor, Jackie A","Heinrich, Melissa D",,,,,jan110030,jackie nelson taylor
PSY,3331,0W1,12,11,7,11,8,7,,4,3,1,,,1,,,,,1,"Park, Bo Kyung","Hsieh, Uan-Luen",,,,,bxp200011,bo kyung park
PSY,3331,1,4,7,5,6,7,7,5,10,9,,6,3,16,,,,1,7,"Kane, Heidi S","Han, Eun Jin",,,,,hsk140330,heidi kane
PSY,3331,2,9,13,19,10,9,7,4,3,1,3,4,,7,,,,,6,"Park, Bo Kyung","Zhu, Yiyi",,,,,bxp200011,bo kyung park
PSY,3331,0H1,,49,10,13,16,8,1,8,7,2,2,,10,,,,,3,"Huxtable-Jester, Karen J","Macphail, Donald C",,,,,kxh014900,karen huxtable jester
PSY,3332,1,1,7,3,3,8,8,4,9,1,,2,3,5,,,,,2,"Drew, Linda M","Whitley, Melia L",,,,,lmd102020,linda drew
PSY,3333,1,4,13,15,13,15,11,5,4,4,2,1,,6,,,,,3,"Ybarra, Regina K",,,,,,rky190000,regina ybarra
PSY,3338,1,1,18,17,13,6,10,7,13,2,2,1,1,4,,,,,4,"Tang, Alva","Sierra, Francisco J",,,,,axt220069,alva tang
PSY,3339,0H1,,18,8,8,11,9,4,13,5,2,1,,8,,,,,4,"Huxtable-Jester, Karen J","Macphail, Donald C",,,,,kxh014900,karen huxtable jester
PSY,3342,501,,36,12,7,2,5,4,1,,,,,,,,,,2,"Bonner, Deborah","Gholap, Neha P",,,,,jwb043000,john barfoot
PSY,3360,1,3,11,22,34,16,15,9,2,1,,1,,4,,,,,5,"Assmann, Peter F","Pattisapu, Candice N",,,,,assmann,peter assmann
PSY,3361,2,6,4,8,7,14,11,13,7,13,2,8,3,8,,,,,4,"Wig, Gagandeep S","Cortez, Jared I",,,,,gsw130130,gagandeep wig
PSY,3361,1,33,32,1,8,15,3,2,7,8,,3,1,,,,,1,0,"Roark, Dana A","Wong, Galston K",,,,,danar,dana roark
PSY,3362,1,1,10,2,4,,3,1,,,1,2,,2,,,,,1,"Atchison, Kristin J","Redig, Samantha L",,,,,kja042000,kristin atchison
PSY,3392,0W1,69,33,16,8,8,2,1,1,1,1,,,,,,,,0,"Grant, Meridith G","Latteri, Christopher W",,,,,mga061000,meridith grant
PSY,3392,1,6,12,6,4,10,7,3,4,8,3,2,2,11,,,,2,3,"Lockhart, Jessica M","Gryder, Kieth",,,,,jml161330,jessica lockhart
PSY,3393,0W1,2,9,9,,2,1,,,,,,,,,,,,0,"Shirvani, Forouz","Leung, Carole",,,,,fxk024000,forouz shirvani
PSY,3393,0W2,1,4,10,4,,2,2,,,,,,,,,,,1,"Shirvani, Forouz","Leung, Carole",,,,,gxs180015,gayle schwark
PSY,3393,1,,6,,1,1,,,1,1,,2,,2,,,,2,3,"Dowling, Walter J","Holmes, Melanie C",,,,,jdowling,walter dowling
PSY,3393,3,6,1,2,1,,1,,1,,,1,,3,,,,,3,"Lockhart, Jessica M","Lilly, Lauren H",,,,,jml161330,jessica lockhart
PSY,3393,501,,11,1,,1,2,,,,1,,2,2,,,,1,0,"Tillman, Gail D",,,,,,gtillman,gail tillman
PSY,3393,2,,9,6,3,1,2,,,,,,,1,,,,,0,"Fearon, Danielle","Jones, Desiree",,,,,gtillman,gail tillman
PSY,3393,4,,13,9,,1,,,,,,,,,,,,,0,"Fearon, Danielle","Jones, Desiree",,,,,dxf220005,danielle fearon
PSY,3393,5,,5,4,4,4,3,,2,,,,,1,,,,,0,"Ybarra, Regina K","Carrico, Sara M",,,,,gtillman,gail tillman
PSY,4320,1,5,4,2,6,1,4,4,,2,,,,4,,,,,4,"Krawczyk, Daniel C",,,,,,dck061000,daniel krawczyk
PSY,4323,1,,7,8,7,5,1,7,5,2,,2,,1,,,,,3,"Park, Jiyoung",,,,,,jxp176330,jiyoung park
PSY,4324,1,3,15,4,2,2,,1,3,,,,,,,,,,1,"Brody, Salena M",,,,,,smb051000,salena brody
PSY,4326,1,4,6,4,,4,,,2,,,,,1,,,,,0,"Kent, Jerillyn",,,,,,jxk210033,jerillyn kent
PSY,4328,1,1,4,5,2,9,,7,4,5,1,,,3,,,,1,1,"Kane, Heidi S",,,,,,hsk140330,heidi kane
PSY,4331,1,5,11,5,5,9,1,4,1,1,2,,,2,,,,,0,"Poucher, Jesse W",,,,,,jwp082000,jesse poucher
PSY,4343,HN1,8,15,2,,,,,,,,,,,,,,,0,"Devdas, Neetha R",,,,,,nrd120030,neetha devdas
PSY,4343,1,4,27,23,9,10,5,3,4,1,2,,1,4,,,,,0,"Ybarra, Regina K","Gu, Pan",,,,,rky190000,regina ybarra
