Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,I,NC,P,W,instructor_id,instructor_name_normalized
"DeWitte, Debra J","Anderson, Linda K","Dunbar, Amanda R","K. Khiabani, Elham C","Christmann, Daniel W",,AHST,2331,001,67,117,125,73,32,22,4,6,3,,1,7,31,,,,,,8,djd011500,debra dewitte
"Lingo, Kathy A",,,,,,COMM,3320,001,2,9,2,,,,,,,,,,1,,,,,,0,klingo,kathy lingo
"Goode, Dianne H",,,,,,AP,3340,002,,8,3,2,3,2,,1,,,,,1,,,,,,0,dgoode,dianne goode
"Barnes, Ashley",,,,,,ARHM,3342,001,,10,5,3,2,2,,1,,,,,1,,,,,,0,axb162631,ashley barnes
"Wickberg, Daniel",,,,,,ARHM,3342,002,,4,8,9,3,2,2,3,4,,,,3,,,,,,1,wickberg,daniel wickberg
"Curry, Val",,,,,,ARTS,3340,001,6,1,2,1,2,1,,,,,,,,,,,,,0,vxc110930,val curry
"Krayer, Karl","Tanner, Lari J",,,,,COMM,1311,503,16,2,1,1,,,,,,,,,1,,,,,,2,kxk166030,karl krayer
"Williams, Alecia N",,,,,,COMM,1311,504,1,3,8,3,4,1,,,1,,1,,1,,,,,,0,axw124630,alecia williams
"Martinez, Manuel L",,,,,,CRWT,4307,001,4,8,1,1,,,,,,,,,1,,,,,,0,mlm160630,manuel martinez
"Pfister, Debra H",,,,,,HIST,4344,501,14,14,4,5,3,1,,,,1,,,,,,,,,2,dhpf,debra pfister
"Rosen, Mark S",,,,,,HUAS,6315,001,,6,5,,1,,,,,,,,,,,,,,0,mxr088000,mark rosen
"King, Carie S",,,,,,COMM,4375,001,1,2,2,1,,1,,1,,,,,1,,,,,,1,cxl085200,carie king
"Warren, Shilyh J",,,,,,HUAS,7360,001,,6,2,1,,1,,,,,,,1,,,,,,0,sjw120030,shilyh warren
"Wickberg, Daniel",,,,,,HUHI,7305,001,,4,1,1,,,,,,,,,,,,,,,0,wickberg,daniel wickberg
"Prieto, Rene",,,,,,HUSL,6350,501,,7,2,2,3,,,,,,,,1,,,,,,1,rxp113230,rene prieto
"Camacho-Guardado, Lorena",,,,,,SPAN,3365,001,5,3,2,,,,,1,,,,,,,,,,,0,lxc163230,amalia lorena camacho guardardo
"Ming, Adron",,,,,,MUSI,3118,501,,28,,,,,,,,,,,,,,,,,1,axm167231,adron ming
"Hustis, Gregory J",,,,,,MUSI,3120,501,,30,,,,,,1,,,,,,,,,,,1,gjh120030,
"Gregory, Mona Y",,,,,,COMM,1311,0W7,3,5,2,2,2,,2,,,1,1,,2,,,,,,0,myg140030,mona gregory
"Gregory, Mona Y",,,,,,COMM,1311,0W8,3,4,,2,1,1,1,,,1,,,1,,,,,,4,mls230004,melodee sova
"Warren, Jason L",,,,,,COMM,1311,0W9,,5,2,3,1,,1,2,1,,,,1,,,,,,2,ebc051000,eric carlson
"Baker, Barbara L",,,,,,COMM,1311,5W1,,,1,4,2,,2,,1,,1,,3,,,,,,3,exh150830,emily honea
"Medrick, Mary A",,,,,,MUSI,3388,001,1,8,,1,4,,,,,,,,1,,,,,,0,mam017200,mary medrick
"Stone, Winston",,,,,,MUSI,4V12,001,4,9,,,,,,,,,,,,,,,,,1,wxs034000,winston stone
"Salisbury, Linda J",,,,,,MUSI,4V12,002,,11,,,,,,,,,,1,,,,,,,2,ljs130230,linda salisbury
"Cohen, Milton",,,,,,LIT,4348,001,,3,6,4,5,2,2,2,,,,,2,,,,,,2,mcohen,milton cohen
"Vincent, Shelby D",,,,,,LIT,4348,002,,7,3,1,2,,,1,,,,,1,,,,,,0,sdv034000,shelby vincent
"Krishnaswamy, Nandini",,,,,,COMM,1311,019,12,4,2,1,3,1,,1,,,,,,,,,,,0,nxk176230,
"Krishnaswamy, Nandini",,,,,,COMM,1311,020,5,9,3,3,,1,2,,,,,,,,,,,,1,nxk176230,
"Schlereth, Eric R","Goldmann, Kerry",,,,,HIST,1301,011,7,17,13,12,21,9,2,2,3,,,,4,,,,,,0,exs082000,eric schlereth
"Salisbury, Linda J",,,,,,MUSI,1306,005,10,37,,2,,,,,,,,,,,,,,,0,ljs130230,linda salisbury
"Waligore, Marilyn A",,,,,,HUAS,6391,501,,6,1,,,,,,,,,,,,,,,,0,waligore,marilyn waligore
"Gerard, Lori A",,,,,,MUSI,2322,001,,13,5,9,7,3,5,3,,,1,,3,,,,,,0,lag091020,lori gerard
"Moss, Daniel J",,,,,,COMM,1311,505,4,4,,4,2,3,1,2,,1,1,,2,,,,,,0,djm161130,daniel moss
"Skiles, Bradley W",,,,,,COMM,1311,506,10,4,2,3,2,,,,,,1,,2,,,,,,0,bws150030,bradley skiles
"Dennis, Patrick W",,,,,,HIST,3327,501,,6,8,5,4,7,2,2,,2,,,3,,,,,,4,pdennis,patrick dennis
"Petty, John E","Cochran, Tyler",,,,,FILM,2332,502,3,1,9,6,8,17,8,5,5,1,,2,5,,,,,,4,jep140330,john petty
"Kroska, Nami",,,,,,JAPN,3311,501,1,3,,2,2,,1,1,,,1,,1,,,,,,0,nxk167330,nami kroska
"Norman, Susan M",,,,,,CRWT,3307,501,2,9,1,,,,,,,,,,,,,,,,0,smw011400,
"Wilson, Michael","Cohen, Milton","Brewer, Kenneth L","Towner, Theresa",,,HUSL,6372,001,,5,2,2,,,,,,,,,1,,,,,,0,mwilson,michael wilson
"Kroska, Nami",,,,,,JAPN,1311,002,7,12,4,2,2,,1,2,,,,,,,,,,,0,nxk167330,nami kroska
"Skiles, Bradley W",,,,,,COMM,1311,507,10,7,2,,1,,,1,,,,,2,,,,,,0,bws150030,bradley skiles
"Krayer, Karl","Tanner, Lari J",,,,,COMM,1311,508,15,3,,1,,,,,,,,,1,,,,,,1,kxk166030,karl krayer
"Moss, Daniel J",,,,,,COMM,1311,021,8,6,1,2,5,,2,,,,,,,,,,,,0,djm161130,daniel moss
"Ott, Lynette",,,,,,RHET,1302,038,,2,5,3,3,1,3,1,,,,,1,,,,,,0,lxo120730,lynette ott
"Balasa, Alexandra",,,,,,RHET,1302,039,,4,3,4,1,,,1,2,,1,,3,,,,,,0,axb177630,alexandra balasa
"Ott, Lynette",,,,,,RHET,1302,505,,3,8,2,5,1,,,,,,,,,,,,,0,lxo120730,lynette ott
"Boyer, Kent L",,,,,,RHET,1302,506,3,7,4,,,,,,,,,,3,,,,,,2,klb140030,kent boyer
"Vazzi, Lisa",,,,,,COMM,1311,5W2,11,3,1,1,1,,,,,,,,,,,,,,1,lxv160630,lisa vazzi
"Totusek, Patricia F",,,,,,COMM,1311,5W3,1,6,6,2,5,1,,,,,,,,,,,,,1,pft140030,patricia totusek
"Wilder, James E",,,,,,MUSI,1306,501,8,15,6,5,3,1,1,2,,2,,1,2,,,,,,2,jew042000,james wilder
"Maguire, Mandy","Yuan, Haiying",,,,,CLDP,3303,001,2,21,,6,19,,3,10,,,4,,3,,,,,,0,mjm053000,mandy maguire
"Bonner, Deborah L","Schneider, Julie M",,,,,CLDP,3310,501,1,5,9,4,6,2,1,3,1,1,1,1,1,,,,,,1,dbonner,deborah bonner
"Huxtable-Jester, Karen J",,,,,,CLDP,3339,001,,5,2,1,2,1,2,2,1,,1,1,4,,,,,,0,kxh014900,karen huxtable jester
"Santrock, John W",,,,,,CLDP,3339,002,,4,2,2,3,,1,,,,3,,1,,,,,,2,santrock,john santrock
"Barfoot, John W","Peskova, Olga",,,,,CLDP,3342,501,13,14,8,8,6,6,2,1,1,,,,,,,,,,0,jwb043000,john barfoot
"Miller, Van S","Kapolowicz, Michelle R",,,,,NSC,3361,001,22,38,30,18,24,14,36,19,35,,24,,23,,1,,,,8,vxm077000,van miller
"Sultana, Rukhsana",,,,,,NSC,3361,002,7,6,7,8,2,2,2,1,,,1,1,1,,,,,,2,rxs170431,rukhsana sultana
"Price, Theodore J","Shiers, Stephanie",,,,,NSC,4352,001,6,47,4,11,23,7,9,10,1,1,3,2,4,,,,,,2,tjp140130,theodore price
"Sultana, Rukhsana","Inyang, Kufreobong E",,,,,NSC,4353,101,4,1,1,3,2,2,1,,,,,,,,,,,,0,rxs170431,rukhsana sultana
"Sasson, Noah J","Withers, Zaharra G",,,,,PSY,2301,001,,38,24,13,13,11,9,2,4,5,1,1,4,,,,,,4,njs092000,noah sasson
"Juhn, Nancy H","Carson, Kevin J","Pongpipat, Ekarin E",,,,PSY,2317,001,,17,11,6,5,3,4,4,3,,,2,7,,,,,,2,njuhn,nancy juhn
"Juhn, Nancy H","Carson, Kevin J","Pongpipat, Ekarin E",,,,PSY,2317,002,,11,6,3,7,5,5,9,4,3,4,1,4,,,,,,2,njuhn,nancy juhn
"Meltzer, Mitchell A","Turner, Monroe P",,,,,PSY,2317,501,,7,6,4,3,5,4,2,2,,,1,3,,,,,,3,mam089100,mitchell meltzer
"Bonner, Deborah L","Schneider, Julie M",,,,,PSY,3310,501,,13,14,13,14,7,7,6,4,1,,,7,,,,,,3,dbonner,deborah bonner
"Barfoot, John W",,,,,,PSY,3333,001,11,20,10,12,8,1,1,2,1,2,,1,1,,,,,,0,jwb043000,john barfoot
"Huxtable-Jester, Karen J",,,,,,PSY,3339,001,,9,1,3,6,3,2,1,,2,,1,3,,,,,,0,kxh014900,karen huxtable jester
"Santrock, John W",,,,,,PSY,3339,002,1,6,6,1,3,1,,,2,,1,,1,,,,,,0,santrock,john santrock
"Barfoot, John W","Peskova, Olga",,,,,PSY,3342,501,4,9,3,3,4,1,,1,,1,1,1,2,,,,,,0,jwb043000,john barfoot
"Grohman, Magdalena G",,,,,,PSY,3355,001,1,1,,7,8,,3,3,,,,,1,,,,,,0,mgg092000,magdalena grohman
"Dowling, Walter J","Brigante, Ryan M",,,,,PSY,3360,501,2,21,4,21,29,7,6,13,1,3,,1,9,,,,,,4,jdowling,walter j dowling
"Grant, Meridith G","Yu, Ju-Chi",,,,,PSY,3392,001,5,17,12,9,11,4,5,4,2,,1,,1,,,,,,1,mga061000,meridith grant
"Grant, Meridith G","Kriegsman, Michael A",,,,,PSY,3392,002,7,11,8,9,13,9,5,7,2,,,,1,,,,,,0,mga061000,meridith grant
"Drew, Linda M","Kmiecik, Matthew J",,,,,PSY,3393,001,2,3,2,4,4,2,,1,,,1,,2,,,,,,0,lmd102020,linda drew
"Dowling, Walter J","Gunal, Mehmet",,,,,PSY,3393,002,1,16,,,,,,1,,,1,,,,,,,,0,jdowling,walter j dowling
"Shirvani, Forouz","Parsons, Julie A",,,,,PSY,3393,006,,10,,,5,,,1,,,,,,,,,,,1,fxk024000,forouz shirvani
"Tillman, Gail D","Agres, Phillip F",,,,,PSY,3393,501,,14,,,4,,,,,,1,,1,,,,,,0,gtillman,gail tillman
"Hafer, Donald G",,,,,,PSY,4328,501,23,48,28,7,12,,5,2,2,,1,,1,,,,,,1,haferd,donald hafer
"Prager, Karen","Wu, Sining",,,,,PSY,4331,001,4,9,8,8,4,7,4,1,2,1,,,5,,,,,,2,kprager,karen prager
"Ladd, Gretchen C",,,,,,PSY,4332,001,1,51,4,,10,1,,1,,,,,2,,,,,,0,gcl140130,gretchen ladd
"Gentsch, Joanna K",,,,,,PSY,4346,001,7,53,28,18,7,3,1,2,3,,2,,1,,,,,,4,jgentsch,joanna gentsch
"Stilwell, John Q",,,,,,PSY,4377,001,1,8,7,4,,,,,,,,,1,,,,,,0,stilwell,john stilwell
"Walsh, Diane G","Fazel, Vedad",,,,,SPAU,3301,001,12,23,11,18,22,7,11,10,4,3,3,,2,,,,,,3,dxg022000,diane walsh
"Maguire, Mandy","Yuan, Haiying",,,,,SPAU,3303,001,7,37,,6,23,,9,15,,1,4,,5,,,,,,2,mjm053000,mandy maguire
"Martin, Jeffrey S","Fowler, Stephanie L",,,,,SPAU,3341,002,,20,12,5,15,5,4,3,3,,1,,,,,,,,1,jsm016600,
"Katz, William","Doli, Evdoxia",,,,,SPAU,3343,001,7,40,10,9,14,9,5,11,3,1,6,2,9,,,,,,2,wkatz,william katz
"Powers, Katharine A","Wiseman, Kathryn","Song, Chen",,,,SPAU,3344,001,1,6,4,2,6,4,9,6,5,2,6,3,9,,,,,,3,kap130730,katharine powers
"Thibodeau, Linda K",,,,,,SPAU,4395,501,2,3,,1,4,,2,1,,,,,,,1,,,,1,thib,linda thibodeau
"Brinkley, Dawn Y","Zhao, Yuguang",,,,,PSY,3331,501,,20,14,7,13,11,3,9,4,3,2,,8,,,,,,1,dyb012000,dawn brinkley
"Pinkham, Amy E","Poucher, Jesse W",,,,,PSY,4343,001,,16,13,22,31,28,19,26,15,7,2,3,13,,,,,,8,aep140430,amy pinkham
"Gentsch, Joanna K",,,,,,PSY,2301,HN1,9,11,3,1,1,,,,,,,,,,,,,,0,jgentsch,joanna gentsch
"O'Toole, Alice J",,,,,,ACN,6330,001,,12,5,1,2,2,,1,,,,,,,,,,,0,otoole,alice otoole
"Le Prell, Colleen G",,,,,,AUD,6305,001,,9,4,1,,,,,,,,,,,,,,,0,cgl150030,
"Roeser, Ross J",,,,,,AUD,6310,001,,7,2,1,4,,,,,,,,,,,,,,0,roeser,
"Warner-Czyz, Andrea D","Evans, Christine S",,,,,AUD,7324,001,,12,3,,,,,,,,,,,,,,,,0,adw052000,andrea warner czyz
"Lobarinas, Edward",,,,,,AUD,7327,001,,9,,2,3,,,,,,,,,,,,,,0,exl152130,
"Lougeay, Janice",,,,,,COMD,6221,001,,113,,,2,,,,,,,,,,,,,,0,lougeay,
"Katz, William","Glotfelty, Annette R",,,,,COMD,6305,001,,,,,,,,,,,,,,,,,,25,0,wkatz,william katz
"Maguire, Mandy",,,,,,COMD,6307,001,,20,,1,,,,,,,,,,,,,,,0,mjm053000,mandy maguire
"Aldridge, Michelle A","Kenedi, Helen",,,,,COMD,6320,001,,87,,,3,,,,,,,,,,,,,,0,aldridge,michelle aldridge
"Kenedi, Helen","Sale, Felicity F",,,,,COMD,6377,001,,83,,,3,,,,,,,,,,,,,,0,kenedi,
"Dean, Lucinda L","Sale, Felicity F",,,,,COMD,6378,001,,19,,,,,,,,,,,,,,,,,0,lxl018300,
"Dean, Lucinda L",,,,,,COMD,7301,001,,28,,,,,,,,,,,,,,,,,0,lxl018300,
"Ulatowska, Hanna K",,,,,,COMD,7305,001,,7,,1,2,,,,,,,,,,,,,,0,hanna,hanna ulatowska
"Rollins, Pamela R",,,,,,COMD,7336,001,,5,,1,,,,,,,,,,,,,,,0,rollins,pam rollins
"Stillman, Robert",,,,,,HCS,6302,001,,,,,,,,,,,,,,,,,,26,0,stillman,robert stillman
"O'Toole, Alice J",,,,,,HCS,6330,001,,5,1,1,,,,,,,,,,,,,,,0,otoole,alice otoole
"Holub, Shayla C",,,,,,HCS,6350,001,,4,1,1,,,,,,,,,1,,,,,,1,sch052000,shayla holub
"Touchstone, Emily W",,,,,,HCS,6357,001,,6,,,1,,,1,,,,,,,,,,,0,exw010200,emily touchstone
"Moller, Aage R",,,,,,ACN,6374,001,,21,5,11,1,,,,,,,,,,,,,,0,amoller,aage moller
"Ward, Felicia",,,,,,CLDP,4344,001,6,10,8,4,3,1,,2,,,,,,,,,,,0,few160030,felicia ward
"Boatman, Catherine A",,,,,,HDCD,6395,501,,7,,,,,,,,,,,,,,,,,0,cab018010,
"Golden, Richard","Lundie, Michael J",,,,,PSY,3393,502,1,1,3,2,2,2,,1,,,,,4,,,,,,0,golden,richard golden
"Ward, Felicia",,,,,,PSY,4344,001,10,7,9,4,1,3,,1,,,,,1,,,,,,0,few160030,felicia ward
"Cook, Julie D",,,,,,COMD,7204,501,,36,,,,,,,,,,,,,,,,3,0,jdc151030,
"Ewing, Donna M",,,,,,HDCD,6315,001,,5,,1,,,,,,,,,,,,,,,0,dme061000,donna ewing
"Touchstone, Emily W",,,,,,HDCD,6319,001,,8,,,2,,,1,,,,,,,,,,,0,exw010200,emily touchstone
"Hart, John",,,,,,COMD,7309,001,,4,,1,3,,,,,,,,,,,,,4,0,jxh057100,
"Juhn, Nancy H","Meldrum, Shelia","O'Connell, Margaret A",,,,PSYC,6312,001,,4,3,2,,1,,1,,,,,2,,,,,,0,njuhn,nancy juhn
"Lobarinas, Edward",,,,,,AUD,6303,001,,7,3,,1,2,1,,,,,,,,,,,,0,exl152130,
"Miller, Van S","Phensy, Aarron J",,,,,NSC,4366,001,10,12,13,12,13,5,7,5,9,,10,,4,,,,,,4,vxm077000,van miller
"Ulatowska, Hanna K",,,,,,PSY,3350,001,,2,3,4,8,4,,,,,,,1,,,,,,1,hanna,hanna ulatowska
"Grant, Meridith G","Poudel, Sonali",,,,,PSY,3362,501,,4,,,3,,,2,,,,,3,,,,,,0,mga061000,meridith grant
"Choate, Michael J",,,,,,PSY,3100,501,7,9,,,,,,,,,,,1,,,,,,0,mchoate,michael choate
"Grant, Meridith G","Poudel, Sonali",,,,,CLDP,3362,501,,15,,,20,,,18,,,2,,7,,,,,,0,mga061000,meridith grant
"Touchstone, Emily W","Fowler, Mariah L",,,,,PSY,3310,001,,65,,,24,,,7,,,,,1,,,,,,2,exw010200,emily touchstone
"Touchstone, Emily W","Fowler, Mariah L",,,,,CLDP,3310,001,,23,,,7,,,,,,,,,,,,,,0,exw010200,emily touchstone
"Moller, Aage R","Nandy, Shaurabh",,,,,NSC,4373,001,150,12,,7,8,1,1,,,,,,,,,,,,1,amoller,aage moller
"Herrera, Nicolas S","Guo, Jinghui",,,,,CGS,4352,501,,2,1,1,1,,2,,1,,,1,1,,,,,,0,nsh100020,
"Orrick, Erika D",,,,,,ACN,6341,0W1,,21,5,,,,1,,,,,,,,,,,,0,edo042000,erika orrick
"Rypma, Bart P","Himes, Lyndahl M",,,,,PSY,4359,501,3,4,,,6,,,4,,,,,,,,,,,2,bpr061000,bart rypma
"Rypma, Bart P","Himes, Lyndahl M",,,,,NSC,4359,501,10,14,,,15,,,1,,,,,,,,,,,0,bpr061000,bart rypma
"Brinkley, Dawn Y","Wu, Sining",,,,,PSY,2301,002,,36,14,17,17,9,9,7,3,2,1,1,4,,,,,,4,dyb012000,dawn brinkley
"Kroener, Sven","Childs, Jessica E",,,,,NSC,4354,001,52,26,19,7,7,11,4,9,1,2,3,2,7,,,,,,7,sxk101000,sven kroener
"O'Toole, Alice J",,,,,,CGS,2301,001,9,4,3,5,4,1,2,3,,2,2,,1,,,,,,3,otoole,alice otoole
"Nelson Taylor, Jackie A",,,,,,PSY,4347,001,,6,8,8,5,6,1,3,2,,,,1,,,,,,1,jan110030,jackie nelson
"Drew, Linda M",,,,,,PSY,4386,001,,3,5,1,5,,2,1,,,,,,,,,,,0,lmd102020,linda drew
"Drew, Linda M",,,,,,SPAU,4386,001,1,5,5,3,5,1,,,1,,,,,,,,,,1,lmd102020,linda drew
"Kennedy, Kristen M","Gonen, Chen",,,,,NSC,4385,001,,17,,,24,,,13,,,2,,2,,,,,,2,kmk082000,kristen kennedy
"Roeser, Ross J",,,,,,AUD,6113,001,,,,,,,,,,,,,,,,,,25,0,roeser,
"Roeser, Ross J",,,,,,AUD,7240,501,,10,,,,,,,,,,,,,,,,,0,roeser,
"Nelson Taylor, Jackie A",,,,,,CLDP,4347,001,,5,4,3,11,2,1,,2,,1,,,,,,,,0,jan110030,jackie nelson
"Rojas-Villarreal, Raul","Kavakci, Mariam",,,,,SPAU,4308,001,,39,,,11,,,4,,,1,,1,,,,,,0,rxr105520,raul rojas villarreal
"Huxtable-Jester, Karen J","White, Kathryn A",,,,,PSY,3331,001,,34,13,5,15,10,13,13,5,3,5,1,7,,,,,,5,kxh014900,karen huxtable jester
"Wig, Gagandeep S","Han, Liang",,,,,PSY,3361,001,7,6,22,16,14,16,14,5,5,1,4,4,2,,,,,,1,gsw130130,gagan wig
"Juhn, Nancy H","Meldrum, Shelia","O'Connell, Margaret A",,,,ACN,6312,001,,8,,1,,,,1,,,,,,,,,,,0,njuhn,nancy juhn
"Wig, Gagandeep S","Han, Liang",,,,,CGS,3361,001,2,1,3,2,1,1,2,,1,,,,,,,,,,0,gsw130130,gagan wig
"Powers, Katharine A","Wiseman, Kathryn","Song, Chen",,,,NSC,3344,001,,1,2,3,2,2,2,1,3,1,,,,,,,,,0,kap130730,katharine powers
"Kaplan, Karen",,,,,,SPAU,4394,001,7,25,5,15,24,3,5,3,1,,3,,1,,,,,,2,kkaplan,karen kaplan
"Mills, Candice M","Nguyen, Linda",,,,,PSY,3393,003,,12,,4,4,,,,,,,,1,,,,,,0,cxm056000,candice mills
"Barfoot, John W","Peskova, Olga",,,,,SPAU,3342,501,5,7,7,,1,1,,,1,1,,,2,,,,,,0,jwb043000,john barfoot
"Small, Trillion N","Taylor, Mackenzie B",,,,,PSY,4343,501,,42,,,11,,,1,,,,,1,,,,,,1,txs174730,trillion small
"McWilliams, Steven P",,,,,,ACN,6340,001,,4,6,7,6,5,2,3,,,,,1,,,,,,0,sxm127330,steven mcwilliams
"Thompson, Lucien",,,,,,HCS,6346,001,,6,1,,,,,,,,,,,,,,,,0,tres,lucien thompson
"Thompson, Lucien",,,,,,ACN,6346,001,,23,8,1,3,2,,,,,,,,,,,,,1,tres,lucien thompson
"LaDow, Eva S",,,,,,NSC,3361,HN1,6,10,4,3,1,,,,,,,,,,,,,,0,esl130130,eva ladow
"LaDow, Eva S",,,,,,NSC,4352,HN1,2,17,2,1,1,,1,,,,,,,,,,,,0,esl130130,eva ladow
"Anderson, Carol A",,,,,,HDCD,6360,001,,8,,,2,,,,,,,,,,,,,,0,caa010400,
"Brody, Salena M",,,,,,PSY,4324,501,3,9,2,2,2,2,2,,2,,,,1,,,,,,0,smb051000,salena brody
"Santrock, John W","Ralph, Yvonne K",,,,,CLDP,2314,001,,2,,,2,1,1,2,1,,1,,1,,,,,,1,santrock,john santrock
"Santrock, John W","Ralph, Yvonne K",,,,,PSY,2314,001,3,16,9,2,12,3,3,4,6,1,9,1,8,,,,,,6,santrock,john santrock
"Assmann, Peter",,,,,,PSY,2364,001,3,6,11,10,3,9,6,7,1,3,1,,2,,,,,,6,assmann,peter assmann
"Ackerman, Robert A","Corretti, Conrad",,,,,HCS,6312,002,,15,,1,4,2,,,,,,,1,,,,,,0,raa110030,robert ackerman
"Ackerman, Robert A",,,,,,HCS,7310,001,,10,2,2,,,,,,,,,,,,,,,0,raa110030,robert ackerman
"Cook, Jill B",,,,,,HDCD,5350,001,,6,,1,,,,,,,,,,,,,,,0,jbc140430,jill cook
"Warner-Czyz, Andrea D","Pourchot Neale, Hannah D",,,,,SPAU,3341,001,,5,4,1,2,2,2,,3,1,,,,,,,,,0,adw052000,andrea warner czyz
"Carter, Jessica A","Mehta, Sonya",,,,,COMD,7221,001,,38,,,7,,,,,,,,,,,,,,0,jar032000,
"Clark, Jackie L",,,,,,AUD,6V20,101,,14,,,,,,,,,,,,,,,,,0,jclark,jackie clark
"Lobarinas, Edward","Warner-Czyz, Andrea D","Grinn, Sarah",,,,AUD,6V20,102,,14,,,,,,,,,,,,,,,,,0,exl152130,
"Juhn, Nancy H","O'Connell, Margaret A","Meldrum, Shelia",,,,ACN,6312,003,,4,2,6,6,2,1,2,,,,,,,,,,,1,njuhn,nancy juhn
"Dollaghan, Christine","Goffman, Lisa A","Melamed, Tina",,,,COMD,6308,001,,57,,,21,,,,,,,,,,,,,,0,cxd062000,
"Dussor, Gregory O","Desolis, Christopher A",,,,,NSC,4363,001,,30,,,14,,,17,,,,,2,,,,,,2,gxd141130,gregory dussor
"Rollins, Pamela R",,,,,,HDCD,6365,001,,4,2,,,,,,,,,,,,,,,,0,rollins,pam rollins
"Basak, Chandramallika","Smith, Evan",,,,,PSY,3393,005,4,5,,,7,,,1,,,,,1,,,,,,1,cxb116130,chandramallika basak
"Rugg, Michael D",,,,,,HCS,7364,001,,5,3,2,1,,1,,,,,,,,,,,,0,mdr104020,michael rugg
"Kennedy, Kristen M","Miranda, Giuseppe G",,,,,ACN,6338,001,,8,,,12,,,6,,,,,,,,,,,0,kmk082000,kristen kennedy
"Raman, Rachna","Adelson, Megan J",,,,,PSY,3393,004,2,3,4,2,3,1,1,,,,,,,,,,,,1,rxr076000,rachna raman
"Sasson, Noah J","Debrabander, Kilee M",,,,,PSY,2301,003,,34,21,13,11,15,8,12,3,,2,1,7,,,,,,0,njs092000,noah sasson
"Raman, Rachna","Stouffer, Kari K",,,,,PSY,3392,501,3,,6,7,5,7,7,4,3,6,,1,4,,,,,,2,rxr076000,rachna raman
"Thompson, Lucien",,,,,,HCS,7351,001,,8,,,,,,,,,,,,,,,,,0,tres,lucien thompson
"Reid, Jon K",,,,,,PSY,4346,002,,24,,,34,,,10,,,1,,,,,,,,0,jkr150330,jon reid
"Abdi, Herve","Kriegsman, Michael A","Yu, Ju-Chi",,,,HCS,7310,002,,9,4,1,,,,,,,,,,,,,,,0,herve,herve abdi
"Aldridge, Michelle A",,,,,,COMD,6V09,001,,19,,,,,,,,,,,1,,,,,,0,aldridge,michelle aldridge
"Abdi, Herve","Yu, Ju-Chi","Kriegsman, Michael A",,,,HCS,7320,001,,9,4,1,,,,,,,,,,,,,,,0,herve,herve abdi
"Ewing, Donna M",,,,,,HDCD,6312,001,,8,2,1,,1,,,,,,,,,,,,,0,dme061000,donna ewing
"Touchstone, Emily W",,,,,,COMD,6240,001,,20,,,,,,,,,,,,,,,,,0,exw010200,emily touchstone
"Vanneste, Sven","Mohan, Anusha","Yoo, Hye Bin",,,,NSC,4V90,501,,18,,,6,,,,,,,,,,,,,,0,sxv140030,sven vanneste
"Roark, Dana A","Ray, Nicholas R",,,,,PSY,3361,501,11,30,4,9,14,4,7,12,4,2,3,,10,,,,,,4,danar,dana roark
"Brinkley, Dawn Y","Smith, Olivia","Boyer, Brittany P",,,,PSY,3332,001,,5,4,2,4,6,1,,1,4,1,,2,,,,,,1,dyb012000,dawn brinkley
"Brinkley, Dawn Y","Smith, Olivia","Boyer, Brittany P",,,,CLDP,3332,001,,16,9,4,11,6,2,10,1,,,,4,,,,,,1,dyb012000,dawn brinkley
"Roark, Dana A","Ray, Nicholas R",,,,,CGS,3361,501,1,2,1,3,1,,1,1,,,,,,,,,,,0,danar,dana roark
"Grant, Meridith G","Terry, Courtney",,,,,CLDP,3394,001,,8,,,15,,,1,,,,,,,,,,,0,mga061000,meridith grant
"Moller, Aage R",,,,,,HCS,7372,002,,31,1,,,,,,,,,,,,,,,,0,amoller,aage moller
"Rodrigue, Karen M","Horn, Marci M",,,,,NSC,4359,001,1,10,8,6,7,5,4,2,2,1,,,1,,,,,,2,kmr082000,karen rodrigue
"Prager, Karen",,,,,,PSY,3324,001,5,6,5,8,7,,5,7,4,1,1,,,,,,,,1,kprager,karen prager
"Sultana, Rukhsana","Abdelkarim, Dema H",,,,,NSC,4356,001,,34,,,18,,,6,,,,,1,,,,,,0,rxs170431,rukhsana sultana
"Rodrigue, Karen M",,,,,,HCS,7372,001,,9,,,1,,,,,,,,,,,,,,0,kmr082000,karen rodrigue
"Cokely, Carol G","Wiseman, Kathryn",,,,,AUD,7338,001,,7,4,4,,,,,,,,,,,,,,,0,cgc016200,
"Kroener, Sven",,,,,,HCS,7121,001,,,,,,,,,,,,,,,,,,17,0,sxk101000,sven kroener
"Gu, Xiaosi","Straight, Jordan L","Fiore, Vincenzo",,,,NSC,3361,003,16,8,7,5,10,11,8,10,13,,2,,3,,,,,,1,xxg150730,xiaosi gu
"Kim, Jiyoung",,,,,,MSEN,5300,501,,4,2,3,,1,,,,,,,,,,,,,0,jxk041000,
"Hsu, Julia",,,,,,MSEN,5310,001,,3,5,5,2,3,2,1,,,,,,,,,,,0,jxh101000,julia hsu
