Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
BIOL,3161,003,,4,7,3,7,4,5,1,,2,,,,,,,,2,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,004,2,12,5,9,4,2,3,4,3,,1,,2,,,,,1,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,005,2,5,10,3,9,4,7,2,,,4,,2,,,,,0,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,006,4,14,8,9,6,3,6,1,1,1,2,,1,,,,,0,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,007,2,13,7,7,1,6,3,3,5,2,2,,2,,,,,0,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,008,2,11,15,6,6,3,2,5,1,2,2,,1,,,,,0,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,009,4,6,6,6,3,1,4,2,3,,,,1,,,,,0,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,010,1,13,8,14,6,3,3,3,,,1,,,,,,,3,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,011,2,4,7,5,3,4,3,2,1,,,,1,,,,,0,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,012,3,10,9,9,3,4,4,2,,1,,,1,,,,,0,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,013,3,13,6,8,6,2,3,1,1,2,3,1,1,,,,,0,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3161,014,8,5,8,5,4,6,1,,7,2,2,,,,,,,2,"Gavva, Sandhya R","Spiro, Stephen","Jia, Lin","Boyd, Stefanie D",,,sgavva,sandhya gavva
BIOL,3162,001,1,,3,2,4,3,1,4,2,,1,,,,,,,0,"Dejong, Jeff L","Candas, Mehmet","Sunder Singh, Jacqulene Preethi",,,,dejong,jeff dejong
BIOL,3162,002,1,1,3,5,2,5,2,2,2,3,,,,,,,,1,"Dejong, Jeff L","Candas, Mehmet","Yetkin, Celal E",,,,dejong,jeff dejong
BIOL,3162,0W1,3,7,4,5,3,6,3,4,4,,2,,,,,,,2,"Candas, Mehmet","Dejong, Jeff L","Soladogun, Adedamola S",,,,candas,mehmet candas
BIOL,3162,0W2,,3,3,3,4,3,2,3,4,1,2,,,,,,,0,"Candas, Mehmet","Dejong, Jeff L","Patel, Grishma K",,,,candas,mehmet candas
BIOL,3162,0W3,1,,,,2,,1,3,2,1,,,,,,,,1,"Candas, Mehmet","Dejong, Jeff L","Soladogun, Adedamola S",,,,candas,mehmet candas
BIOL,3162,0W4,,,1,4,4,2,3,,,2,,,,,,,,0,"Candas, Mehmet","Dejong, Jeff L","Yetkin, Celal E",,,,candas,mehmet candas
BIOL,3162,0W5,2,3,1,2,2,1,,,2,,1,,2,,,,,0,"Candas, Mehmet","Dejong, Jeff L","Sunder Singh, Jacqulene Preethi",,,,candas,mehmet candas
BIOL,3162,0W6,,1,1,,2,1,1,3,1,2,2,1,,,,,,3,"Candas, Mehmet","Dejong, Jeff L","Patel, Grishma K",,,,candas,mehmet candas
BIOL,3203,301,2,4,6,2,,2,4,1,,,,,1,,,,,0,"Mehta, Iti","Byregowda, Shrinidhi",,,,,ixm121430,iti mehta
BIOL,3203,801,4,1,3,1,3,1,,,,,,,1,,,,,0,"Guidry, Paula","Wickramasinghe, Piumi B",,,,,pxg210003,paula guidry
BIOL,3301,001,3,2,5,2,9,10,8,10,6,4,,,,,,,,6,"Dejong, Jeff L",,,,,,dejong,jeff dejong
BIOL,3301,0W1,11,26,27,41,27,34,28,38,24,16,6,3,,,,,,16,"Dejong, Jeff L",,,,,,dejong,jeff dejong
BIOL,3302,001,27,28,15,13,8,7,9,2,,2,,1,,,,,,1,"Delk, Nikki A","Srikanth, Uma","Maity, Subhajit","Yamauchi, Stephanie A","Gomez, Jessica E",,nad140230,nikki delk
BIOL,3302,0W1,37,36,23,13,17,8,6,4,3,1,2,3,1,,,,,1,"Sarcar, Subha N","Misra, Jyoti R","Ballew, Luke","Patel, Umar J",,,sns064000,subha sarcar
BIOL,3303,001,37,26,24,24,23,14,15,10,10,,1,,7,,,,,5,"De Nisco, Nicole J","Dillon, Nicholas","Sawant, Namrata V","Hulyalkar, Neha V","Shipman, Braden M",,njd160330,nicole de nisco
BIOL,3318,001,28,29,30,13,6,9,,3,1,,,,,,,,,1,"Henson, Uyen N",,,,,,unh130030,uyen henson
BIOL,3320,001,8,1,5,,,1,,,,,,,,,,,,1,"Hajeri, Vinita","Tillman, Katelyn",,,,,vxh151030,vinita hajeri
BIOL,3320,002,2,3,5,2,2,1,,1,,,,,,,,,,0,"Hajeri, Vinita","Tillman, Katelyn",,,,,vxh151030,vinita hajeri
BIOL,3335,001,8,13,5,8,14,8,12,7,,,,,,,,,,5,"Reitzer, Lawrence","Petter, Andrew T",,,,,reitzer,lawrence reitzer
BIOL,3357,001,,11,,,1,,,,,1,,,1,,,,,1,"Wu, Zhuoru","Tiwari, Suman",,,,,zxw190014,zhuoru wu
BIOL,3361,001,15,70,47,36,34,20,16,18,4,1,8,,4,,,,,4,"Spiro, Stephen","Jia, Lin","Yaqub, Muneer O","Akter, Zakia","Salaudeen, Ibrahim O","Falah, Rafah M",sxs067400,stephen spiro
BIOL,3361,002,12,51,56,52,24,26,20,3,7,7,3,1,4,,,,,1,"Gavva, Sandhya R","Salaudeen, Ibrahim O","Falah, Rafah M","Akter, Zakia","Zhabilov, Dannie","Phelps, Shelby M",sgavva,sandhya gavva
BIOL,3361,501,6,7,3,6,4,5,8,5,11,4,5,2,6,,,,,2,"Boyd, Stefanie D","Zhabilov, Dannie","Falah, Rafah M","Akter, Zakia","Salaudeen, Ibrahim O","Mercado, Nicholas B",sdb074000,stefanie boyd
BIOL,3362,001,1,3,8,5,5,8,3,5,3,2,1,,1,,,,,0,"Dejong, Jeff L","Candas, Mehmet",,,,,dejong,jeff dejong
BIOL,3362,0W1,6,12,11,16,15,12,9,11,12,8,6,2,2,,,,,7,"Candas, Mehmet","Dejong, Jeff L",,,,,candas,mehmet candas
BIOL,3370,001,9,9,6,2,4,6,4,3,2,4,2,2,2,,,,,4,"Wu, Zhuoru","Tiwari, Suman",,,,,zxw190014,zhuoru wu
BIOL,3380,301,,1,5,2,2,4,,,2,,1,,1,,,,,0,"Maynard, Caitlin S","Mazambani, Simbarashe",,,,,cmb170830,caitlin maynard
BIOL,3380,302,,1,1,3,1,1,,2,1,2,,2,4,,,,,1,"Rippel, Scott A","Bonde, Namrata Dinesh",,,,,rippel,scott rippel
BIOL,3380,303,3,,4,1,1,1,,,1,,,1,2,,,,,1,"Rippel, Scott A","Bonde, Namrata Dinesh",,,,,rippel,scott rippel
BIOL,3380,304,5,2,5,1,1,5,1,,,,,1,,,,,,0,"Pan, Jing","Shi, Zhan",,,,,jxp134330,jing pan
BIOL,3380,305,3,4,1,,1,1,1,,2,1,,2,2,,,,,1,"Maynard, Caitlin S","Chacon Castro, Maria Del Carmen",,,,,cmb170830,caitlin maynard
BIOL,3380,306,1,2,1,1,2,2,,1,1,1,,4,2,,,,,1,"Lakoduk, Ashley","Mazambani, Simbarashe",,,,,axl200032,ashley lakoduk
BIOL,3380,308,3,5,,3,1,1,2,1,1,1,,1,,,,,,0,"Lakoduk, Ashley","Lalami, Hamza",,,,,axl200032,ashley lakoduk
BIOL,3380,309,1,2,2,1,4,1,1,1,1,,1,,3,,,,,1,"Pan, Jing","Zhi, Jiahe",,,,,jxp134330,jing pan
BIOL,3380,310,2,2,3,1,2,1,1,1,1,,,2,1,,,,,2,"Maynard, Caitlin S","Chacon Castro, Maria Del Carmen",,,,,cmb170830,caitlin maynard
BIOL,3380,312,1,3,1,2,3,,1,1,2,2,1,,2,,,,,1,"Pan, Jing","Lalami, Hamza",,,,,jxp134330,jing pan
BIOL,3385,001,,13,,,6,3,2,3,,1,1,1,,,,,,1,"Murchison, David F",,,,,,dfm100020,david murchison
BIOL,3388,001,1,7,8,3,,,,2,1,,1,2,1,,,,,3,"Rippel, Scott A",,,,,,rippel,scott rippel
BIOL,3455,301,,2,1,1,1,6,1,4,1,1,,1,10,,,,,7,"Padmanabhan, Ramesh","Ramirez, Ruben D","Sarcar, Subha N",,,,rxp104120,ramesh padmanabhan
BIOL,3455,302,,3,,1,7,3,2,3,6,3,1,1,2,,,,,1,"Maitra, Meenakshi","Ramirez, Ruben D","Veera, Kavya",,,,mxm172731,meenakshi maitra
BIOL,3455,303,2,2,3,3,4,4,3,2,2,1,,,3,,,,,6,"Wu, Zhuoru","Ramirez, Ruben D","Gong, Hanling",,,,zxw190014,zhuoru wu
BIOL,3455,304,,2,2,4,4,2,3,4,7,1,,,2,,,,,4,"Wu, Zhuoru","Ramirez, Ruben D","Gong, Hanling","Deese, Alexander R",,,zxw190014,zhuoru wu
BIOL,3455,305,3,1,2,,2,5,2,,5,,,1,7,,,,,4,"Maitra, Meenakshi","Ramirez, Ruben D","Veera, Kavya",,,,mxm172731,meenakshi maitra
BIOL,3455,306,,2,,2,4,6,2,3,3,4,,2,6,,,,,2,"Maitra, Meenakshi","Ramirez, Ruben D","Cornelius, Samuel A",,,,mxm172731,meenakshi maitra
BIOL,3455,307,1,,5,3,1,4,4,2,3,2,,3,3,,,,,2,"Wilson, Michelle","Ramirez, Ruben D","Cornelius, Samuel A",,,,mxw084000,michelle wilson
BIOL,3455,308,1,3,3,3,2,8,2,2,4,,1,1,5,,,,,0,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra
BIOL,3455,801,,1,2,2,1,1,,3,3,,3,4,8,,,,,4,"Padmanabhan, Ramesh","Ramirez, Ruben D","Sarcar, Subha N",,,,rxp104120,ramesh padmanabhan
BIOL,3455,802,1,,,2,2,1,2,2,3,1,2,1,8,,,,,7,"Padmanabhan, Ramesh","Ramirez, Ruben D","Sarcar, Subha N",,,,rxp104120,ramesh padmanabhan
BIOL,3456,3H1,2,5,3,6,1,,1,3,1,2,,1,3,,,,,1,"Sarcar, Subha N","Yu, Wen H","Venkitapathi, Sundharamani",,,,sns064000,subha sarcar
BIOL,3456,3H2,,8,3,,,2,4,1,,,,,1,,,,,0,"Sarcar, Subha N","Yu, Wen H","Venkitapathi, Sundharamani",,,,sns064000,subha sarcar
BIOL,3456,3H3,,11,5,6,2,5,2,1,,,1,,1,,,,,2,"Yu, Wen H","Li, Yibo",,,,,why061000,wen yu
BIOL,3456,3H4,2,7,6,6,3,1,,3,,1,1,1,,,,,,2,"Yu, Wen H","Li, Yibo",,,,,why061000,wen yu
BIOL,3456,3H5,3,7,5,5,2,,,2,1,,2,1,1,,,,,5,"Yu, Wen H","Li, Yibo",,,,,why061000,wen yu
BIOL,3456,8H1,1,4,4,2,1,3,1,2,1,,,,,,,,,1,"Sarcar, Subha N","Yu, Wen H","Venkitapathi, Sundharamani",,,,sns064000,subha sarcar
BIOL,3520,301,11,9,2,,,,,2,,,,,,,,,,0,"Palmer, Kelli L",,,,,,klp120030,kelli palmer
BIOL,4305,001,1,3,4,2,,,,,,,1,,1,,,,,0,"Morcos Gonzalez, Alonso",,,,,,afg150230,alonso morcos gonzalez
BIOL,4308,001,6,1,1,4,2,2,1,1,,,,,,,,,,0,"Maynard, Caitlin S",,,,,,cmb170830,caitlin maynard
BIOL,4325,001,2,12,17,9,13,8,6,1,,,,,,,,,,1,"Candas, Mehmet",,,,,,candas,mehmet candas
BIOL,4330,001,2,9,,,2,,1,,,,,,,,,,,0,"Zhang, Li","Salamat, Narges","Alemi, Parinazsadat",,,,lxz075000,li zhang
BIOL,4350,501,,2,5,5,3,7,5,4,3,5,2,4,2,,,,,2,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez
BIOL,4360,001,5,1,2,1,1,2,,,,,1,1,1,,,,,1,"Pickett, Elizabeth A",,,,,,eaw016100,elizabeth pickett
BIOL,4380,301,5,4,2,,5,1,1,,,1,1,,,,,,,0,"Sadat, Eva","Konakalla, Anisha Reddy",,,,,exs190014,eva sadat
BIOL,4380,302,6,5,1,,1,2,1,1,,,,,,,,,,2,"Klang, Ida","Dhar, Roopal",,,,,ixk190014,ida klang
BIOL,4380,303,5,7,4,1,,2,,1,,,,,1,,,,,1,"Sadat, Eva","Joshi, Ketki",,,,,exs190014,eva sadat
BIOL,4380,304,8,5,,,1,,,,,,,,,,,,,0,"Sadat, Eva","Zhang, Bei",,,,,exs190014,eva sadat
BIOL,4380,305,3,5,3,1,4,,1,2,2,,,,,,,,,0,"Sadat, Eva","Shryock, Douglas G",,,,,exs190014,eva sadat
BIOL,4385,001,,14,2,5,7,2,1,2,,,1,,1,,,,,0,"Murchison, David F",,,,,,dfm100020,david murchison
BIOL,5375,001,,16,2,3,2,,1,1,,,,,,,,,,1,"Pan, Jing","Miller, Edmund A",,,,,jxp134330,jing pan
BIOL,5376,0W1,,5,3,7,5,,,,,,,,,,,,,0,"Xuan, Zhenyu","Levene, Stephen","Wei, Hong",,,,zxx091000,zhenyu xuan
BIOL,5385,001,,2,7,3,1,1,,,,,,,,,,,,0,"Morcos Gonzalez, Alonso",,,,,,afg150230,alonso morcos gonzalez
BIOL,5420,0H1,,27,,,16,,,,,,,,,,,,,1,"Kim, Tae Hoon","Easterwood, Shayne",,,,,txk142630,tae hoon kim
BIOL,5460,0W1,,12,4,11,5,,,,,,,,,,,,,2,"Xuan, Zhenyu","Zhang, Michael","Xia, Jing",,,,zxx091000,zhenyu xuan
BIOL,6193,0W1,,,,,,,,,,,,,,28,,,,1,"Xuan, Zhenyu",,,,,,zxx091000,zhenyu xuan
BIOL,6252,0W1,,,,,,,,,,,,,,18,,,,0,"Kim, Tae Hoon",,,,,,txk142630,tae hoon kim
BIOL,6373,001,,3,,,7,,,,,,,,,,,,,0,"Winkler, Duane D",,,,,,ddw130330,duane winkler
BIS,1100,001,,29,,,2,,,1,,,,,1,,,,,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
BIS,1100,002,25,,,,,,,3,1,,,,,,,,,0,"Wissinger, Tonja",,,,,,twissin,tonja wissinger
BIS,1100,003,,16,,,,,,1,,,,,3,,,,,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
BIS,1100,004,22,5,,,1,,,4,,,,,1,,,,,0,"Wissinger, Tonja",,,,,,twissin,tonja wissinger
BIS,1100,005,,33,,,,,,,,,,,,,,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
BIS,1100,006,,30,,,,,,,,,,,,,,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
BIS,1100,007,,29,,,,,,3,,,,,1,,,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
BIS,2190,0W1,9,9,6,2,,,1,,,,,1,,,,,,1,"Robinson, Katie L","Slattery, Ryan P",,,,,klr180002,katie robinson
BIS,2190,0W2,9,4,8,1,2,3,1,,,,,,,,,,,1,"Robinson, Katie L","Slattery, Ryan P",,,,,klr180002,katie robinson
BIS,3320,001,,7,4,,4,,1,2,2,,,,4,,,,,2,"Wissinger, Tonja",,,,,,twissin,tonja wissinger
BIS,3320,002,1,2,2,5,2,2,,2,3,,2,,4,,,,,1,"Pogue, Neall W",,,,,,nxp174730,neall pogue
BIS,3320,003,,4,9,6,3,1,2,,,,,,3,,,,,3,"Pogue, Neall W",,,,,,nxp174730,neall pogue
BIS,3320,004,8,15,2,1,,,1,1,1,,,,,,,,,0,"Wright, David A",,,,,,wright,david wright
BIS,3320,005,,10,6,5,6,1,,,,,,,2,,,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
BIS,3320,0W1,3,9,6,2,1,2,2,,,,,,2,,,,,2,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson
BIS,3320,501,,5,4,1,,2,2,1,3,,1,,3,,,,,1,"Wright, David A",,,,,,wright,david wright
BIS,4306,0W1,2,6,1,3,1,1,1,,1,1,,,3,,,,,5,"Simpson, Carrie M",,,,,,cms131030,carrie simpson
BLAW,2301,001,,13,12,10,6,12,8,7,10,,6,,6,,,,,1,"Betanzos, Christina L","Medina, Monica E",,,,,clb120030,christina betanzos
BLAW,2301,002,,30,5,8,27,7,9,4,,,,,,,,,,0,"Polze, Matthew M",,,,,,mmp062000,matthew polze
BLAW,2301,003,,28,7,8,23,6,2,10,4,2,1,,3,,,,,1,"Polze, Matthew M",,,,,,mmp062000,matthew polze
BLAW,2301,004,,21,7,11,7,14,8,9,6,,6,,2,,,,,1,"Betanzos, Christina L","Medina, Monica E",,,,,clb120030,christina betanzos
BLAW,2301,005,,12,10,11,12,21,5,3,6,,8,,2,,,,,1,"Betanzos, Christina L","Medina, Monica E",,,,,clb120030,christina betanzos
BLAW,2301,006,,17,9,8,9,12,8,14,4,,6,,1,,,,,2,"Betanzos, Christina L","Medina, Monica E",,,,,clb120030,christina betanzos
BLAW,2301,007,,10,11,5,6,14,3,7,4,,,,,,,,,1,"Sutton, Walter L","Figueroa, Diego A",,,,,wls015100,walter sutton
BLAW,2301,501,,14,8,3,8,15,9,7,11,,4,,8,,,,,1,"Betanzos, Christina L","Medina, Monica E",,,,,clb120030,christina betanzos
BLAW,2301,HO1,1,21,8,1,2,1,,,,,,,,,,,,0,"Polze, Matthew M",,,,,,mmp062000,matthew polze
BLAW,2301,HON,2,26,6,1,1,,,,,,,,,,,,,0,"Polze, Matthew M",,,,,,mmp062000,matthew polze
BLAW,3301,0W1,10,7,9,11,2,3,2,,2,1,1,1,2,,,,,0,"Green, Rhonda",,,,,,rxg180032,rhonda green
BLAW,4301,001,27,6,5,2,2,,,,,,,,1,,,,,0,"Molina, Stephen","Leal Valladares, Jorge A",,,,,sxm163630,stephen molina
BMEN,1100,102,2,2,1,1,3,1,,1,1,,1,,1,,,,,0,"Myers, Kathleen","Waldon, Ke'vaughn T","Jones, Rachel F",,,,kxm156530,kathleen myers
BMEN,1100,103,6,2,2,1,1,1,,1,,,1,1,1,,,,,2,"Myers, Kathleen","Waldon, Ke'vaughn T","Jones, Rachel F",,,,kxm156530,kathleen myers
BMEN,1100,104,2,2,1,,1,,,,,1,1,1,2,,,,,0,"Myers, Kathleen","Waldon, Ke'vaughn T","Jones, Rachel F",,,,kxm156530,kathleen myers
BMEN,1100,105,5,2,2,2,2,,1,,,,,,2,,,,,0,"Myers, Kathleen","Waldon, Ke'vaughn T","Jones, Rachel F",,,,kxm156530,kathleen myers
BMEN,1100,106,6,2,4,1,1,1,,3,,,,,1,,,,,0,"Porter, Benjamin A","Waldon, Ke'vaughn T","Jones, Rachel F",,,,bap061000,benjamin porter
BMEN,1100,107,6,1,1,,2,,,1,,,1,,4,,,,,2,"Porter, Benjamin A","Waldon, Ke'vaughn T","Jones, Rachel F",,,,bap061000,benjamin porter
BMEN,1100,108,5,5,3,3,1,,1,,1,,,,,,,,,0,"Porter, Benjamin A","Waldon, Ke'vaughn T","Jones, Rachel F",,,,bap061000,benjamin porter
BMEN,1208,001,1,4,2,1,1,1,2,1,,,,,,,,,,1,"Meyer, Clark A","Ardestani Khoubrouy, Soudeh","Medrano, David",,,,cam140130,clark meyer
BMEN,1208,002,1,3,2,3,,,,1,,,1,,2,,,,,1,"Meyer, Clark A","Ardestani Khoubrouy, Soudeh","Medrano, David",,,,cam140130,clark meyer
BMEN,2320,001,12,5,2,2,3,1,1,1,4,1,1,1,1,,,,,3,"Rivera, Christian","Patterson, Lindy A","Khan, Adil",,,,cxr210008,christian rivera
BMEN,2320,501,12,4,4,2,4,3,3,2,3,2,,,4,,,,,1,"Ferruzzi, Jacopo","Khan, Adil","Patterson, Lindy A",,,,jxf200008,jacopo ferruzzi
BMEN,3120,101,,6,2,3,1,1,2,2,,,,,5,,,,,0,"Ali, Tariq M","Kashef, Sina",,,,,tma051000,tariq ali
BMEN,3120,103,6,3,4,,2,,1,,,,,,3,,,,,0,"Ali, Tariq M","Kaneshiro, Chance Y",,,,,tma051000,tariq ali
BMEN,3120,105,2,3,3,1,,1,,1,,,,,2,,,,,0,"Ali, Tariq M","Adam, Heritier S",,,,,tma051000,tariq ali
BMEN,3130,101,,8,4,5,2,,,,1,,,,,,,,,0,"Porter, Benjamin A","Chokhachian, Sepideh","Mahajan, Shubham",,,,bap061000,benjamin porter
BMEN,3130,102,,2,7,4,1,,,,,,,,,,,,,0,"Porter, Benjamin A","Chokhachian, Sepideh","Mahajan, Shubham",,,,bap061000,benjamin porter
BMEN,3130,103,4,3,3,2,1,1,,,,,,,1,,,,,0,"Rivera, Christian","Chokhachian, Sepideh","Mahajan, Shubham",,,,cxr210008,christian rivera
BMEN,3150,101,4,2,,1,1,2,1,2,,,,,1,,,,,1,"Ali, Tariq M","Kian Pour, Bahareh",,,,,tma051000,tariq ali
BMEN,3310,001,3,4,,,2,,2,1,1,,1,,1,,,,,0,"Rivera, Christian",,,,,,cxr210008,christian rivera
BMEN,3315,001,,3,,,5,,1,3,,,2,,1,,,,,0,"Schmidtke, David W","Sharma, Prava","Renake, Gauri S",,,,dws140430,david schmidtke
BMEN,3315,501,1,12,8,2,10,2,5,1,2,,,,,,,,,1,"Cogan, Stuart","Renake, Gauri S",,,,,sxc149830,stuart cogan
BMEN,3320,001,3,14,10,9,7,3,4,,,,,,3,,,,,0,"Taha, Abraham M","Kashef, Sina",,,,,mxt108120,abraham taha
BMEN,3325,001,7,3,2,3,,2,2,,,,,,,,,,,0,"Brown, Katherine G","Yociss, Megan",,,,,kgb170130,katherine brown
BMEN,3325,002,3,2,3,1,1,1,,,,,,,2,,,,,1,"Meyer, Clark A","Brown, Katherine G",,,,,cam140130,clark meyer
BMEN,3330,001,10,12,7,3,3,5,2,3,2,2,1,,3,,,,,0,"Sirsi, Shashank R","Ghaderi, Mohammadaref",,,,,srs151630,shashank sirsi
BMEN,3341,001,2,1,3,5,2,3,,,1,1,,2,2,,,,,0,"Myers, Kathleen","Rabbi, Md Foysal",,,,,kxm156530,kathleen myers
BMEN,3350,001,4,2,2,1,,,2,3,2,,,,2,,,,,0,"Brown, Katherine G","Kian Pour, Bahareh",,,,,kgb170130,katherine brown
BMEN,3380,001,2,5,3,7,7,2,,1,,1,,,1,,,,,1,"Forte, Luca Antonio","Molaei Imenabadi, Rouzbeh",,,,,,luca antonio forte
BMEN,3399,001,12,11,8,9,7,,9,8,3,,1,2,4,,,,,2,"Varner, Victor","Rajaguru, Poornacharanya",,,,,vxv162230,victor varner
BMEN,3402,501,12,10,1,3,6,3,4,5,2,,1,2,5,,,,,3,"Ardestani Khoubrouy, Soudeh","Childress, Joshua",,,,,sxa074200,soudeh ardestani khoubrouy
BMEN,4110,101,2,2,2,,3,,1,,1,,1,,1,,,,,2,"Ardestani Khoubrouy, Soudeh",,,,,,sxa074200,soudeh ardestani khoubrouy
BMEN,4110,102,4,5,1,1,1,1,,,1,,,1,1,,,,,0,"Ardestani Khoubrouy, Soudeh",,,,,,sxa074200,soudeh ardestani khoubrouy
BMEN,4110,103,1,5,1,1,,2,1,,,,1,,,,,,,0,"Ding, Yichen","Pandala, Niharika",,,,,yxd200010,yichen ding
BMEN,4110,104,,,2,,2,3,,,,,,,3,,,,,0,"Ding, Yichen","Pandala, Niharika",,,,,yxd200010,yichen ding
BMEN,4310,001,2,6,4,5,,,,,,,,,1,,,,,0,"Bleris, Leonidas","Kang, Taek",,,,,lxb092000,leonidas bleris
BMEN,4310,002,1,5,1,1,4,3,1,,5,,1,2,2,,,,,2,"Ardestani Khoubrouy, Soudeh","Kang, Taek",,,,,sxa074200,soudeh ardestani khoubrouy
BMEN,4360,001,,42,7,2,4,,1,,,,,,,,,,,0,"Obaid, Girgis","Siddiqui, Danyal A",,,,,gxo190002,girgis obaid
BMEN,4370,001,1,4,3,1,4,,,1,,,,,,,,,,0,"Fei, Baowei","Zhou, Ximing",,,,,bxf180002,baowei fei
BMEN,4388,001,,12,8,6,4,,,,,,,,,,,,,0,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk
BMEN,4388,002,,3,3,1,6,,,,,,,,,,,,,0,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk
BMEN,4388,003,1,7,12,2,4,3,,,,,,,,,,,,0,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk
BMEN,4389,001,1,3,4,4,4,3,2,,1,,,,,,,,,0,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk
BMEN,4V95,001,13,16,1,,3,,,,,,,,,,,,,0,"Jones, Caroline",,,,,,cxj200007,caroline jones
BMEN,6330,501,,23,2,1,,,,,,,,,,,,,,0,"Porter, Benjamin A",,,,,,bap061000,benjamin porter
BMEN,6342,001,,16,5,4,,,,,,,,,,,,,,0,"Rodrigues, Danieli B",,,,,,dxb127430,danieli rodrigues
BMEN,6345,001,,14,,,5,,,2,,,,,,,,,,0,"Schmidtke, David W",,,,,,dws140430,david schmidtke
BMEN,6371,501,,7,2,3,2,1,,,,,,,,,,,,0,"Pancrazio, Joseph J",,,,,,jjp150430,joseph pancrazio
BMEN,6372,001,,5,,,4,,,,,,,,,,,,,1,"Spong, Mark W",,,,,,mws081000,mark spong
BMEN,6373,001,,8,4,2,,1,,,,,,,,,,,,0,"Bian, Fang",,,,,,fxb180003,fang bian
BMEN,6374,001,,3,1,,5,,,1,,,,,,,,,,1,"Levene, Stephen",,,,,,sdlevene,stephen levene
BMEN,6394,001,,18,2,1,1,,,,,,,,,,,,,1,"Shahedi Bagh Khandan, Maysam",,,,,,,maysam shahedi bagh khandan
BMEN,6395,001,,11,,,,,,,,,,,,,,,,0,"Hays, Seth A",,,,,,sxh129730,seth hays
BMEN,6V87,002,,10,4,,,,,,,,,,,,,,,0,"Bleris, Leonidas",,,,,,lxb092000,leonidas bleris
BMEN,7088,001,,,,,,,,,,,,,,47,,,,0,"Rivera, Christian",,,,,,cxr210008,christian rivera
BMEN,7188,001,,19,4,,,1,,,,,,,,,,,,0,"Rivera, Christian",,,,,,cxr210008,christian rivera
BMEN,7340,001,,22,,1,1,,1,,,,,,,,,,,0,"Bian, Fang",,,,,,fxb180003,fang bian
BPS,4305,001,35,10,4,6,3,1,,2,1,1,,,5,,,,,1,"Carraher, Shawn M",,,,,,smc130730,shawn carraher
BPS,4305,0H1,,5,2,6,6,1,4,2,,,,,,,,,,0,"Chasteen, Larry H","Yeo, Yundong",,,,,chasteen,larry chasteen
BPS,4305,0H2,1,3,2,9,4,3,5,3,1,1,,,1,,,,,0,"Chasteen, Larry H",,,,,,chasteen,larry chasteen
BPS,4305,0W1,1,4,5,6,10,6,10,1,1,1,1,,,,,,,2,"Chasteen, Larry H","Yeo, Yundong",,,,,chasteen,larry chasteen
BPS,4305,501,19,22,5,8,1,2,,1,,,,,,,,,,0,"Balaji, Pavithra",,,,,,pxb162030,pavithra balaji
BPS,4395,001,,41,15,,3,,,2,,,1,,,,,,,0,"Parks, David","Shahsavand, Parisa",,,,,dxp153830,david parks
