Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
OPRE,6378,001,,10,2,1,,,,,,,,,,0,,,,,"Ozer, Ali O","Kucukgul, Can",,,,,,ali ozer
ENTP,6394,XS1,,4,5,4,,,,,,,,,,0,,,,,"Kimzey, Jackie",,,,,,jxk092000,jackie kimzey
BMEN,3150,102,3,3,2,3,1,,,,,,1,,,0,,,,,"Ali, Tariq M","Farmer, Sophie E",,,,,tma051000,tariq ali
MUSI,3382,001,2,3,2,,2,,,1,1,1,,,1,0,,,,,"Hughes, William K",,,,,,wkh150030,william hughes
ED,4353,501,7,3,1,,,,,1,,,,,1,0,,,,,"Brooks, Lori L",,,,,,lxb180004,lori brooks
EECS,6331,002,,5,3,1,2,,,2,,,,,,0,,,,,"Moheimani, Seyed Omid Reza","Bing, Mallory A",,,,,sxm154130,seyed omid reza moheimani
ENTP,3360,002,,1,2,1,,4,1,4,,,,,,0,,,,,"Park, Haemin","Wang, Jiyu",,,,,hxp174230,haemin park
CE,3111,103,6,4,2,1,,,,,,,,,,0,,,,,"Lee, Hoi","Liang, Jingchen",,,,,hxl054000,hoi lee
SOC,4396,002,,2,3,3,2,1,1,,,1,,,,0,,,,,"Boots, Denise P","Saucedo De La Fuente, David",,,,,dpb062000,denise boots
ATCM,4319,001,,,1,1,2,2,2,1,2,,1,,1,0,,,,,"Salter, Monika",,,,,,mxs176131,monika salter
FIN,6350,501,,4,3,2,1,,1,2,,,,,,0,,,,,"Baranchuk, Nina",,,,,,nxb043000,nina baranchuk
MECO,7313,001,,5,2,5,1,,,,,,,,,0,,,,,"Murthi, B P","Kamatham, Sriharsha",,,,,murthi,b murthi
BUAN,6347,501,,13,,,,,,,,,,,,0,,,,,"Perez, Jerry","Guha, Priyanka",,,,,jxp180019,jerry perez
DANC,2334,001,5,4,3,,,,,,,,,,1,0,,,,,"Johnson, Melissa A",,,,,,maj140430,melissa johnson
MIS,6343,001,,3,8,1,1,,,,,,,,,0,,,,,"Narasimhan, Prithi","Agrawal, Pulkit",,,,,pxn152330,prithi narasimhan
MUSI,3388,001,3,7,1,1,,,,,,,,,1,0,,,,,"Medrick, Mary A",,,,,,mam017200,mary medrick
CE,4337,003,2,2,3,2,3,,,1,,,,,,0,,,,,"McMahan, Timothy","Fan, Zhenbao","De, Partha","Gour, Riti",,,txm173230,timothy mcmahan
FIN,7340,501,,4,2,5,1,1,,,,,,,,0,,,,,"Baranchuk, Nina",,,,,,nxb043000,nina baranchuk
SYSM,6328,SS1,,3,3,5,2,,,,,,,,,0,,,,,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen
CE,3102,103,3,6,2,,,1,,,,,,,1,0,,,,,"Webb, Jennifer H","Azarang, Arian","Chandra Shekar, Ram Charan M",,,,jhw170130,jennifer webb
CRWT,2301,501,,7,2,2,1,,,,1,,,,,0,,,,,"Leverone, Julia",,,,,,jxl162631,julia leverone
CS,6301,504,,4,4,2,3,,,,,,,,,0,,,,,"Yen, I-Ling",,,,,,ilyen,i ling yen
ECON,6306,503,,12,,,,,1,,,,,,,0,,,,,"Grover, William C",,,,,,wcg071000,william grover
PHYS,6301,001,,5,3,5,,,,,,,,,,0,,,,,"Zhang, Chuanwei",,,,,,cxz124830,chuanwei zhang
ARTS,3373,001,,8,,1,2,1,,,,,,,1,0,,,,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady
MECO,6352,001,,9,1,1,2,,,,,,,,,0,,,,,"Ziegler, Laurie","Wijewardana, Galuge Hansani M",,,,,ziegler,laurie ziegler
FIN,7330,001,,6,6,1,,,,,,,,,,0,,,,,"Tang, Xiaoxiao",,,,,,xxt180003,xiaoxiao tang
GISC,4317,001,,3,1,3,,,3,1,,,1,,1,0,,,,,"Chastain, Bryan J","Shi, Fan",,,,,bjc062000,bryan chastain
HDCD,6316,001,,10,2,,1,,,,,,,,,0,,,,,"Ewing, Donna M",,,,,,dme061000,donna ewing
HUAS,6339,501,,13,,,,,,,,,,,,0,,,,,"Pomara, John",,,,,,pomara,john pomara
LIT,2341,501,2,4,3,,1,2,,,,,,,1,0,,,,,"Tehan, Terin J",,,,,,txt125430,terin tehan
ATCM,4312,001,,1,3,2,4,2,,,1,,,,,0,,,,,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
MIS,6346,002,,11,2,,,,,,,,,,,0,,,,,"Perez, Jerry","Guha, Priyanka",,,,,jxp180019,jerry perez
THEA,2372,002,,9,,1,,1,,,1,,,,1,0,,,,,"Lingo, Kathy A",,,,,,klingo,kathy lingo
ACCT,6383,501,,5,1,1,5,1,,,,,,,,0,,,,,"Bracy, Dana","Walker, Jacob N",,,,,dxb016100,dana bracy
HCS,6313,002,,9,,2,2,,,,,,,,,0,,,,,"Ackerman, Robert A","Austin, Kathryn A",,,,,raa110030,robert ackerman
JAPN,2312,001,2,1,4,1,1,2,,,,,,1,1,0,,,,,"Kroska, Nami",,,,,,nxk167330,nami kroska
ENTP,6315,0W1,,2,2,5,2,1,,,,,,,1,0,,,,,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
ARTS,2316,501,1,10,,,1,1,,,,,,,,0,,,,,"Egan, Trey T",,,,,,tte150130,trey egan
BMEN,1208,108,,5,1,3,,1,2,1,,,,,,0,,,,,"Meyer, Clark A","Zhou, Ximing",,,,,cam140130,clark meyer
CE,3310,001,1,5,4,2,1,,,,,,,,,0,,,,,"Frensley, William",,,,,,frensley,william frensley
EE,1202,304,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Mohamed, Ahmed M",,,dcc095020,diana cogan
MATH,2414,343,,,,,,,,,,,,,,0,,,,,"Choi, Sl-ghi",,,,,,sxc173731,sl ghi choi
EE,1202,302,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Vankayalapati, Bhanu Teja","Chen, Pengyuan",,dcc095020,diana cogan
EE,1202,306,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Vankayalapati, Bhanu Teja","Mohamed, Ahmed M",,dcc095020,diana cogan
CE,6302,001,,,,,,,,,,,,,,0,,,,,"Bennett, Terrell R","Birjandtalab Golkhatm, Javad",,,,,trb052000,terrell bennett
BMEN,1208,104,,,,2,3,2,,2,,,,,,5,,,,,"Levene, Stephen","Jayanand, Kishan","Dolui, Swapnil",,,,sdlevene,stephen levene
PHYS,2421,HN1,1,1,3,4,,1,,,,,,,,2,,2,,,"Izen, Joseph",,,,,,joe,joseph izen
HONS,3199,HN3,,9,1,1,1,,,,,,,,,2,,,,,"Cotter, Sean J",,,,,,sjc010100,sean cotter
ARTS,3315,001,6,3,2,,1,,,,,,,,,2,,,,,"Curry, Val",,,,,,vxc110930,val curry
MATH,2333,001,2,1,,1,,3,1,2,,,,,2,2,,,,,"Martynova, Irina",,,,,,ixm140930,irina martynova
PHYS,5395,001,,5,3,1,1,,1,1,,,,,,0,,,,,"Ishak-Boushaki, Mustapha","Fong, Matthew",,,,,mxi054000,mustapha ishak boushaki
EECT,6379,001,,3,5,,3,,,2,,,,,,1,,,,,"Ma, Dongsheng","Yan, Dong",,,,,dxm101000,dongsheng ma
BMEN,3150,105,2,1,3,,,4,1,1,,,,,1,1,,,,,"Winter, Patrick M","Abraham, Alejandro","Raut, Saurabh Vikas",,,,pxw151030,patrick winter
PA,6399,501,,13,,,,,,,,,,,,1,,,,,"Harrington, James","Abraham, Romeo",,,,,jxh134630,james harrington
HONS,3199,H11,8,1,3,1,,,,,,,,,,1,,,,,"Marks, William",,,,,,wxm180005,william marks
HUHI,6395,001,,8,4,1,,,,,,,,,,0,,1,,,"Bambach, Charles",,,,,,cbambach,charles bambach
CRWT,3307,HN1,,13,,,,,,,,,,,,0,1,,,,"Watkins, Latoya S",,,,,,lws031000,latoya watkins
CRWT,3351,001,,9,1,,,1,1,,,,,,1,1,,,,,"Lyons, Elizabeth",,,,,,,elizabeth lyons
ATCM,4315,001,,13,,,,,,,,,,,,1,,,,,"Hall, Phillip",,,,,,pxh151330,phillip hall
HONS,3199,HN5,4,8,1,,,,,,,,,,,1,,,,,"LaDow, Eva S",,,,,,esl130130,eva ladow
HUSL,7309,001,,5,5,3,,,,,,,,,,0,,1,,,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield
DANC,3342,0H1,13,,,,,,,,,,,,,1,,,,,"Owens, Misty",,,,,,mxo122530,misty owens
CHEM,4473,002,,1,3,1,,3,,1,2,1,,,1,0,,1,,,"Huang, Yu","Welch, Raymond P","Calubaquib, Erika Joy",,,,yxh091220,yu huang
CHEM,5361,001,,10,,,2,2,,,,,,,,0,,,,,"D'Arcy, Sheena",,,,,,sxd156730,sheena darcy
SPAN,1312,001,2,10,,,1,1,,,,,,,,0,,,,,"Leverone, Julia",,,,,,jxl162631,julia leverone
ATCM,4346,001,,3,5,3,1,,,2,,,,,,0,,,,,"Marks, David E",,,,,,dem160430,david marks
AMS,2390,002,,3,3,3,1,1,1,2,,,,,,0,,,,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
BMEN,1208,107,4,2,1,2,3,1,,,,,,,1,0,,,,,"Meyer, Clark A","Li, Shichang",,,,,cam140130,clark meyer
ARTS,3371,001,,3,2,2,1,3,,,,,,,3,0,,,,,"Miller, Cynthia M",,,,,,cmm016900,cynthia miller
OPRE,4360,501,,13,,,1,,,,,,,,,0,,,,,"Parks, David","Li, Hehe",,,,,dxp153830,david parks
ECON,7311,002,,5,5,4,,,,,,,,,,0,,,,,"Li, Dong","Hou, Aoyu",,,,,dxl145430,dong li
MATH,1326,005,3,3,1,,1,,,2,1,1,,,2,0,,,,,"Mussa, Derege",,,,,,dxm146130,derege mussa
BMEN,3130,101,,2,3,2,1,2,1,3,,,,,,0,,,,,"Bian, Fang","Atmaramani, Rahul","Dhamu, Vikram Narayanan",,,,fxb180003,fang bian
BMEN,7189,003,,11,3,,,,,,,,,,,0,,,,,"Romero-Ortega, Mario I",,,,,,mir140030,mario romero ortega
AUD,7326,501,,14,,,,,,,,,,,,0,,,,,"Thibodeau, Linda K",,,,,,thib,linda thibodeau
CE,1337,001,1,,,,2,3,1,3,1,,3,,,0,,,,,"Arnold, Gordon L",,,,,,gxa120930,gordon arnold
MUSI,2319,002,,5,3,,1,,,1,,,2,,2,0,,,,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
CE,4389,002,,7,1,2,,3,,1,,,,,,0,,,,,"Hansen, John",,,,,,jxh052100,john hansen
AUD,7351,001,,14,,,,,,,,,,,,0,,,,,"Griffiths, Scott K","Escabi, Celia D",,,,,skg180000,scott griffiths
HONS,3104,HN1,3,8,3,,,,,,,,,,,0,,,,,"Dow, Douglas C",,,,,,dougdow,douglas dow
HIST,3376,001,,2,1,2,1,4,1,1,1,,,,1,0,,,,,"Wickberg, Daniel",,,,,,wickberg,daniel wickberg
LIT,3337,001,,2,,3,3,4,,2,,,,,,0,,,,,"Cotter, Sean J",,,,,,sjc010100,sean cotter
ACCT,6331,001,,3,6,4,1,,,,,,,,,0,,,,,"Janakiraman, Surya","He, Jiapeng",,,,,suryaj,surya janakiraman
MSEN,3302,001,,,4,5,5,,,,,,,,,0,,,,,"Auciello, Orlando H",,,,,,oha120030,orlando auciello
BMEN,6345,001,,10,2,,2,,,,,,,,,0,,,,,"Schmidtke, David W",,,,,,dws140430,david schmidtke
EPPS,6356,001,,10,,,4,,,,,,,,,0,,,,,"Ho, Karl",,,,,,kxh022100,karl ho
SPAN,1311,002,,1,4,1,1,3,,2,2,,,,,0,,,,,"Vincent, Shelby D",,,,,,sdv034000,shelby vincent
JAPN,1312,001,7,2,1,1,,1,1,,,,,,1,0,,,,,"Allred, Michael K",,,,,,mka170830,michael allred
SPAU,3342,501,3,3,2,2,1,,1,,,,1,,1,0,,,,,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot
ATCM,4326,001,,1,3,3,5,,,,,,,,2,0,,,,,"Imaoka, Laura",,,,,,lxi170030,laura imaoka
REAL,4321,501,2,2,,1,3,2,,4,,,,,,0,,,,,"Hedgecock, Blake M",,,,,,bxh132030,blake hedgecock
BMEN,1208,101,2,3,3,,1,2,,2,,,,,1,0,,,,,"Meyer, Clark A","Li, Shichang",,,,,cam140130,clark meyer
ACCT,4342,PP1,1,5,3,2,1,,2,,,,,,,0,,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson
MIS,6346,501,,3,2,2,5,2,,,,,,,,0,,,,,"Cankaya, Hakki C","Tripathi, Aarohi",,,,,,hakki cankaya
PSY,3393,501,1,1,7,2,1,2,,,,,,,,0,,,,,"Shirvani, Forouz","Agres, Phillip F",,,,,fxk024000,forouz shirvani
BMEN,1208,106,5,2,3,2,,1,1,,,,,,,0,,,,,"Ardestani Khoubrouy, Soudeh","Zhou, Ximing",,,,,sxa074200,soudeh ardestani khoubrouy
ECON,5322,501,,11,1,1,,,,1,,,,,,0,,,,,"Grover, William C",,,,,,wcg071000,william grover
BUAN,6356,005,,3,5,3,,1,,2,,,,,,0,,,,,"Chen, Jianqing","Banda, Sanjana",,,,,jxc111031,jianqing chen
SE,3162,052,,9,3,,1,,,,,,1,,,0,,,,,"Smith, Klyne",,,,,,kxs180052,klyne smith
HONS,3101,HN1,1,11,2,,,,,,,,,,,0,,,,,"Harpham, Edward",,,,,,harpham,edward harpham
CS,3354,HON,4,2,2,3,1,1,,1,,,,,,0,,,,,"Marcus, Andrian","Mousavi, Pooneh",,,,,axm141731,andrian marcus
COMM,4340,0H1,1,6,1,5,,,1,,,,,,,0,,,,,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth schlobohm
SYSM,6327,001,,4,4,3,3,,,,,,,,,0,,,,,"Reynolds, Samuel E",,,,,,ser180002,samuel reynolds
BMEN,6382,001,,3,10,1,,,,,,,,,,0,,,,,"Bleris, Leonidas",,,,,,lxb092000,leonidas bleris
ATCM,3365,501,1,7,4,1,,1,,,,,,,,0,,,,,"Billingslea, Steven L",,,,,,slb073000,steven billingslea
MATH,1314,003,,,,,2,5,2,1,,,,1,3,0,,,,,"McCary, Brady C",,,,,,bcm052000,brady mccary
PA,6311,0W1,,11,,2,1,,,,,,,,,0,,,,,"Sabharwal, Meghna",,,,,,mxs095000,meghna sabharwal
HCS,7310,001,,8,1,2,1,1,1,,,,,,,0,,,,,"Wang, Jun",,,,,,jxw130130,jun wang
GEOS,5387,001,,6,3,,3,1,,,,,,,1,0,,,,,"Ferguson, John F",,,,,,ferguson,john ferguson
EERF,6351,501,,14,,,,,,,,,,,,0,,,,,"Henderson, Rashaunda M",,,,,,rmh072000,rashaunda henderson
ARTS,3368,001,2,12,,,,,,,,,,,,0,,,,,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn
HUSL,6309,501,,12,1,1,,,,,,,,,,0,,,,,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez
BMEN,3150,106,1,1,4,,1,3,,1,,2,1,,,0,,,,,"Winter, Patrick M","Abraham, Alejandro","Raut, Saurabh Vikas",,,,pxw151030,patrick winter
HUMA,6300,501,,7,3,3,,1,,,,,,,,0,,,,,"Brown, Matthew",,,,,,mxb091000,matthew brown
EE,3120,107,6,1,,2,1,1,,,1,,,,2,0,,,,,"Khoobroo, Amir","Zaman, Monir M",,,,,axk144831,amir khoobroo
MATH,2413,323,,,,,,,,,,,,,,0,,,,,"Ding, Hui",,,,,,hxd162130,hui ding
PHYS,3427,301,,,,,,,,,,,,,,0,,,,,"Frazier, Gary A",,,,,,gaf012000,gary frazier
MATH,2414,338,,,,,,,,,,,,,,0,,,,,"Westbury, Bruce W",,,,,,,bruce westbury
MATH,2419,302,,,,,,,,,,,,,,0,,,,,"Miller, James W",,,,,,jwm170630,james miller
IMS,3092,0S1,,,,,,,,,,,,,,0,15,,,,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan
CE,1202,304,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Mohamed, Ahmed M",,,dcc095020,diana cogan
BIOL,6384,001,,,,,,,,,,,,,,0,,,,,"Candas, Mehmet","Liu, Li","Guo, Lan","Rughwani, Tripta","Chen, Hao",,candas,mehmet candas
MATH,2414,348,,,,,,,,,,,,,,0,,,,,"Aman, Kelly",,,,,,kxa143530,kelly aman
EE,1202,303,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Mohamed, Ahmed M","Chen, Pengyuan",,dcc095020,diana cogan
MATH,2414,326,,,,,,,,,,,,,,0,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado
MATH,2414,344,,,,,,,,,,,,,,0,,,,,"Choi, Sl-ghi","Hart, Russell A",,,,,sxc173731,sl ghi choi
CE,1202,302,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Vankayalapati, Bhanu Teja","Chen, Pengyuan",,dcc095020,diana cogan
MATH,2414,316,,,,,,,,,,,,,,0,,,,,"Sauter, Alan D","Rajapaksha, Rajapaksha Mudalige S",,,,,ads014500,alan sauter
CE,1202,303,,,,,,,,,,,,,,0,,,,,"Cogan, Diana L","Shreedhar Bhat, Gautam","Du, Lixiong","Mohamed, Ahmed M","Chen, Pengyuan",,dcc095020,diana cogan
NATS,3343,002,,5,1,3,2,1,,,,,,,,2,,1,,,"Dorsey, Floyd Z",,,,,,fzd110020,floyd dorsey
HCS,6315,001,,9,3,1,,,,,,,,,,0,,1,,,"Goffman, Lisa A",,,,,,lag160930,lisa goffman
FIN,4303,001,,14,,,,,,,,,,,,0,,,,,"Furst, Jack D",,,,,,jdf170030,jack furst
PPPE,6347,001,,5,3,3,2,,1,,,,,,,1,,,,,"Elliott, Euel W",,,,,,eelliott,euel elliott
ACN,6348,501,,6,5,2,1,,,,,,,,,1,,,,,"Golden, Richard","Ryland, James W",,,,,golden,richard golden
CE,3310,002,2,1,,1,3,2,1,2,,1,,1,,1,,,,,"Coleman, James J","Chen, Jianfei",,,,,jjc130530,james coleman
MUSI,2319,001,1,11,,,,,1,,,,,,1,1,,,,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
HCS,6341,001,,7,1,3,1,1,,1,,,,,,0,,1,,,"Ploski, Jonathan E",,,,,,jep101000,jonathan ploski
HONS,3199,HN1,3,7,3,,,,,1,,,,,,1,,,,,"Thompson, Christina M","Rippel, Scott A",,,,,cmt120030,christina thompson
SPAN,2311,001,,5,4,2,,2,,,,,,,1,1,,,,,"Malouf, Maria",,,,,,mxm180084,maria malouf
AMS,4300,001,,10,3,1,,,,,,,,,,1,,,,,"Parker, Teresa L",,,,,,tparker,teresa parker
CHIN,1311,001,7,4,2,1,,,,,,,,,,1,,,,,"Chen, Bei",,,,,,bxc152730,bei chen
OPRE,6301,PW1,,9,2,2,,,,1,,,,,,0,,1,,,"Wiorkowski, John",,,,,,wiorkow,john wiorkowski
HUHI,6320,501,,5,4,3,1,,1,,,,,,,1,,,,,"Stewart, Whitney",,,,,,wxs160630,whitney stewart
MECO,6355,001,,9,2,3,,,,,,,,,,0,,,,,"Bolton, Gary","Katok, Elena M",,,,,gxb122130,gary bolton
MECH,4382,003,,2,5,3,1,,2,1,,,,,,1,,,,,"Hart, Robert A","Park, Wooram","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart
LIT,1301,501,,3,,,4,,,1,,,4,,2,1,,,,,"Walsh, Dennis P",,,,,,dpw031000,dennis walsh
EE,3110,103,,6,5,,2,1,1,,,,,,,0,,,,,"Lee, Gil S","Choi, Ye I",,,,,gslee,gil lee
CHEM,1111,109,4,4,,2,1,,,,,,1,,3,0,,,,,"Dissanayake, Dushanthi S","Morakabi, Katayoun",,,,,dxd122030,dushanthi dissanayake
CE,4389,001,,7,,,6,,1,,1,,,,,0,,,,,"Skinner, Neal G",,,,,,skinner,neal skinner
HONS,3199,HN2,,9,6,,,,,,,,,,,0,,,,,"Towner, Theresa",,,,,,tmtowner,theresa towner
MECH,4382,009,,6,1,2,4,,,2,,,,,,0,,,,,"Hart, Robert A","Wilt, James C","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart
MECH,4382,004,,2,2,4,2,1,2,2,,,,,,0,,,,,"Hart, Robert A","Dai, Xianming","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart
SPAN,1311,001,4,8,3,,,,,,,,,,,0,,,,,"Leverone, Julia",,,,,,jxl162631,julia leverone
LIT,3319,501,,2,4,3,4,,1,,,,,,1,0,,,,,"Greer, Erin",,,,,,exg180013,erin greer
AMS,2341,001,,4,2,,4,4,,1,,,,,,0,,,,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
MECH,4382,007,,5,3,2,2,2,1,,,,,,,0,,,,,"Hart, Robert A","Wilt, James C","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart
HONS,3115,HN1,,15,,,,,,,,,,,,0,,,,,"Thompson, Christina M",,,,,,cmt120030,christina thompson
OB,6339,XS1,,7,6,2,,,,,,,,,,0,,,,,"Bolton, Gary",,,,,,gxb122130,gary bolton
BPS,6255,XS1,,15,,,,,,,,,,,,0,,,,,"Strickland, Warren",,,,,,,warren strickland
MECH,4382,006,,6,2,1,2,1,2,,1,,,,,0,,,,,"Hart, Robert A","Wilt, James C","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart
GEOS,3124,001,,5,1,2,2,,,2,1,2,,,,0,,,,,"Finkelman, Robert B",,,,,,rbf051000,robert finkelman
CGS,3361,501,8,1,,1,3,1,,1,,,,,,0,,,,,"Roark, Dana A","Stouffer, Kari K",,,,,danar,dana roark
EE,3120,104,,13,,,1,,,,,,,,1,0,,,,,"Zhou, Dian","Wang, Yifan",,,,,zhoud,dian zhou
HONS,3199,HN9,,7,8,,,,,,,,,,,0,,,,,"Brunell, Thomas","Seeligson, Michael B",,,,,tlb056000,thomas brunell
ARTS,4366,001,4,11,,,,,,,,,,,,0,,,,,"Fridge, Brian D",,,,,,bdf081000,brian fridge
MECO,6312,002,,5,4,5,1,,,,,,,,,0,,,,,"Joo, Joonhwi","Zhu, Yifan",,,,,jxj180020,joonhwi joo
BIOL,3357,001,1,7,5,1,1,,,,,,,,,0,,,,,"Hill, Brenna R",,,,,,brh140230,brenna hill
PA,6313,001,,11,2,2,,,,,,,,,,0,,,,,"Goodman, Doug",,,,,,dxg101000,doug goodman
MECH,4382,001,,4,3,1,2,2,3,,,,,,,0,,,,,"Hart, Robert A","Fadda, Dani Z","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart
MECH,6313,001,,8,4,,2,1,,,,,,,,0,,,,,"Spong, Mark W",,,,,,mws081000,mark spong
GISC,6317,001,,4,1,1,4,,2,1,,,,,2,0,,,,,"Chastain, Bryan J","Shi, Fan",,,,,bjc062000,bryan chastain
EE,3120,102,,15,,,,,,,,,,,,0,,,,,"Zhou, Dian","Wang, Yifan","Hu, Bo",,,,zhoud,dian zhou
IMS,6351,XS1,,14,1,,,,,,,,,,,0,,,,,"Foster Brady, Pamela",,,,,,,pamela foster brady
BIOL,4360,001,2,3,1,2,3,2,,,,1,1,,,0,,,,,"Pickett, Elizabeth A",,,,,,eaw016100,elizabeth pickett
ACN,6372,501,,11,,,4,,,,,,,,,0,,,,,"Dussor, Gregory O",,,,,,gxd141130,gregory dussor
STAT,7345,501,,9,6,,,,,,,,,,,0,,,,,"Efromovich, Sam",,,,,,sxe062000,sam efromovich
OPRE,6302,CW1,,5,7,2,1,,,,,,,,,0,,,,,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
MKT,6323,002,,6,,,6,3,,,,,,,,0,,,,,"Kumar, Nanda","Bhave, Ashutosh C",,,,,nkumar,nanda kumar
GEOS,3434,001,,2,6,4,3,,,,,,,,,0,,,,,"Pujana, Ignacio","Hetti Pathirannehelage, Diluni Ayeshika W","Xiong, Kai",,,,pujana,ignacio pujana
HONS,3199,H10,6,6,2,1,,,,,,,,,,0,,,,,"Bobilev, Anastasia",,,,,,,anastasia bobilev
MATH,6322,501,,14,,1,,,,,,,,,,0,,,,,"Ramakrishna, Viswanath",,,,,,vish,viswanath ramakrishna
HONS,3199,HN6,,15,,,,,,,,,,,,0,,,,,"Farmer, J Michael",,,,,,jmf073000,j michael farmer
ED,3342,001,,13,1,,1,,,,,,,,,0,,,,,"Parker, Teresa L",,,,,,tparker,teresa parker
OB,6338,CH2,,14,1,,,,,,,,,,,0,,,,,"Behrendt, William","Rentschler, Margaret F",,,,,,william behrendt
EE,3101,107,1,3,2,,1,,2,1,1,1,,,3,0,,,,,"Gu, Qing","Gharajeh, Abouzar",,,,,qxg160030,qing gu
MECH,4382,002,,4,2,2,2,3,1,1,,,,,,0,,,,,"Hart, Robert A","Fadda, Dani Z","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart
BMEN,3150,101,2,5,2,2,1,,,1,,,1,,1,0,,,,,"Ali, Tariq M","Sanchez, Camilo A",,,,,tma051000,tariq ali
ATCM,3320,001,2,1,5,2,,2,1,,,1,,1,,0,,,,,"Llamas Rodriguez, Juan A",,,,,,jal171330,juan llamas rodriguez
PSCI,6347,001,,3,7,4,,1,,,,,,,,0,,,,,"Elliott, Euel W",,,,,,eelliott,euel elliott
NATS,4341,001,2,7,3,1,2,,,,,,,,,0,,,,,"York, Megan","Donaldson, Katherine E",,,,,,megan york
HONS,3111,HN1,6,6,2,,,,,1,,,,,,0,,,,,"Thompson, Christina M",,,,,,cmt120030,christina thompson
GISC,6381,501,,6,4,1,2,,,1,,,,,1,0,,,,,"Chun, Yongwan","Yu, Xiaohe",,,,,yxc070300,yongwan chun
MECO,6303,001,,4,5,,3,2,,,,,,,1,0,,,,,"Liebowitz, Stan",,,,,,liebowit,stan liebowitz
ACN,6346,001,,12,,,3,,,,,,,,,0,,,,,"Sultana, Rukhsana",,,,,,rxs170431,rukhsana sultana
NSC,4353,101,5,1,,2,2,2,1,1,,1,,,,0,,,,,"McWilliams, Steven P","Driskill, Christopher M","Eroh, Justin T",,,,sxm127330,steven mcwilliams
PPOL,4396,002,1,6,2,3,1,1,,,,,,,1,0,,,,,"Boots, Denise P","Saucedo De La Fuente, David",,,,,dpb062000,denise boots
HONS,3199,H13,,15,,,,,,,,,,,,0,,,,,"Earle, Doric E",,,,,,dee011000,doric earle
OB,6337,CH2,,5,4,3,2,1,,,,,,,,0,,,,,"Latham, Van M","Behrendt, William",,,,,,van latham
EE,3101,103,,11,1,1,1,,,,,,,,1,0,,,,,"Gu, Qing","Li, Zhitong",,,,,qxg160030,qing gu
HONS,3199,HN7,6,4,3,,,2,,,,,,,,0,,,,,"Schwab, Robert",,,,,,rxs170230,robert schwab
ARTS,2381,001,,10,,,4,,,1,,,,,,0,,,,,"Trolli, Tabatha",,,,,,,tabatha trolli
MECH,4382,005,,4,3,1,3,3,1,,,,,,,0,,,,,"Hart, Robert A","Gravell, Jamie D","Upasham, Sayali S",,,,rxh124630,robert hart
AUD,7182,001,,15,,,,,,,,,,,,0,,,,,"Cokely, Carol G",,,,,,cgc016200,carol cokely
MECH,4382,008,,4,5,1,3,1,1,,,,,,,0,,,,,"Hart, Robert A","Wilt, James C","Gravell, Jamie D","Upasham, Sayali S",,,rxh124630,robert hart
ACCT,6202,GH1,,13,2,,,,,,,,,,,0,,,,,"Sadka, Gil","Fan, Zhongwen","Chu, Yu Fang",,,,gxs143630,gil sadka
