Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
FIN,3370,002,5,2,5,3,4,1,2,,3,,,,3,,"Kaplan, Larry S",,,,,,lsk140130,larry kaplan
PHYS,2125,122,,23,5,,,,,,,,,,,,"Sun, Kuei","Feizi, Wirya",,,,,kxs147030,kuei sun
COMM,1311,003,9,11,3,2,1,,1,,,,,,1,,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
EEDG,6375,001,,8,,4,12,3,1,,,,,,,,"Bhatia, Dinesh","Goswami, Pingakshya",,,,,dinesh,dinesh bhatia
EERF,7V89,001,,12,6,5,5,,,,,,,,,,"Heins, Matthew S","Li, Xi",,,,,msh130130,matthew heins
MECH,2340,001,5,8,4,3,7,1,,,,,,,,,"Fey, Ann Majewicz","Boehm, Jacob R",,,,,axm141231,ann majewicz fey
BUAN,6337,002,,10,3,8,7,,,,,,,,,,"Murthi, B P","Liao, Chenxi","Tehrani, Shervin S",,,,murthi,b murthi
OB,6331,501,,27,,,,,,,,,,,1,,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
BIOL,3102,007,,10,,5,4,6,2,,,,1,,,,"Delk, Nikki A","Gerold, Haleigh",,,,,nad140230,nikki delk
CHEM,1111,103,5,16,1,1,,,,,2,,,,3,,"Qin, Yanping","Lumata, Jenica",,,,,yxq083000,yanping qin
CHEM,1111,146,3,15,4,1,,,,,2,,,,3,,"Qin, Yanping","Lumata, Jenica",,,,,yxq083000,yanping qin
CHEM,2125,102,1,12,14,,1,,,,,,,,,,"Shah, Shailesh N","Cue, John Michael",,,,,sns170230,shailesh shah
PSCI,3310,001,,20,3,3,,1,1,,,,,,,,"McCaskill, John R","Yadav, Chaitanya",,,,,jrm094020,john mccaskill
MIS,6308,502,,8,9,8,1,1,1,,,,,,,,"Narasimhan, Prithi","Pawar, Dhairya Dhanaji",,,,,pxn152330,prithi narasimhan
PHYS,2125,108,3,18,,1,2,2,,,,,,,2,,"Sun, Kuei","Khashami, Fatemeh",,,,,kxs147030,kuei sun
PSY,2317,501,1,1,4,5,6,1,2,4,1,1,,1,1,,"Schwark, Gayle","Gonen, Chen",,,,,gxs180015,gayle schwark
ATCM,3337,001,2,18,6,2,,,,,,,,,,,"Nazir, Cassini",,,,,,cassini,cassini nazir
BBSU,1100,014,21,3,1,1,,2,,,,,,,,,"Jordan, Katy J",,,,,,kjj073000,katy jordan
PSY,3342,501,4,5,2,4,6,2,5,,,,,,,,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot
CS,3354,501,,3,9,6,2,5,2,,1,,,,,,"Paulk, Mark C","Sarwat, Maliha",,,,,mcp130030,mark paulk
CRIM,4311,0W1,1,7,3,1,6,1,3,,,,1,,5,,"Huskey, Michael",,,,,,mxh160630,michael huskey
CHEM,2125,101,9,9,6,2,2,,,,,,,,,,"Shah, Shailesh N","Wang, Hanghang",,,,,sns170230,shailesh shah
BIS,3190,0H1,5,4,7,,2,1,,4,2,,,1,2,,"Robinson, Katie L","Edwards, Christopher W",,,,,klr180002,katie robinson
BIS,3190,0W2,8,10,2,3,1,2,,2,,,,,,,"Edwards, Christopher W","Robinson, Katie L",,,,,cwe011000,christopher edwards
BIOL,3102,004,12,1,,3,,1,4,2,1,,2,2,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth
STAT,6337,001,,3,2,8,10,3,1,,,,,,1,,"Choudhary, Pankaj K","Gunawardana, Kalupahana L",,,,,pkc022000,pankaj choudhary
ATCM,2301,003,,5,14,3,1,1,3,2,,,,,,,"Christopher, Daedra","Alzate, Catalina",,,,,dxe093020,daedra christopher
ATCM,2301,501,,23,,1,2,,,,,,,,3,,"Stewart, Michael C","Alzate, Catalina",,,,,mxs128231,michael stewart
ATCM,2302,007,3,9,8,2,2,1,1,1,1,,1,,,,"Minnish, Roxanne W","Brtis, Chelsea L","Nazir, Cassini",,,,rwm061000,roxanne minnish
ATCM,3330,002,,3,11,6,6,,1,,,,1,,1,,"Nielsen, Christina R",,,,,,crn022000,christina nielsen
ACCT,6335,501,,7,4,13,4,1,,,,,,,,,"Blair, Ronald J",,,,,,rblair,ronald blair
FIN,3395,001,,26,2,,1,,,,,,,,,,"Peabody, Stephen D",,,,,,sdp093020,stephen peabody
MKT,3330,003,5,8,6,2,4,,,1,1,1,1,,,,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour
OPRE,6302,AW1,,7,17,3,1,1,,,,,,,,,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh
CHEM,1111,126,4,18,5,,1,,,,1,,,,,,"Hashami, Zohreh","Mortensen, Marie L",,,,,zxh088000,zohreh hashami
CHEM,1111,147,10,11,1,,,,,1,,,,,6,,"Hashami, Zohreh","Pope, Mitchell A",,,,,zxh088000,zohreh hashami
CHEM,1111,601,,17,6,5,,,,,,1,,,,,"Huang, Yu","Mortensen, Marie L",,,,,yxh091220,yu huang
CHEM,1111,609,12,13,2,,,,,1,,,,,1,,"Huang, Yu","Pope, Mitchell A",,,,,yxh091220,yu huang
CHEM,2123,605,17,11,1,,,,,,,,,,,,"Shah, Shailesh N","Siddiki, A K M Nur Alam",,,,,sns170230,shailesh shah
CHEM,2125,103,18,7,3,,1,,,,,,,,,,"Wijenayake, Sumudu N","Tague, Daniel W",,,,,snw081000,sumudu wijenayake
PHYS,2125,101,9,15,1,1,1,,,,,,1,,1,,"Sun, Kuei","Liu, Xun",,,,,kxs147030,kuei sun
PHYS,2126,116,5,11,11,2,,,,,,,,,,,"Sun, Kuei","Maisberger, Matthew C",,,,,kxs147030,kuei sun
PHYS,2126,602,5,11,8,2,,2,,1,,,,,,,"Sun, Kuei","Mueller, David H",,,,,kxs147030,kuei sun
PHYS,2126,603,13,12,1,1,1,,1,,,,,,,,"Sun, Kuei","Cailide, Christopher G",,,,,kxs147030,kuei sun
JAPN,1311,002,8,6,5,4,2,3,,1,,,,,,,"Allred, Michael K",,,,,,mka170830,michael allred
ATCM,3395,502,8,6,3,4,2,1,1,2,,,,,2,,"Starzer, Kenneth W",,,,,,kws042000,kenneth starzer
CLDP,3310,501,,11,6,2,7,1,,1,,,1,,,,"Bonner, Deborah L","Poudel, Sonali",,,,,dbonner,deborah bonner
CS,4349,HON,2,4,8,5,5,3,,1,,,,,1,,"Willson, James K","Haque, Wasif A",,,,,jkw053000,james willson
ECON,3311,001,,11,4,,8,2,,4,,,,,,,"Grover, William C","Han, Minyu",,,,,wcg071000,william grover
CHEM,1111,115,13,10,2,1,,1,1,1,,,,,,,"Hashami, Zohreh","Remy, Ashele K",,,,,zxh088000,zohreh hashami
CHEM,1111,120,2,13,5,2,2,2,,1,,,,1,1,,"Huang, Yu","Mortensen, Marie L",,,,,yxh091220,yu huang
CHEM,1111,127,3,16,5,1,1,,,1,,,,2,,,"Sra, Amandeep K","Perera, Alahendra Arachchige Sachini .",,,,,aks057000,amandeep sra
CHEM,1111,605,17,8,1,1,,1,,1,,,,,,,"Huang, Yu","Ahrari, Samira",,,,,yxh091220,yu huang
NATS,3341,001,2,5,10,3,3,3,,,,,,,3,,"Dingrando, Laurel P","Karakis, Merve",,,,,lpd015000,laurel dingrando
PHYS,2125,111,,23,2,2,,1,,,,,1,,,,"Sun, Kuei","Dhale, Nikhil",,,,,kxs147030,kuei sun
PHYS,2125,602,2,20,3,1,1,,,,,,,,2,,"Sun, Kuei","Rahmanian Koshkaki, Saeed",,,,,kxs147030,kuei sun
PHYS,2126,113,14,12,1,,1,1,,,,,,,,,"Sun, Kuei","Cailide, Christopher G",,,,,kxs147030,kuei sun
PHYS,2126,125,5,16,3,2,2,,1,,,,,,,,"Sun, Kuei","Fox, Logan K",,,,,kxs147030,kuei sun
ATCM,3395,003,,3,4,10,6,2,,,3,,,,1,,"Imaoka, Laura",,,,,,lxi170030,laura imaoka
MECH,3105,102,17,3,2,2,1,2,2,,,,,,,,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios
HLTH,1301,0W2,,4,4,1,5,5,1,3,3,,1,,2,,"Baetge, Claire",,,,,,cxb170330,claire baetge
BCOM,4350,012,13,13,,,1,1,,,,,,,1,,"Michael, Sally C",,,,,,,sally michael
CHEM,2125,104,12,11,4,,,,2,,,,,,,,"Wijenayake, Sumudu N","Wang, Hanghang",,,,,snw081000,sumudu wijenayake
PHYS,2126,108,12,16,,,,1,,,,,,,,,"Sun, Kuei","Zhang, Yichao",,,,,kxs147030,kuei sun
CS,4375,002,7,8,5,5,3,1,,,,,,,,,"Nagar, Anurag","Hu, Yibo",,,,,axn112530,anurag nagar
MATH,2417,012,9,,3,2,3,1,5,,3,,1,,2,,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan
MATH,6313,001,,18,4,2,3,1,,1,,,,,,,"Turi, Janos",,,,,,turi,janos turi
PHYS,2125,112,13,12,1,1,2,,,,,,,,,,"Sun, Kuei","Zhou, Xiaohe",,,,,kxs147030,kuei sun
PHYS,2126,103,3,6,13,2,2,,1,,1,,1,,,,"Sun, Kuei","Chinthak Murali, .",,,,,kxs147030,kuei sun
ATCM,2301,005,1,8,7,4,3,1,1,1,,,,,3,,"Nielsen, Christina R","Alzate, Catalina",,,,,crn022000,christina nielsen
PHYS,2126,112,14,10,3,,1,,,,,,,,1,,"Sun, Kuei","Parajuli, Santosh",,,,,kxs147030,kuei sun
PHYS,2126,605,1,10,15,2,,,,,1,,,,,,"Sun, Kuei","Gu, Wenyao",,,,,kxs147030,kuei sun
CHEM,1111,607,13,9,2,2,1,,,,,,1,1,,,"Huang, Yu","Ahrari, Samira",,,,,yxh091220,yu huang
PSY,4324,501,1,9,3,7,2,1,1,1,2,1,,1,,,"Brody, Salena M",,,,,,smb051000,salena brody
CS,6364,001,,9,5,8,6,1,,,,,,,,,"Min, Richard K","Dakshit, Sagnik",,,,,rkm010300,richard min
BUAN,6312,0W1,,1,9,4,1,10,2,1,,,,,1,,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa",,,,,mxb135230,moran blueshtein
ACN,6340,001,,11,9,3,2,4,,,,,,,,,"McWilliams, Steven P",,,,,,sxm127330,steven mcwilliams
SPAU,3342,501,5,3,5,8,2,3,1,,,1,,,1,,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot
CS,3162,054,,23,,2,,1,1,,,,,,2,,"Smith, Klyne",,,,,,kxs180052,klyne smith
BIS,1100,006,,23,1,,,,,1,,,,1,3,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
ED,4351,001,13,11,1,1,,2,1,,,,,,,,"Davis, Renee",,,,,,rrd160530,renee davis
ACCT,6202,CH1,,27,2,,,,,,,,,,,,"Sadka, Gil",,,,,,gxs143630,gil sadka
ITSS,4301,501,4,6,4,2,3,2,1,1,1,,1,3,1,,"Hagen, John C","Tang, Ping",,,,,jch013200,john hagen
OB,6301,CH1,,10,5,3,6,5,,,,,,,,,"Slocum, John W",,,,,,,john slocum
ACCT,3350,501,4,4,3,,5,3,,1,2,,1,2,4,,"Gamino, John P",,,,,,jpg140630,john gamino
LIT,3330,501,5,9,1,2,5,2,4,,,,,,1,,"Lambert, Thomas M",,,,,,tml017100,thomas lambert
BIOL,3162,004,1,5,,4,5,5,6,2,1,,,,,,"Dejong, Jeff L",,,,,,dejong,jeff dejong
MATH,6303,001,,12,6,3,1,4,1,2,,,,,,,"Dragovic, Vladimir",,,,,,vxd123630,vladimir dragovic
DANC,1310,0H1,7,12,11,,,,,,,,,,,,"Owens, Misty",,,,,,mxo122530,misty owens
HUMA,3351,001,12,17,,1,,,,,,,,,,,"Anjum, Zafar",,,,,,zxa110730,zafar anjum
ATCM,3301,002,5,10,9,1,2,2,,1,,,,,,,"Patino, Stephen D",,,,,,,stephen patino
ATCM,3340,001,5,12,7,4,2,,,,,,,,,,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3340,003,8,8,1,6,3,2,,1,,,,,1,,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3376,001,,30,,,,,,,,,,,,,"Andreen, Michael T",,,,,,mta072000,michael andreen
ATCM,4330,001,,6,3,2,12,1,1,1,2,2,,,,,"Burrough, Xtine",,,,,,cxb153930,xtine burrough
CLDP,4344,001,11,5,5,1,3,2,1,,,,,,2,,"Ward, Felicia",,,,,,few160030,felicia ward
ACCT,4301,501,3,4,3,5,6,2,1,3,1,1,,,1,,"Hagen, John C","Tang, Ping",,,,,jch013200,john hagen
MKT,3330,004,11,7,2,2,3,2,2,,,,1,,,,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour
BIOL,3456,303,1,6,3,4,2,3,1,3,2,3,,2,,,"Hill, Brenna R","Daescu, Kelly J","Yu, Wen H",,,,brh140230,brenna hill
CHEM,1111,111,14,7,1,1,2,2,1,1,,,,,1,,"Dissanayake, Dushanthi S","Ma, Ziyuan",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,112,9,19,,,1,,,,,,1,,,,"Abeykoon, Nimali C","Faisal, Tahmid",,,,,nxa124430,nimali abeykoon
CHEM,1111,143,16,8,3,2,,,1,,,,,,,,"Youn, Jonghae",,,,,,,jonghae youn
CHEM,1111,145,6,13,1,4,,1,1,,1,,,1,2,,"Sra, Amandeep K","Remy, Ashele K",,,,,aks057000,amandeep sra
CHEM,1111,602,16,9,,,1,,1,1,1,,,,1,,"Dissanayake, Dushanthi S","Villones, Rhiza Lyne",,,,,dxd122030,dushanthi dissanayake
CHEM,2123,104,17,13,,,,,,,,,,,,,"Cue, John Michael","Lin, Jason",,,,,,john michael cue
CHEM,2123,105,20,8,,1,1,,,,,,,,,,"Wijenayake, Sumudu N","Gunawardhana, Kahawatte Gedara",,,,,snw081000,sumudu wijenayake
CHEM,2123,111,7,12,6,1,,,2,1,1,,,,,,"Shah, Shailesh N","Diwakara Mohottalalage, Shashini Devika D",,,,,sns170230,shailesh shah
CHEM,2123,113,20,8,2,,,,,,,,,,,,"Wijenayake, Sumudu N","Diwakara Mohottalalage, Shashini Devika D",,,,,snw081000,sumudu wijenayake
CHEM,2123,116,22,8,,,,,,,,,,,,,"Wijenayake, Sumudu N","Tague, Daniel W",,,,,snw081000,sumudu wijenayake
PHYS,2125,119,8,18,2,,1,,,,,,,,1,,"Sun, Kuei","Felix, Sharon",,,,,kxs147030,kuei sun
PHYS,2126,102,8,17,1,1,,1,1,,,,,,1,,"Sun, Kuei","Wang, Qiyue",,,,,kxs147030,kuei sun
PHYS,2126,106,1,15,6,4,2,2,,,,,,,,,"Sun, Kuei","Espinoza, Salvador",,,,,kxs147030,kuei sun
PHYS,2126,111,8,10,9,2,1,,,,,,,,,,"Sun, Kuei","Espinoza, Salvador",,,,,kxs147030,kuei sun
PHYS,2126,114,10,17,2,1,,,,,,,,,,,"Sun, Kuei","Fernando, Bharana A",,,,,kxs147030,kuei sun
PHYS,2126,123,10,15,3,,1,,1,,,,,,,,"Sun, Kuei","Stoikos, Evangelos",,,,,kxs147030,kuei sun
MUSI,3322,001,7,14,3,1,,2,,2,,,,1,,,"Evans, Kathryn C",,,,,,kcevans,kathryn evans
ATCM,2302,006,7,7,10,3,,2,1,,,,,,,,"Minnish, Roxanne W","Brtis, Chelsea L","Nazir, Cassini",,,,rwm061000,roxanne minnish
ATCM,3340,002,14,5,6,,5,,,,,,,,,,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3365,001,,3,15,8,1,2,1,,,,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler
ACN,5314,501,,15,10,4,1,,,,,,,,,,"Golden, Richard","Ryland, James W",,,,,golden,richard golden
PSCI,3364,001,,16,1,1,6,1,1,,1,1,1,,1,,"Gathman, Adrienne E",,,,,,,adrienne gathman
ISIS,3335,001,9,9,3,3,2,2,,1,,,,,1,,"Rosa, Jonathan",,,,,,jxr172530,jonathan rosa
FIN,4345,501,4,6,4,8,5,,1,2,,,,,,,"Ayres, Jeffrey A",,,,,,jaa014500,jeffrey ayres
MKT,3330,001,7,1,10,2,2,2,2,,,,,,4,,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour
BIOL,3102,009,,16,,2,6,4,,,2,,,,,,"Delk, Nikki A","Dahl, Haley C",,,,,nad140230,nikki delk
CHEM,1111,123,3,10,3,1,,4,1,,1,1,,,6,,"Hashami, Zohreh","Mortensen, Marie L",,,,,zxh088000,zohreh hashami
CHEM,1111,128,4,17,2,1,1,,,,1,,1,1,2,,"Sra, Amandeep K","Bhadran, Abhi",,,,,aks057000,amandeep sra
CHEM,1111,606,4,15,4,2,3,,,,,,1,,1,,"Dissanayake, Dushanthi S","Remy, Ashele K",,,,,dxd122030,dushanthi dissanayake
CHEM,2123,117,17,13,,,,,,,,,,,,,"Shah, Shailesh N","Tajik Asl, Masoumeh",,,,,sns170230,shailesh shah
MATH,2413,026,1,4,2,3,,4,1,1,3,2,1,3,5,,"Alvarado, Iris",,,,,,ila180000,iris alvarado
PHYS,2126,109,6,14,8,1,,,1,,,,,,,,"Sun, Kuei","Adhya, Purbi",,,,,kxs147030,kuei sun
JAPN,1311,001,10,10,5,1,2,1,,,,,,,1,,"Kroska, Nami",,,,,,nxk167330,nami kroska
CS,3162,052,,27,,1,1,1,,,,,,,,,"Smith, Klyne",,,,,,kxs180052,klyne smith
FIN,6314,001,,11,1,4,11,2,,1,,,,,,,"Manzi, Jeff",,,,,,jxm158130,jeff manzi
PHYS,2126,115,7,11,6,3,1,,,,,1,1,,,,"Sun, Kuei","Mueller, David H",,,,,kxs147030,kuei sun
CS,1200,HON,24,6,,,,,,,,,,,,,"Page, Ivor",,,,,,ivor,ivor page
CS,4301,003,,16,3,3,2,,2,,1,,3,,,,"Straach, Janell",,,,,,jxs017800,janell straach
BIS,3190,0W1,10,5,2,3,1,2,,2,2,2,,,1,,"Edwards, Christopher W","Robinson, Katie L",,,,,cwe011000,christopher edwards
OB,6332,001,,25,,1,4,,,,,,,,,,"Ziegler, Laurie","Lu, Xi",,,,,ziegler,laurie ziegler
OBHR,4335,501,2,11,14,3,,,,,,,,,,,"Meda, Edward",,,,,,exm150330,edward meda
CHEM,2123,606,19,8,2,,1,,,,,,,,,,"Cortes, Sergio J","Gamage, Prabhath Lakmal",,,,,scortes,sergio cortes
PHYS,2126,121,5,19,1,1,1,,,2,,,,,1,,"Sun, Kuei","Stoikos, Evangelos",,,,,kxs147030,kuei sun
MKT,4331,001,,6,4,6,12,,,,1,,1,,,,"Dover, Howard F",,,,,,hfd021000,howard dover
MIS,6345,0W1,,10,8,9,2,1,,,,,,,,,"Saeed, Kashif","Kumari, Riti",,,,,kxs147230,kashif saeed
MATH,2414,012,3,1,3,2,3,2,3,3,1,3,,,6,,"Dahal, Rabin",,,,,,rxd153030,rabin dahal
MUSI,2322,001,3,6,3,4,1,2,1,2,2,1,,1,4,,"Gerard, Lori A",,,,,,lag091020,lori gerard
ATCM,2301,002,1,4,11,4,3,1,1,,3,,,,2,,"Christopher, Daedra","Alzate, Catalina",,,,,dxe093020,daedra christopher
ATCM,2301,006,4,14,4,4,,1,1,,,,,1,1,,"Nielsen, Christina R","Alzate, Catalina",,,,,crn022000,christina nielsen
ATCM,2301,502,3,3,12,5,2,3,1,,,,1,,,,"Veras de Souza, Christine","Christopher, Daedra","Alzate, Catalina",,,,,christine veras de souza
ATCM,2302,002,8,8,5,1,3,,,1,3,,1,,,,"Minnish, Roxanne W","Brtis, Chelsea L","Nazir, Cassini",,,,rwm061000,roxanne minnish
ATCM,3305,001,,9,7,,4,3,,2,2,,1,,2,,"Hall, Phillip",,,,,,pxh151330,phillip hall
ATCM,3340,501,5,14,8,2,,1,,,,,,,,,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3350,001,3,10,4,6,2,4,,1,,,,,,,"Hewitt, Sharon","Remington, William A",,,,,sxh090220,sharon hewitt
ATCM,3350,002,6,7,7,4,4,1,,,,,,,1,,"Hewitt, Sharon","Remington, William A",,,,,sxh090220,sharon hewitt
ATCM,4397,004,,5,3,11,4,3,2,2,,,,,,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ED,3314,501,13,8,4,2,2,,1,,,,,,,,"Fagg, Sharon",,,,,,sxf044000,sharon fagg
MKT,3330,005,13,9,5,2,,,,,,,,1,,,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford
CHEM,1111,107,14,11,1,1,1,,1,,,,,,1,,"Gavva, Sandhya R","Ahrari, Samira",,,,,sgavva,sandhya gavva
CHEM,1111,113,,18,5,5,,,,,,,,,2,,"Dissanayake, Dushanthi S","Graham, Robert L",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,114,3,11,4,4,3,,,,2,,1,,2,,"Dissanayake, Dushanthi S","Graham, Robert L",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,117,1,13,3,3,4,2,,,,,1,1,2,,"Huang, Yu","Graham, Robert L",,,,,yxh091220,yu huang
CHEM,1111,125,2,15,5,1,1,2,,1,,1,,1,1,,"Abeykoon, Nimali C","Bhadran, Abhi",,,,,nxa124430,nimali abeykoon
CHEM,1111,129,,17,6,3,2,,,,1,,,,1,,"Huang, Yu","Franciskovich, Matthew R",,,,,yxh091220,yu huang
CHEM,1111,135,21,6,,1,,,1,,1,,,,,,"Abeykoon, Nimali C","Abeyrathna, Nisansala S",,,,,nxa124430,nimali abeykoon
CHEM,1111,136,22,6,,1,,,,,1,,,,,,"Gavva, Sandhya R","Youn, Jonghae",,,,,sgavva,sandhya gavva
CHEM,1111,137,19,8,1,,1,1,,,,,,,,,"Dissanayake, Dushanthi S","Abeyrathna, Nisansala S",,,,,dxd122030,dushanthi dissanayake
CHEM,1115,HN1,5,23,,,,,,1,,,,,1,,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,1315,HN1,6,11,4,1,5,1,,,2,,,,,,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,2123,102,19,8,3,,,,,,,,,,,,"Wijenayake, Sumudu N","Hernandez, Jayoh A",,,,,snw081000,sumudu wijenayake
CHEM,2123,103,22,6,2,,,,,,,,,,,,"Shah, Shailesh N","Hernandez, Jayoh A",,,,,sns170230,shailesh shah
CHEM,2123,107,15,12,1,2,,,,,,,,,,,"Gunawardhana, Kahawatte Gedara","Diwakara Mohottalalage, Shashini Devika D",,,,,kxg141730,kahawatte gedara gunawardhana
CHEM,2123,109,18,11,,1,,,,,,,,,,,"Cortes, Sergio J","Siddiki, A K M Nur Alam",,,,,scortes,sergio cortes
CHEM,2123,114,22,6,2,,,,,,,,,,,,"Shah, Shailesh N","Siddiki, A K M Nur Alam",,,,,sns170230,shailesh shah
CHEM,2123,115,19,8,2,1,,,,,,,,,,,"Gamage, Prabhath Lakmal","Lin, Jason",,,,,,prabhath lakmal gamage
CHEM,2123,118,25,5,,,,,,,,,,,,,"Wijenayake, Sumudu N","Tague, Daniel W",,,,,snw081000,sumudu wijenayake
CHEM,2123,119,21,7,2,,,,,,,,,,,,"Shah, Shailesh N","Tajik Asl, Masoumeh",,,,,sns170230,shailesh shah
CHEM,2123,602,19,10,1,,,,,,,,,,,,"Cortes, Sergio J","Siddiki, A K M Nur Alam","Gamage, Prabhath Lakmal",,,,scortes,sergio cortes
CHEM,2123,604,13,14,3,,,,,,,,,,,,"Shah, Shailesh N","Gamage, Prabhath Lakmal",,,,,sns170230,shailesh shah
PHYS,2125,103,7,22,,,1,,,,,,,,,,"Sun, Kuei","Javed, Umar",,,,,kxs147030,kuei sun
PHYS,2126,107,14,8,7,1,,,,,,,,,,,"Sun, Kuei","Adhya, Purbi",,,,,kxs147030,kuei sun
PHYS,2126,118,10,17,3,,,,,,,,,,,,"Sun, Kuei","Fernando, Bharana A",,,,,kxs147030,kuei sun
PHYS,2126,122,7,10,10,2,,,1,,,,,,,,"Sun, Kuei","Chinthak Murali, .",,,,,kxs147030,kuei sun
PHYS,2126,606,4,20,4,,,,,,,1,,,1,,"Sun, Kuei","Gu, Wenyao",,,,,kxs147030,kuei sun
CS,3341,HON,4,5,3,7,6,2,,1,,,,,1,,"Haas, Zygmunt J",,,,,,zjh130030,zygmunt haas
CE,3320,001,7,3,2,5,3,1,2,3,1,,,,3,,"Cogan, Diana L","Zhang, Yunjie",,,,,dcc095020,diana cogan
ITSS,4312,501,4,13,3,2,4,4,,,,,,,,,"Arora, Vivek",,,,,,vxa081000,vivek arora
HMGT,3301,501,7,10,5,5,,1,,2,,,,,,,"Berrett, Britt R","Kong, Siliang",,,,,brb051000,britt berrett
CS,6349,001,,10,1,8,8,2,,1,,,,,,,"Sarac, Kamil","Ozarslan, Omer F",,,,,kxs028100,kamil sarac
ATCM,2335,001,3,18,6,2,,,,,,,,,2,,"Nazir, Cassini",,,,,,cassini,cassini nazir
EE,3311,001,,4,2,3,5,4,7,2,3,,,,1,,Kenneth,"Hosseini Pouya, Sayed Behnam",,,,,kxo091000,kenneth
MKT,4380,501,,22,9,,,,,,,,,,,,"Haworth, Julie B",,,,,,haworth,julie haworth
OB,6334,CW1,,24,3,2,1,1,,,,,,,,,"Latham, Van M",,,,,,,van latham
OPRE,6301,SS1,,20,1,6,4,,,,,,,,,,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,,asethi,awanti sethi
ATCM,4395,503,,6,9,6,6,2,1,,,,,,1,,"Bennett, Jessica B","Enam, Victor J",,,,,,jessica bennett
BBSU,1100,006,22,3,1,1,,,1,,2,,,,1,,"Boeshans, Lindsey E",,,,,,leb140130,lindsey boeshans
BPS,4305,502,1,8,3,7,6,4,,,,1,1,,,,"Eun, Jihyun",,,,,,jxe140230,jihyun eun
MATH,4301,002,10,5,3,4,3,1,,1,2,,1,,1,,"Ramakrishna, Viswanath","Caseria, Brendan J",,,,,vish,viswanath ramakrishna
BIS,1100,002,19,9,,,,,,1,,,1,,1,,"Wissinger, Tonja",,,,,,twissin,tonja wissinger
HMGT,6321,0W1,,9,6,5,5,2,1,2,,,,,1,,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan
ACCT,6305,502,,7,7,9,5,2,1,,,,,,,,"Ozel, Naim Bugra","Holstead, Cameron",,,,,nbo150030,naim bugra ozel
OPRE,6332,502,,14,5,5,5,,,1,,,,,1,,"Ramanathan, Kannan","Zhang, Chen","Wang, Wan-Jung",,,,kxr087000,kannan ramanathan
ATCM,3301,001,,1,13,6,5,4,,1,,,,,1,,"Imaoka, Laura",,,,,,lxi170030,laura imaoka
CS,3162,092,,23,,6,1,,,,,,,,1,,"Smith, Klyne",,,,,,kxs180052,klyne smith
EE,3301,001,,4,2,5,5,1,2,3,6,1,1,,1,,"Helms, Robert","Liang, Jingchen",,,,,rxh033000,robert helms
ACCT,3350,PP1,2,6,14,6,2,1,,,,,,,,,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher
ACCT,6330,SS1,,12,3,,12,3,1,,,,,,,,"Zhang, Yuan","Sandhu, Gurvinder",,,,,yxz122931,yuan zhang
ACCT,6335,SS1,,21,,1,8,,1,,,,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,,tabortz,tiffany bortz
ACCT,6388,SS1,,15,14,1,1,,,,,,,,,,"Betanzos, Christina L",,,,,,clb120030,christina betanzos
OPRE,6366,501,,8,6,6,7,3,1,,,,,,,,"Leach, Sonia E","Zhang, Wen",,,,,sel120030,sonia leach
RMIS,4331,001,8,7,3,4,4,3,,1,,,1,,,,"Richardson, Debra L",,,,,,dlr150330,debra richardson
ATCM,3301,003,7,11,6,3,3,1,,1,,,,,,,"Patino, Stephen D",,,,,,,stephen patino
