Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
CS,6363,003,,12,10,19,9,5,2,,,,,,1,1,"Chandrasekaran, Ramaswamy","Gour, Riti",,,,,chandra,ramaswamy chandrasekaran
BUAN,6341,001,,10,28,18,1,,,1,,,,,,1,"Sohaee, Nassim","Patel, Mehul G",,,,,nxs045000,nassim sohaee
ECS,1100,014,25,8,7,6,3,5,2,2,,,,,,1,"Croasdale Woudwyk, Andrea",,,,,,axc169230,andrea croasdale woudwyk
BIOL,3370,001,11,16,5,4,5,7,4,3,2,,1,,,1,"Hill, Brenna R",,,,,,brh140230,brenna hill
EE,4301,001,6,5,5,3,7,9,12,7,4,,,,1,1,"Coleman, Ann C","Chen, Jianfei",,,,,acc130630,ann coleman
FIN,3330,002,8,23,,6,15,,2,4,,1,,,,1,"Chapman, Juliann G","Nguyen, Khiem B",,,,,jgc160130,juliann chapman
MECH,3310,002,4,8,11,17,11,7,,1,,,,,,1,"Ouyang, Hui","Wang, Yang","Sarma, Jyotirmoy",,,,hxo150330,hui ouyang
ITSS,3300,001,11,11,9,4,7,7,2,1,,3,,1,3,1,"Haseman, Charles","Luo, Ning",,,,,cxh180018,charles haseman
OPRE,3310,0W2,2,18,,,18,,1,14,,,5,,1,1,"Deluke, Eugene","Li, Hehe",,,,,gxd052000,eugene deluke
OPRE,3310,0W1,2,22,,1,13,,1,17,,,2,,1,1,"Deluke, Eugene","Li, Hehe",,,,,gxd052000,eugene deluke
MECO,6303,501,,18,21,4,8,7,,,,,,,1,1,"Kiser, Stephen L","Wang, Yu-Chi",,,,,slk012100,stephen kiser
ITSS,3311,002,7,11,4,6,,3,5,4,3,3,5,3,5,1,"Narayanasami, Priya","Ozdemir, Dicle Yagmur",,,,,pxn173330,priya narayanasami
ITSS,3311,003,14,10,9,14,8,4,,,,,,,,1,"Mehta, Sameer",,,,,,,sameer mehta
ACCT,6333,PP1,,22,,,29,,,9,,,,,,1,"Zolton, Kathy","Memon, Sana R",,,,,kxz121730,kathy zolton
CS,1136,115,20,9,4,4,2,2,4,1,2,,3,,9,1,"Vogel, Don G",,,,,,dgv130030,don vogel
BUAN,6356,001,,33,14,4,6,3,,,,,,,,1,"Parker, Jason A","Bodh, Malvika","Malpani, Surajkumar Pavankumar",,,,jap090020,jason parker
SOC,1301,0W1,19,21,7,2,4,2,1,1,,,,1,1,1,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni
ECS,1100,011,27,6,8,4,3,4,2,2,,2,,,3,1,"Sharman, Whitney",,,,,,wxs180011,whitney sharman
HMGT,3301,002,12,16,9,9,5,4,2,2,,,,,2,1,"Walton, James W",,,,,,jww160330,james walton
CS,2305,001,3,8,13,10,7,4,3,4,1,2,4,1,1,1,"Feng, Ranran",,,,,,rxf090020,ranran feng
CS,4393,001,2,13,10,13,6,7,2,4,4,,,,,1,"Nguyen, Nhut","Tran, Trung Hieu",,,,,nhutnn,nhut nguyen
CS,6359,002,,8,39,14,,,,,,,,,,1,"Nouroz Borazjany, Mehra","Tian, Zijing",,,,,mxn143230,mehra nouroz borazjany
FIN,3330,501,5,24,,5,13,,5,6,,1,2,,1,1,"Chapman, Juliann G","Nguyen, Khiem B",,,,,jgc160130,juliann chapman
EE,1202,001,15,7,6,5,7,3,6,5,2,,,,6,1,"Cogan, Diana L",,,,,,dcc095020,diana cogan
CS,1336,015,4,9,10,5,8,1,1,2,2,,4,3,13,1,"Paulk, Mark C",,,,,,mcp130030,mark paulk
CS,6360,002,,14,16,22,7,3,,,,,,,,1,"Yuruk, Nurcan","Zhou, Husheng",,,,,nxy140530,nurcan yuruk
ACCT,6350,501,,23,26,9,2,1,,,,,,,,1,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher
ACCT,2302,001,,25,6,12,9,1,2,2,,,2,,4,1,"Kale, Devendra",,,,,,,devendra kale
PSCI,4377,001,,5,12,22,16,4,2,1,1,,,,,1,"Stewart, Marianne","Dzanie, Raphael K",,,,,mstewart,marianne stewart
CS,2336,001,37,4,8,1,,4,2,,,,1,1,5,1,"Nouroz Borazjany, Mehra",,,,,,mxn143230,mehra nouroz borazjany
ACCT,3341,002,8,13,17,14,7,2,2,1,,,,,,1,"Mauriello, Joseph A",,,,,,jam151430,joseph mauriello
OPRE,3310,006,5,20,,12,15,,10,,,1,,,1,1,"Widdifield, David S","Ravindran, Manojraj",,,,,dsw180001,david widdifield
ITSS,4353,501,15,18,14,8,6,2,,,1,,,,,1,"Rao, Mukund","Tunc, Murat M",,,,,mxr170008,mukund rao
HUMA,1301,001,35,5,6,6,7,2,3,,1,1,,,,1,"Ingrao, Peter J","Thomas, Kathryn E",,,,,jingrao,peter ingrao
MECH,4301,001,4,15,5,10,10,13,,8,,,,,1,1,"Ryu, III","Aragon, Nicole K",,,,,ixr161130,iii ryu
MIS,6309,002,,22,21,7,10,3,3,,,,,,,1,"Islam, Naser","Pawar, Dhairya Dhanaji","Dheram, Geyasruti",,,,nxi110630,naser islam
CS,6375,004,,30,26,11,,,,,,,,,,1,"Nagar, Anurag","Yan, Siwen",,,,,axn112530,anurag nagar
BMEN,3320,001,8,10,6,9,8,4,4,4,3,,,,11,1,"Ali, Tariq M",,,,,,tma051000,tariq ali
CRIM,3323,0W1,,10,6,6,11,14,4,9,1,3,2,2,,1,"Kovandzic, Tomislav","Han, Sungil",,,,,tvk071000,tomislav kovandzic
CS,2336,006,22,3,15,7,8,6,2,,,,,2,3,1,"Nouroz Borazjany, Mehra",,,,,,mxn143230,mehra nouroz borazjany
HUMA,1301,007,,8,3,8,12,8,6,10,1,,2,,10,1,"Mortensen, Joan",,,,,,jmorten,joan mortensen
PSY,4346,002,,22,,,34,,,10,,,1,,1,1,"Reid, Jon K",,,,,,jkr150330,jon reid
CS,4301,001,,5,19,15,11,5,6,2,2,1,,1,1,1,"Mazidi, Karen J","Rudhraraju, Anshula V",,,,,kjm160430,karen mazidi
HUMA,1301,006,36,14,6,2,4,4,1,1,1,,,,,1,"Ingrao, Peter J","Koo, So Y",,,,,jingrao,peter ingrao
SOC,3321,0W1,7,8,18,13,7,7,4,2,2,,,,1,1,"Lanham, Carol C","Burger, Charis M",,,,,ccl054000,carol lanham
NSC,3361,002,6,9,19,8,6,6,4,2,5,,2,2,1,1,"Sultana, Rukhsana","Miranda, Giuseppe G",,,,,rxs170431,rukhsana sultana
PSY,3392,002,2,16,12,7,10,5,6,5,3,2,,,2,1,"Grant, Meridith G","Pattisapu, Candice N",,,,,mga061000,meridith grant
MECH,2310,002,2,19,6,2,16,3,5,5,4,3,1,2,3,1,"Thamban, P.L.Stephan","Pandey, Binay J",,,,,stephan,p l stephan thamban
CRIM,3319,001,37,14,7,5,4,2,,,1,,,,1,1,"Polk, Elmer O","Yim, Haneul",,,,,peo091000,elmer polk
CS,4361,001,6,17,12,6,16,3,2,4,3,,,1,1,1,"Kumar, Pushpa S","Yuan, Jing",,,,,pkumar,pushpa kumar
OPRE,6301,006,,33,3,24,9,,2,1,,,,,,1,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,,asethi,awanti sethi
CS,3305,501,8,23,6,9,5,5,5,5,1,1,,,5,1,"Willson, James K",,,,,,jkw053000,james willson
MECH,3315,001,2,9,15,23,9,6,6,,2,,,1,,1,"Anderson, William C","Garcia Cartagena, Edgardo J",,,,,wca140030,william anderson
OPRE,3310,005,2,8,9,11,11,9,7,8,5,2,,,1,1,"Subramoniam, Ramesh","Qu, Zihao",,,,,rxs179630,ramesh subramoniam
HLTH,3101,0W3,,57,,,13,,,2,,,,,2,1,"Sandon, Lona",,,,,,lxs095000,lona sandon
ACCT,2302,003,1,26,,9,30,4,,2,1,,,,1,1,"Cohen, Daniel A","Walker, Jacob N",,,,,dac101000,daniel cohen
OPRE,6301,010,,39,19,6,8,2,,,,,,,,1,"Leach, Sonia E","Hosseinabadi Farahani, Mehdi",,,,,sel120030,sonia leach
HLTH,3310,001,1,8,20,11,15,8,4,4,1,,1,,2,1,"Duquaine-Watson, Jill M",,,,,,jmw087000,jill duquaine watson
OPRE,6301,011,,15,20,14,12,3,7,4,,,,,,1,"Toptal, Aysegul","Kulkarni, Nilay A",,,,,axt083100,aysegul toptal
OPRE,6301,004,,19,16,18,10,2,7,1,,,,,2,1,"Toptal, Aysegul","Kulkarni, Nilay A",,,,,axt083100,aysegul toptal
CS,4352,0W1,37,16,15,2,1,2,3,,,,,,,1,"Orrick, Erika D","Guo, Jinghui",,,,,edo042000,erika orrick
OPRE,3360,007,5,11,11,20,11,6,3,2,4,,,,3,1,"Naseri Taheri, Mohammad","Jin, Siyu",,,,,mxn121930,mohammad naseri taheri
OPRE,6301,007,,33,1,13,20,3,2,2,,,,,2,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,meb049000,monica brussolo
OPRE,6302,004,,22,18,3,20,5,6,2,,,,,1,1,"Honhon, Dorothee B","Khandelwal, Kumar Manglam",,,,,dbh130130,dorothee honhon
OPRE,6301,005,,33,5,14,16,2,1,4,,,,,3,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,meb049000,monica brussolo
OPRE,6301,001,,33,3,16,17,2,5,2,,,,,,1,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,meb049000,monica brussolo
OPRE,3360,003,6,10,11,6,7,7,6,4,2,3,5,1,11,1,"Ahadi, Khatereh","Huang, Wei Chuan",,,,,kxa180010,khatereh ahadi
OPRE,3360,501,8,23,,24,20,,,3,,,,,1,1,"Qi, Anyan","Chen, Jiayu",,,,,axq140430,anyan qi
CS,6313,002,,77,6,,,,,,,,,,,1,"Akcora, Cuneyt G",,,,,,,cuneyt akcora
HIST,3337,001,,15,14,17,8,13,5,4,3,4,,1,2,1,"Channell, David","Minich, Joseph T",,,,,channell,david channell
CLDP,3332,001,,25,1,5,31,,,18,,,6,,1,1,"Holub, Shayla C",,,,,,sch052000,shayla holub
BLAW,2301,004,,13,11,6,11,6,11,13,8,,5,,4,1,"Betanzos, Christina L","Keogh, Reagan D",,,,,clb120030,christina betanzos
PSY,4343,002,26,20,5,12,9,5,4,1,,,2,,4,1,"Schwark, Gayle","Adelson, Megan J",,,,,gxs180015,gayle schwark
HIST,1301,003,,3,9,7,14,12,8,9,5,2,5,7,8,1,"Johnson, Yvonne","Hoosein, Nausheen",,,,,yxj172130,yvonne johnson
PSCI,4347,001,10,28,19,5,14,3,,3,3,,1,1,3,1,"Larue, Patrick","Das, Soham",,,,,pxl111020,patrick larue
MATH,2415,003,22,11,8,6,9,4,4,3,5,1,6,2,10,1,"Dahal, Rabin",,,,,,rxd153030,rabin dahal
CS,3341,003,26,14,8,3,9,2,6,8,2,4,4,1,6,1,"Whalen, Tristan G","Jiang, Tian",,,,,tgw100020,tristan whalen
CS,3340,502,,4,7,11,14,19,10,8,8,7,2,3,4,1,"Mazidi, Karen J",,,,,,kjm160430,karen mazidi
PSY,3310,001,,76,,,16,1,,4,,,,,,1,"Touchstone, Emily W","Fowler, Mariah L",,,,,exw010200,emily touchstone
MAS,6102,006,,,,,,,,,,,,,3,1,"Jones, Royce E",,,,,,rxj111030,royce jones
ECS,3361,501,,5,15,21,20,17,11,5,2,1,,1,,1,"Wilt, James C",,,,,,jcw140130,james wilt
ARTS,1301,002,9,13,30,15,12,11,1,3,2,,,,3,1,"DeWitte, Debra J","Guyot, Natacha",,,,,djd011500,debra dewitte
ECS,3361,001,9,32,19,17,15,2,2,,,2,1,,,1,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
ECS,3361,004,2,8,17,21,12,23,2,9,3,1,,,1,1,"Wilt, James C",,,,,,jcw140130,james wilt
MAS,6102,003,,,,,,,,,,,,,4,1,"Wilkerson, Cassandra",,,,,,cxw170000,cassandra wilkerson
PHYS,1302,001,10,14,21,7,9,5,6,15,8,5,2,,1,1,"Lee, Mark","Timms, Christopher I","Mcgarry, Michael P",,,,mxl101000,mark lee
ISNS,2367,0W2,30,32,14,13,3,7,2,1,6,,3,1,7,1,"Pujana, Ignacio","Zhang, Shuo",,,,,pujana,ignacio pujana
NSC,4352,001,20,31,21,9,7,8,8,5,5,2,2,,2,1,"Raboune, Siham","Turner, Monroe P",,,,,sxr180071,siham raboune
SPAU,3301,001,11,32,14,13,22,8,9,7,1,3,2,,,1,"Walsh, Diane G","Boone, Melissa N",,,,,dxg022000,diane walsh
PSY,3331,001,,38,4,8,16,20,10,10,6,,4,,12,1,"Huxtable-Jester, Karen J","Wu, Sining",,,,,kxh014900,karen huxtable jester
STAT,2332,001,9,30,21,17,17,4,9,14,5,1,1,,1,1,"Konietschke, Frank","Cao, Cong",,,,,fxk141230,frank konietschke
PSY,3333,001,26,18,21,22,19,11,13,5,2,1,1,,1,1,"Barfoot, John W",,,,,,jwb043000,john barfoot
CHEM,2323,006,22,43,6,11,14,12,11,10,3,4,3,,6,1,"Panapitiya, Nimanka P",,,,,,npp081000,nimanka panapitiya
HLTH,3101,0W2,,139,,,8,,,,,,3,,,1,"Sandon, Lona",,,,,,lxs095000,lona sandon
PSY,3361,001,8,14,26,19,15,30,7,10,8,7,7,1,11,1,"Wig, Gagandeep S","Agres, Phillip F",,,,,gsw130130,gagandeep wig
PSY,2301,001,,55,39,16,21,12,13,6,5,5,3,2,1,1,"Sasson, Noah J","Villarreal, Deyaun L",,,,,njs092000,noah sasson
NSC,4373,001,,149,7,2,1,1,,,,,,,,1,"Moller, Aage R","Garner, Katherine M",,,,,amoller,aage moller
PSY,4343,001,64,85,39,20,22,8,4,,1,3,2,2,1,1,"Schwark, Gayle","Adelson, Megan J",,,,,gxs180015,gayle schwark
GOVT,2306,003,84,64,48,21,21,20,16,3,5,3,6,2,4,1,"Lowe, Evan","Zengin, Abdullah Furkan","Mutesi, Mireille","Gutierrez Mannix, Carlos Daniel",,,exl171930,evan lowe
GOVT,2306,001,75,56,61,23,16,27,11,6,6,4,1,3,9,1,"Lowe, Evan","Zengin, Abdullah Furkan","Gutierrez Mannix, Carlos Daniel","Mutesi, Mireille",,,exl171930,evan lowe
CE,3345,004,2,1,,,,,,,1,,,,4,2,"Raghavachari, Balaji","Li, Xiaodi",,,,,rbk,balaji raghavachari
BIOL,3101,005,,1,1,,,1,,4,,,1,,1,2,"Hannig, Ernest",,,,,,hannig,ernest hannig
CE,3101,105,,4,1,1,1,,,2,,,,,,2,"Friedman, Joseph S","Li, Chen","Nahar, Lubaba M",,,,jsf160330,joseph friedman
HCS,7382,001,,2,6,1,,,1,,,,,,,2,"Kane, Heidi S",,,,,,hsk140330,heidi kane
BMEN,3120,102,,2,2,1,3,1,,,,,1,,,2,"Winter, Patrick M","Lam, Kevin Hao Su","Atmaramani, Rahul","Abbott, Justin","Ganguly, Antra",,pxw151030,patrick winter
GEOS,3464,001,,4,2,2,1,1,,,,,,,,2,"Stern, Robert","Newman, Jordan W",,,,,rjstern,robert stern
PA,6387,0W1,,8,1,,1,,,,,,,,,2,"Maxwell, Sarah P",,,,,,spm092000,sarah maxwell
ARTS,2381,001,1,5,5,,,,,,,,,,,2,"Cochran, Kristen N",,,,,,knc103020,kristen cochran
MUSI,3388,001,,6,,1,2,1,,,,,1,,1,2,"Medrick, Mary A",,,,,,mam017200,mary medrick
PHYS,2422,HN1,7,2,2,2,,,,,,,,,,2,"Zhang, Fan","Cheung, Patrick K",,,,,fxz140930,fan zhang
BMEN,1208,002,,,,1,2,2,1,2,2,1,,,2,2,"Meyer, Clark A","Li, Shichang",,,,,cam140130,clark meyer
BPS,6332,501,,9,,,4,,,,,,,,,2,"Dess, Gregory","Kim, Dong Shin",,,,,ggd021000,gregory dess
MKT,4332,002,,2,1,1,5,3,,1,,,,,,2,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford
MATH,1326,007,1,2,2,,,,2,4,2,,,,,2,"Rice, David",,,,,,dxr143630,david rice
PSY,3393,006,1,3,4,,2,,,,1,1,,,1,2,"Lockhart, Jessica M","Knoch, Desiree'",,,,,jml161330,jessica lockhart
CS,6343,001,,6,2,3,3,,,,,,,,,2,"Yen, I-Ling",,,,,,ilyen,i ling yen
AP,3340,001,,8,2,2,1,2,,,,,,,,2,"Goode, Dianne H",,,,,,dgoode,dianne goode
ATCM,4365,003,1,6,2,,1,,2,1,1,,,,1,2,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
MUSI,2328,002,1,7,,1,3,1,,1,,,,,2,2,"Mcvay, Michael",,,,,,mjm031000,michael mcvay
ARTS,1316,003,5,1,4,,2,1,,1,1,,,,1,2,"Booker, Rebecca M",,,,,,pdb041000,rebecca booker
MUSI,2317,002,1,11,1,,1,1,,1,,,,,,2,"Medrick, Mary A",,,,,,mam017200,mary medrick
ECS,3390,011,,3,5,2,2,3,,,,,1,,,2,"Ryan, Christopher J",,,,,,cxr088000,christopher ryan
SE,3377,0W1,,,,2,4,2,2,3,2,1,,1,,2,"Min, Richard K","Li, Yi",,,,,rkm010300,richard min
PSY,3350,001,,5,3,1,2,1,2,2,,,,,1,2,"Ulatowska, Hanna K",,,,,,hanna,hanna ulatowska
MATH,1326,008,2,2,,3,5,1,,1,,,2,,1,2,"Anderson, Bill",,,,,,,bill anderson
RHET,1302,004,,5,2,2,2,,,1,1,,,,4,2,"Jimenez, Jose",,,,,,,jose jimenez
ECS,3390,0H1,2,6,3,2,,1,1,,1,,,,1,2,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth schlobohm
CHIN,1311,002,5,4,5,,,1,1,1,,,,1,,2,"Shi, Shuai",,,,,,sxs180130,shuai shi
ATCM,3370,001,,3,2,4,5,1,1,1,,1,,,,2,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
PPPE,6301,001,,10,3,,2,3,,,,,,,,2,"Bunte, Jonas B",,,,,,jbb130330,jonas bunte
FIN,3320,5E1,,4,2,3,5,2,1,1,,,,,,2,"Khanapure, Revansiddha B",,,,,,rbk160130,revansiddha khanapure
RHET,1302,502,,7,4,,3,3,,,,,1,,,2,"Hamilton, Cristen",,,,,,cch073000,cristen hamilton
ACCT,6334,0W1,,4,,,8,2,,4,,,,,1,2,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
THEA,2372,002,,13,5,,1,,,,,,,,,2,"Lingo, Kathy A",,,,,,klingo,kathy lingo
RHET,1302,006,4,3,2,1,1,3,,,,,1,1,3,2,"Ocasio-Russe, Lizbette",,,,,,lxo160130,lizbette ocasio russe
RHET,1302,033,3,6,6,2,1,,,,,,,,1,2,"Berry, Tracey R",,,,,,txb112130,tracey berry
CHEM,1112,103,4,8,2,1,3,,,,,,1,,1,2,"Hashami, Zohreh","Malekpour, Soheil",,,,,zxh088000,zohreh hashami
CE,3301,002,,8,,,,,,4,,,8,,,2,"Fahimi, Babak","Liang, Jingchen",,,,,bxf102000,babak fahimi
ENTP,4330,001,,5,2,1,6,4,,,2,,,,,2,"Wright, Robert G",,,,,,rgw091000,robert wright
ACCT,6353,501,,4,2,2,4,2,1,5,,,,,,2,"Gamino, John P",,,,,,jpg140630,john gamino
EPPS,6313,502,,7,4,7,2,1,,,,,,,,2,"Palao Mendizabal, Agustin","Islam, Iftekhairul",,,,,axp121731,agustin palao mendizabal
ED,4358,0W1,3,6,1,1,2,1,3,,,,1,,3,2,"Root, Alexey",,,,,,aroot,alexey root
IMS,6310,501,,3,5,8,4,,1,,,,,,,2,"Lee, Seunghyun","Lee, Minjung",,,,,sxl029100,seunghyun lee
MATH,1326,006,1,2,2,4,1,4,3,,1,2,,,1,2,"Mussa, Derege",,,,,,dxm146130,derege mussa
PSCI,4396,501,1,2,4,1,5,1,2,3,2,,,,,2,"Saucedo De La Fuente, David",,,,,,dxs144830,david saucedo de la fuente
COMM,1315,5H1,1,3,4,3,1,3,2,2,,,,1,1,2,"Warren, Jason L",,,,,,jxw174630,jason warren
AP,3300,501,9,5,2,,4,,,,1,,,,1,2,"Curchack, Fred",,,,,,curchack,fred curchack
CHEM,1112,102,1,4,3,5,4,2,,,,1,,1,1,2,"Qin, Yanping","Ball, Darby J",,,,,yxq083000,yanping qin
BIS,3320,004,2,9,6,2,,2,,,,,,2,,2,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson
BIOL,3312,001,7,1,4,2,2,1,1,,2,1,,,2,2,"Morcos Gonzalez, Alonso","Jiang, Xianli",,,,,afg150230,alonso morcos gonzalez
RHET,1302,027,1,7,6,3,1,1,1,1,,,1,,1,2,"Crawford, Rachel",,,,,,rxc161430,rachel crawford
CE,2310,501,6,4,2,,4,1,,1,,,1,1,3,2,"Dodge, Nathan B",,,,,,dodge,nathan dodge
FIN,3305,001,,10,,,3,,,6,,,5,,,2,"Guttery, Randall","Zhao, Yabo",,,,,rxg112530,randall guttery
BIOL,3456,304,,5,4,3,2,,3,4,2,,,1,,2,"Wilson, Michelle","Yu, Wen H","Sivakolundu, Dinesh Keran",,,,mxw084000,michelle wilson
ARHM,1100,302,7,9,,1,1,,,,1,,1,1,3,2,"Gray, Megan L",,,,,,mlg105020,megan gray
COMM,1315,0H2,15,4,1,,,1,,1,3,,,,,2,"Saenz, Michael A",,,,,,mas130030,michael saenz
CHEM,1111,121,5,7,4,2,1,,1,1,,,,1,3,2,"Zhang, Naifu",,,,,,,naifu zhang
CS,4398,001,5,2,1,2,4,1,1,3,1,,4,,1,2,"Gupta, Neeraj K","Zhang, Shuai",,,,,nkg140130,neeraj gupta
ATCM,3308,001,,2,1,6,4,,1,,3,1,,,7,2,"Johnson, Casey A",,,,,,caj150430,casey johnson
COMM,1315,0H1,15,6,,1,1,,1,,,1,,,1,2,"Saenz, Michael A",,,,,,mas130030,michael saenz
ATCM,3368,001,3,3,3,3,3,3,,1,1,,2,,4,2,"Koknar, Cenk",,,,,,cxk151530,cenk koknar
GEOG,3377,501,3,7,3,7,5,,1,,,,,,,2,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko
PHYS,2125,120,4,13,3,2,2,,,,2,,,,,2,"Sun, Kuei","Zheng, Peng Peng",,,,,kxs147030,kuei sun
BIOL,3388,001,4,6,7,3,3,2,,1,,,,,,2,"Rippel, Scott A",,,,,,rippel,scott rippel
ATCM,3307,001,,1,1,8,3,4,3,1,1,2,1,1,1,2,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,3350,003,1,23,1,,,,,,,,,,2,2,"Terry, Dean",,,,,,dxt023000,dean terry
ATCM,3307,002,,,9,7,4,2,2,2,,,,,1,2,"McCord, Peter A",,,,,,pam062000,peter mccord
CHEM,1112,101,4,9,2,4,2,1,2,1,,,,1,1,2,"Qin, Yanping","Ball, Darby J",,,,,yxq083000,yanping qin
PHYS,2125,105,3,18,3,2,,,,,1,,,,,2,"Sun, Kuei","Rahmanian Koshkaki, Saeed",,,,,kxs147030,kuei sun
PHYS,2125,114,2,22,1,,,1,1,,,,,,,2,"Sun, Kuei","Javed, Umar",,,,,kxs147030,kuei sun
ITSS,4370,002,1,2,3,3,6,6,4,1,1,,,,,2,"Hefley, William E","Dandra, Pravin Basanna",,,,,weh150130,william hefley
BIOL,3455,304,2,2,5,3,3,3,3,2,4,,,,,2,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez
LIT,3300,001,,3,2,5,3,,2,4,4,1,2,,1,2,"Cotter, Sean J",,,,,,sjc010100,sean cotter
BIS,3320,002,,6,2,3,6,,5,1,1,,2,,2,2,"Wissinger, Tonja",,,,,,twissin,tonja wissinger
CHEM,1111,105,13,7,3,,2,,1,,,1,,,1,2,"Dissanayake, Dushanthi S","Mills, Kira R",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,141,9,13,3,2,1,,,,,,,,,2,"Abeykoon, Nimali C","Ma, Ziyuan",,,,,nxa124430,nimali abeykoon
CHEM,1112,104,7,14,1,1,,,,2,,,1,,2,2,"Hashami, Zohreh","Malekpour, Soheil",,,,,zxh088000,zohreh hashami
CHEM,2123,112,13,14,1,,,,,,,,,,,2,"Panapitiya, Nimanka P","Wang, Hanghang",,,,,npp081000,nimanka panapitiya
PHYS,2125,113,3,18,4,1,2,,,,,,,,,2,"Sun, Kuei","Feizi, Wirya",,,,,kxs147030,kuei sun
CHEM,2123,603,18,8,,2,,,,,,,,,,2,"Cortes, Sergio J","Gunawardhana, Kahawatte Gedara",,,,,scortes,sergio cortes
PHYS,2126,124,4,13,6,4,,,,1,,,,,,2,"Sun, Kuei","Bukowski, Aaron",,,,,kxs147030,kuei sun
ATCM,3305,002,,9,11,,4,,,1,1,,1,,1,2,"Hall, Phillip",,,,,,pxh151330,phillip hall
ATCM,3372,001,8,7,4,1,,1,,1,1,,1,,4,2,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
CHEM,1111,144,7,15,1,,2,,2,,,,,,1,2,"Dissanayake, Dushanthi S","Lumata, Jenica",,,,,dxd122030,dushanthi dissanayake
PHYS,2126,104,10,8,2,4,1,1,,,,,,1,1,2,"Sun, Kuei","Kramer, Aaron A",,,,,kxs147030,kuei sun
BIOL,3455,802,1,3,3,4,4,1,6,1,2,2,1,1,,2,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez
ACCT,6386,001,,9,13,5,2,,,,,,,,,2,"Mauriello, Joseph A","Wong, Angie M","Braughton, Caleb M",,,,jam151430,joseph mauriello
BIOL,3455,302,3,6,7,4,2,3,,1,2,,1,,,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra
HIST,3386,501,4,8,,1,12,,1,3,,,,,,2,"Bocchine, Kristin",,,,,,,kristin bocchine
ENTP,3301,003,,9,,,15,,,6,,,,,,2,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
BIOL,3455,306,3,,2,4,3,5,4,2,2,1,1,2,1,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra
MATH,2415,001,2,5,1,1,5,4,2,1,2,1,1,,5,2,"Makhijani, Neha",,,,,,nxm165130,neha makhijani
BUAN,6356,501,,13,8,2,7,,,,,,,,,2,"Parker, Jason A","Bodh, Malvika",,,,,jap090020,jason parker
BLAW,2301,HON,,7,4,3,5,3,3,2,,1,1,1,,2,"Polze, Matthew M","Sarman, Patrick R",,,,,mmp062000,matthew polze
OPRE,6302,0W1,,10,12,6,2,,,,,,,,,2,"Dawande, Milind","Feng, Zhichao",,,,,milind,milind dawande
BIOL,5460,001,,2,3,14,10,,,2,,,,,,2,"Xuan, Zhenyu","Zhang, Michael","Song, Ming",,,,zxx091000,zhenyu xuan
ACCT,6384,SS1,,29,,,3,,,,,,,,,2,"Kromer, Jeffrey",,,,,,jrk013000,jeffrey kromer
BCOM,3310,007,,8,14,7,,1,1,1,,,,,,2,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore
EEPE,6354,001,,23,2,4,1,2,,,,,,,,2,"Akin, Bilal","Vankayalapati, Bhanu Teja","Xu, Chi",,,,bxa123330,bilal akin
BA,1100,003,13,5,3,,2,2,1,1,1,,1,,3,2,"Hinze, Whitney P",,,,,,wxh161930,whitney hinze
PSY,3392,501,2,2,2,1,1,5,1,8,3,3,3,1,1,2,"Raman, Rachna","Zhu, Yiyi",,,,,rxr076000,rachna raman
BCOM,3310,501,2,7,7,5,3,5,,3,,,,,1,2,"Ahlberg, Mehrzad",,,,,,,mehrzad ahlberg
CS,3377,002,4,5,4,2,3,3,4,3,1,,1,,3,2,"Brandenburg, Jonathan C","Ayhan, Sadi",,,,,jcb011200,jonathan brandenburg
CS,3345,001,2,3,4,10,9,1,,1,1,,,,2,2,"Chida, Anjum","Ozdayi, Mustafa S",,,,,axc157030,anjum chida
